,BusinessNum,agentName,appReferenceNumber,applicantName,applicationDate,applicationNumber,applicationStatus,articleName,designMainClassification,designNumber,dsShpClssCd,internationalRegisterDate,internationalRegisterNumber,inventorName,openDate,openNumber,priorityDate,priorityNumber,publicationDate,publicationNumber,regReferenceNumber,registrationDate,registrationNumber
3184,1268101064,['김재섭'],,['주식회사 대륙'],2009-09-23,3.02E+12,등록,디씨(DC) 회로차단기용 마그넷 홀더,['H1590'],M01,['H1590'],,,['최원규'],,,,,2011-01-07,,,2010-12-29,3.01E+12
3185,1268101064,['김재섭'],,['주식회사 대륙'],2008-09-10,3.02E+12,등록,전자접촉기,['H162'],M01,['H162'],,,"['김덕현', '김관영']",,,,,2009-06-15,,,2009-06-05,3.01E+12
3186,1268101064,['전준항'],,['주식회사 대륙'],1987-12-28,3.02E+12,소멸,회로차단기,['H1514'],M01,['H1514'],,,['김덕현'],,,,,,,,1988-10-11,3.00E+12
3187,1268101064,['전준항'],,['주식회사 대륙'],1987-12-28,3.02E+12,소멸,스위치손잡이,['H1590'],M01,"['H1590', 'H1590T']",,,['김덕현'],,,1987-05-20,,1988-11-09,,,1988-10-06,3.00E+12
3188,1268101064,['전준항'],,['주식회사 대륙'],1989-06-17,3.02E+12,소멸,회로차단기,['H1514'],M01,"['H1514', 'H1514B']",,,"['김덕현', '박철한']",,,,,1990-08-29,,,1990-07-19,3.00E+12
3189,1268101064,['전준항'],,['주식회사 대륙'],1989-06-17,3.02E+12,소멸,차단기용케이스,['H1590'],M01,"['H1590', 'H1590T']",,,"['김덕현', '박철한']",,,,,1990-08-29,,,1990-07-19,3.00E+12
3190,1268101064,['전준항'],,['주식회사 대륙'],1989-06-17,3.02E+12,소멸,차단기용케이스,['H1514'],M01,"['H1514T', 'H1514']",,,"['김덕현', '박철한']",,,,,1990-08-25,,,1990-07-19,3.00E+12
3191,1268101064,['전준항'],,['주식회사 대륙'],1990-11-23,3.02E+12,소멸,누전차단기용홀더,['H1590'],M01,"['H1590', 'H1590T']",,,"['김덕현', '박철한']",,,,,1991-11-30,,,1991-09-20,3.00E+12
3192,1268101064,['전준항'],,['주식회사 대륙'],1989-06-17,3.02E+12,소멸,차단기용접속단자,['H1322'],M01,"['H1322T', 'H1322']",,,"['김덕현', '박철한']",,,,,1990-08-25,,,1990-07-19,3.00E+12
3193,1268101064,['김재섭'],,['주식회사 대륙'],2009-11-02,3.02E+12,등록,단상용 누전차단기,['H1514'],M01,['H1514'],,,"['김덕현', '이제덕']",,,,,2011-01-04,,,2010-12-22,3.01E+12
3194,1268101064,['전준항'],,['주식회사 대륙'],1987-12-24,3.02E+12,소멸,고주파유도가열기,['K650'],M01,"['K650T', 'K650']",,,['이상권'],,,,,1989-06-17,,,1989-05-09,3.00E+12
3195,7248604518,,,,,,,,,,,,,,,,,,,,,,
3196,1058801767,,,,,,,,,,,,,,,,,,,,,,
3197,1128103287,,,,,,,,,,,,,,,,,,,,,,
3198,1018605567,,,,,,,,,,,,,,,,,,,,,,
3199,2122008844,,,,,,,,,,,,,,,,,,,,,,
3200,5088108565,,,,,,,,,,,,,,,,,,,,,,
3201,2128101093,['심달회'],,['주식회사 라온즈'],2020-06-04,3.02E+12,등록,초음파 프로브,['J730'],M001,['J730'],,,['오윤환'],,,,,2021-03-24,,,2021-03-18,3.01E+12
3202,1138100167,['황이남'],,['주식회사 에스에프씨바이오'],2007-06-14,3.02E+12,소멸,표딱지,['F420'],M01,['F420'],,,['김성규'],,,,,2008-01-04,,,2007-12-27,3.00E+12
3203,1138100167,['황이남'],,['주식회사 에스에프씨바이오'],2006-06-29,3.02E+12,소멸,표딱지,['F420'],M01,['F420'],,,['김성규'],,,,,2007-03-09,,,2007-02-28,3.00E+12
3204,1138100167,"['김수진', '윤의섭']",,['주식회사 에스에프씨바이오'],2016-06-21,3.02E+12,소멸,음료용기용 라벨,['F420B'],M001,['F420B'],,,['유진주'],,,,,2016-11-01,,,2016-10-25,3.01E+12
3205,4158102160,,,,,,,,,,,,,,,,,,,,,,
3206,4278804525,,,,,,,,,,,,,,,,,,,,,,
3207,1222807087,['이익배'],,['주식회사 유진'],2016-06-23,3.02E+12,등록,비닐하우스용 파이프,['L3390'],M001,['L3390'],,,['김순일'],,,,,2016-12-09,,,2016-12-04,3.01E+12
3208,1018602354,,,,,,,,,,,,,,,,,,,,,,
3209,3178104903,,,,,,,,,,,,,,,,,,,,,,
3210,1245100311,['신동기'],,['(주)엠케이'],2020-05-28,3.02E+12,등록,전자기유량계용 전극,"['J190', 'H100']",M001,"['J190', 'H100']",,,['안당'],,,,,2021-07-19,,,2021-07-13,3.01E+12
3211,1245100311,['신동기'],,['(주)엠케이'],2020-05-28,3.02E+12,등록,전자기유량계용 전극,"['J190', 'H100']",M001,"['J190', 'H100']",,,['안당'],,,,,2021-07-20,,,2021-07-13,3.01E+12
3212,1245100311,['오종일'],,['(주)엠케이'],2010-10-01,3.02E+12,소멸,엘이디(LED) 조명모듈,['H1729'],M01,['H1729'],,,['박호병'],,,,,2012-01-18,,,2012-01-09,3.01E+12
3213,1245100311,['김봉규'],,"['주식회사 엠케이', '문광모']",2009-09-09,3.02E+12,등록,야외용 차양막,['L311'],M01,['L311'],,,['문광모'],,,,,2010-11-25,,,2010-11-15,3.01E+12
3214,1245100311,['신동기'],,['(주)엠케이'],2020-05-28,3.02E+12,등록,전자기유량계용 여자코일 가이드,['J190'],M001,['J190'],,,['안당'],,,,,2021-03-05,,,2021-02-26,3.01E+12
3215,1245100311,['신동기'],,['(주)엠케이'],2020-05-28,3.02E+12,등록,전자기유량계용 여자코일 가이드,['J190'],M001,['J190'],,,['안당'],,,,,2021-03-08,,,2021-02-26,3.01E+12
3216,1245100311,['오종일'],,['(주)엠케이'],2010-10-01,3.02E+12,소멸,엘이디(LED)조명등 두부,['D34191'],M01,['D34191'],,,['박호병'],,,,,2012-06-08,,,2012-05-22,3.01E+12
3217,1245100311,['김경희'],,['주식회사 엠케이'],2011-06-01,3.02E+12,등록,일회용 주사기,['J742'],M01,['J742'],,,['마관형'],,,,,2012-10-02,,,2012-09-21,3.01E+12
3218,1168106959,,,,,,,,,,,,,,,,,,,,,,
3219,2078102307,,,,,,,,,,,,,,,,,,,,,,
3220,1138606262,,,,,,,,,,,,,,,,,,,,,,
3221,3328106118,,,,,,,,,,,,,,,,,,,,,,
3222,2048206190,,,,,,,,,,,,,,,,,,,,,,
3223,6788105738,,,,,,,,,,,,,,,,,,,,,,
3224,1198608817,,,,,,,,,,,,,,,,,,,,,,
3225,5158105791,,,,,,,,,,,,,,,,,,,,,,
3226,2868800206,,,,,,,,,,,,,,,,,,,,,,
3227,1049009513,,,,,,,,,,,,,,,,,,,,,,
3228,4038103696,,,,,,,,,,,,,,,,,,,,,,
3229,1208100892,,,,,,,,,,,,,,,,,,,,,,
3230,1618102855,,,,,,,,,,,,,,,,,,,,,,
3231,8298105524,,,,,,,,,,,,,,,,,,,,,,
3232,6438704644,,,,,,,,,,,,,,,,,,,,,,
3233,1088108108,,,,,,,,,,,,,,,,,,,,,,
3234,5088106729,,,,,,,,,,,,,,,,,,,,,,
3235,5028108359,,,,,,,,,,,,,,,,,,,,,,
3236,1018104132,,,,,,,,,,,,,,,,,,,,,,
3237,3268800265,,,,,,,,,,,,,,,,,,,,,,
3238,3438601037,,,,,,,,,,,,,,,,,,,,,,
3239,2068603705,,,,,,,,,,,,,,,,,,,,,,
3240,6048608992,,,,,,,,,,,,,,,,,,,,,,
3241,1318600653,,,,,,,,,,,,,,,,,,,,,,
3242,4138601540,,,,,,,,,,,,,,,,,,,,,,
3243,6018102143,,,,,,,,,,,,,,,,,,,,,,
3244,6468801150,['윤재석'],,['주식회사 스마트올리브'],2019-12-10,3.02E+12,등록,전자 장치 수납 케이스,"['H590', 'H591']",M001,"['H590', 'H591']",,,"['박현숙', '최선신']",,,,,2020-08-24,,,2020-08-18,3.01E+12
3245,1058206775,,,,,,,,,,,,,,,,,,,,,,
3246,1138101237,,,,,,,,,,,,,,,,,,,,,,
3247,3568609843,,,,,,,,,,,,,,,,,,,,,,
3248,2212701557,,,,,,,,,,,,,,,,,,,,,,
3249,1058702554,,,,,,,,,,,,,,,,,,,,,,
3250,2118703490,,,,,,,,,,,,,,,,,,,,,,
3251,6488607072,,,,,,,,,,,,,,,,,,,,,,
3252,8368803963,,,,,,,,,,,,,,,,,,,,,,
3253,5138100126,['특허법인남촌'],,['(주)가온'],2012-12-17,3.02E+12,등록,그라운드 앵커의 인장재용 스페이서,['L10'],M01,['L10'],,,['석영철'],,,,,2014-03-10,,,2014-02-27,3.01E+12
3254,5138100126,['박미숙'],,['주식회사 가온'],2015-03-25,3.02E+12,등록,자전거 거치대,['L313'],M001,['L313'],,,['최유진'],,,,,2015-10-22,,,2015-10-15,3.01E+12
3255,2628805749,,,,,,,,,,,,,,,,,,,,,,
3256,1358103829,,,,,,,,,,,,,,,,,,,,,,
3257,2118702376,,,,,,,,,,,,,,,,,,,,,,
3258,1248102218,,,,,,,,,,,,,,,,,,,,,,
3259,8348708868,,,,,,,,,,,,,,,,,,,,,,
3260,4958609111,,,,,,,,,,,,,,,,,,,,,,
3261,3128600964,,,,,,,,,,,,,,,,,,,,,,
3262,2268807852,['안영길'],,['주식회사 세븐플로어'],2017-10-23,3.02E+12,등록,표딱지,"['F420B', 'F33410', 'F3411']",M001,"['F33410', 'F420B', 'F3411']",,,['이지수'],,,,,2017-12-22,,,2017-12-18,3.01E+12
3263,1058508517,,,,,,,,,,,,,,,,,,,,,,
3264,1108705322,,,,,,,,,,,,,,,,,,,,,,
3265,2148804675,,,,,,,,,,,,,,,,,,,,,,
3266,1058705840,,,,,,,,,,,,,,,,,,,,,,
3267,3078103603,,,,,,,,,,,,,,,,,,,,,,
3268,2208605770,,,,,,,,,,,,,,,,,,,,,,
3269,1148101137,,,,,,,,,,,,,,,,,,,,,,
3270,3388603550,,,,,,,,,,,,,,,,,,,,,,
3271,1168109438,,,,,,,,,,,,,,,,,,,,,,
3272,6168103699,,,,,,,,,,,,,,,,,,,,,,
3273,4028100256,,,,,,,,,,,,,,,,,,,,,,
3274,3428801087,,,,,,,,,,,,,,,,,,,,,,
3275,1308602533,,,,,,,,,,,,,,,,,,,,,,
3276,5028103505,"['심경식', '홍성욱']",,['주식회사 우주씨앤티'],2017-03-03,3.02E+12,등록,차량번호 인식기,['H5440'],M001,['H5440'],,,"['이정록', '우현재']",,,,,2017-10-13,,,2017-09-28,3.01E+12
3277,3178109160,,,,,,,,,,,,,,,,,,,,,,
3278,1341009774,,,,,,,,,,,,,,,,,,,,,,
3279,1828705731,['특허법인이룸리온'],,['(주)지디티'],2018-09-18,3.02E+12,등록,오존 발생기,['K60'],M001,['K60'],,,['김선정'],,,,,2019-08-07,,,2019-08-01,3.01E+12
3280,8458106393,,,,,,,,,,,,,,,,,,,,,,
3281,4328106318,,,,,,,,,,,,,,,,,,,,,,
3282,1088104488,,,,,,,,,,,,,,,,,,,,,,
3283,6178105183,,,,,,,,,,,,,,,,,,,,,,
3284,3288700420,,,,,,,,,,,,,,,,,,,,,,
3285,4038102873,,,,,,,,,,,,,,,,,,,,,,
3286,1018100096,,,,,,,,,,,,,,,,,,,,,,
3287,3848105004,,,,,,,,,,,,,,,,,,,,,,
3288,8708102134,,,,,,,,,,,,,,,,,,,,,,
3289,1278109271,,,,,,,,,,,,,,,,,,,,,,
3290,3248803860,,,,,,,,,,,,,,,,,,,,,,
3291,1108109414,,,,,,,,,,,,,,,,,,,,,,
3292,2748801616,,,,,,,,,,,,,,,,,,,,,,
3293,5868109700,,,,,,,,,,,,,,,,,,,,,,
3294,1998104925,,,,,,,,,,,,,,,,,,,,,,
3295,1088107207,,,,,,,,,,,,,,,,,,,,,,
3296,5158102079,,,,,,,,,,,,,,,,,,,,,,
3297,3568808254,,,,,,,,,,,,,,,,,,,,,,
3298,4098605363,,,,,,,,,,,,,,,,,,,,,,
3299,5438700858,['김명진'],,['주식회사 핏펫'],2021-04-13,3.02E+12,등록,식용 개껌,['E0132'],M001,['E0132'],,,['고정욱'],,,,,2021-06-24,,,2021-06-18,3.01E+12
3300,1208705528,,,,,,,,,,,,,,,,,,,,,,
3301,2148804723,,,,,,,,,,,,,,,,,,,,,,
3302,3148609040,,,,,,,,,,,,,,,,,,,,,,
3303,5547206115,,,,,,,,,,,,,,,,,,,,,,
3304,1058706884,,,,,,,,,,,,,,,,,,,,,,
3305,3108805485,['특허법인이룸리온'],,['주식회사 리즈텍시스템'],2019-05-14,3.02E+12,등록,생체정보 측정기,['J7330'],M001,['J7330'],,,"['이재홍', '이순향', '김순위']",,,,,2019-08-06,,,2019-07-31,3.01E+12
3306,1068601336,,,,,,,,,,,,,,,,,,,,,,
3307,4468709681,,,,,,,,,,,,,,,,,,,,,,
3308,6098608511,,,,,,,,,,,,,,,,,,,,,,
3309,3028107904,,,,,,,,,,,,,,,,,,,,,,
3310,2158103450,,,,,,,,,,,,,,,,,,,,,,
3311,1208700983,,,,,,,,,,,,,,,,,,,,,,
3312,4098605283,,,,,,,,,,,,,,,,,,,,,,
3313,1238601263,,,,,,,,,,,,,,,,,,,,,,
3314,5038105226,,,,,,,,,,,,,,,,,,,,,,
3315,1058600594,,,,,,,,,,,,,,,,,,,,,,
3316,1138603227,,,,,,,,,,,,,,,,,,,,,,
3317,1208104239,,,,,,,,,,,,,,,,,,,,,,
3318,1248100102,['특허법인 남앤남'],,['덕양산업 주식회사'],2020-04-28,3.02E+12,등록,자동차용 도어트림,['G22960AA'],M001,['G22960AA'],,,"['이재용', '김광섭', '곽성복', '김승호']",,,,,2021-03-15,,,2021-03-08,3.01E+12
3319,1248100102,['특허법인 남앤남'],,['덕양산업 주식회사'],2020-04-28,3.02E+12,등록,자동차용 도어트림,['G22960AA'],M001,['G22960AA'],,,"['이재용', '김광섭', '곽성복', '김승호']",,,,,2021-02-01,,,2021-01-25,3.01E+12
3320,1248100102,['공인복'],,"['덕양산업 주식회사', '이명기']",2006-11-10,3.02E+12,소멸,자동차용 대쉬보드,['G22933'],M01,['G22933'],,,['이명기'],,,,,2007-10-09,,,2007-10-01,3.00E+12
3321,1248100102,['특허법인 남앤남'],,['덕양산업 주식회사'],2020-12-11,3.02E+12,등록,자동차용 대쉬보드,['G22933'],M001,['G22933'],,,"['이재용', '이동주', '곽성복', '김승호']",,,,,2021-11-04,,,2021-10-28,3.01E+12
3322,1178105341,,,,,,,,,,,,,,,,,,,,,,
3323,2068102739,,,,,,,,,,,,,,,,,,,,,,
3324,7258809100,,,,,,,,,,,,,,,,,,,,,,
3325,4908108034,,,,,,,,,,,,,,,,,,,,,,
3326,6098509703,,,,,,,,,,,,,,,,,,,,,,
3327,4091705814,,,,,,,,,,,,,,,,,,,,,,
3328,1078701697,,,,,,,,,,,,,,,,,,,,,,
3329,1108108808,,,,,,,,,,,,,,,,,,,,,,
3330,2268107053,,,,,,,,,,,,,,,,,,,,,,
3331,6258603908,,,,,,,,,,,,,,,,,,,,,,
3332,2398606677,,,,,,,,,,,,,,,,,,,,,,
3333,8168603915,,,,,,,,,,,,,,,,,,,,,,
3334,3138102702,,,,,,,,,,,,,,,,,,,,,,
3335,1348602003,,,,,,,,,,,,,,,,,,,,,,
3336,1058600495,,,,,,,,,,,,,,,,,,,,,,
3337,1298609642,,,,,,,,,,,,,,,,,,,,,,
3338,3148107837,,,,,,,,,,,,,,,,,,,,,,
3339,6168102090,,,,,,,,,,,,,,,,,,,,,,
3340,4138606913,,,,,,,,,,,,,,,,,,,,,,
3341,1028107990,,,,,,,,,,,,,,,,,,,,,,
3342,2948704482,,,,,,,,,,,,,,,,,,,,,,
3343,1198601096,,,,,,,,,,,,,,,,,,,,,,
3344,5110809209,,,,,,,,,,,,,,,,,,,,,,
3345,2118801522,,,,,,,,,,,,,,,,,,,,,,
3346,2118706016,,,,,,,,,,,,,,,,,,,,,,
3347,1208605644,,,,,,,,,,,,,,,,,,,,,,
3348,4188107213,,,,,,,,,,,,,,,,,,,,,,
3349,1048607638,,,,,,,,,,,,,,,,,,,,,,
3350,1022507669,,,,,,,,,,,,,,,,,,,,,,
3351,1678603672,,,,,,,,,,,,,,,,,,,,,,
3352,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1993-08-21,3.02E+12,소멸,비상구유도등,['F514'],M01,"['F514', 'F514B']",,,,,,,,1994-06-30,,,1994-05-25,3.00E+12
3353,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1997-06-16,3.02E+12,소멸,스프링클러용 전향판,['J639'],M01,['J639'],,,"['권오승', '최일수']",,,,,1998-09-15,,,1998-06-30,3.00E+12
3354,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1997-05-12,3.02E+12,소멸,방폭형 감지기,['H1557'],M01,['H1557'],,,['유성배'],,,,,1998-06-01,3.02E+11,,1998-03-28,3.00E+12
3355,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1994-08-04,3.02E+12,소멸,발신기,['J639'],M01,"['J639', 'J639T']",,,['이배선'],,,,,1995-11-01,,,1995-08-25,3.00E+12
3356,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],2006-07-28,3.02E+12,소멸,방범경보용 카드리더기,"['H5440', 'H50']",M01,"['H50', 'H5440']",,,['최철희'],,,,,2007-02-27,,,2007-02-21,3.00E+12
3357,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1996-12-04,3.02E+12,소멸,화재감지기,['H1561'],M01,['H1561'],,,['정규택'],,,1996-06-06,,1998-04-25,3.02E+11,,1998-02-16,3.00E+12
3358,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1998-11-18,3.02E+12,소멸,"열,연 복합형 화재 감지기_",['H1561'],M01,['H1561'],,,['윤현'],,,,,1999-09-01,,,1999-07-14,3.00E+12
3359,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1994-04-18,3.02E+12,소멸,휴즈홀더,['H1592'],M01,"['H1592', 'H1592B']",,,['문경환'],,,,,1995-07-24,,,1995-06-20,3.00E+12
3360,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],2005-04-15,3.02E+12,소멸,유도등,['F514'],M01,['F514'],,,"['박경찬', '강신원', '정규택', '강정숙', '윤현']",,,,,2005-11-17,,,2005-11-10,3.00E+12
3361,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1994-05-12,3.02E+12,소멸,모자이크그래픽용램프홀더,['H1729'],M01,"['H1729T', 'H1729']",,,['장경주'],,,,,1995-12-12,,,1995-10-25,3.00E+12
3362,5028501397,['김재원'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],2001-07-04,3.02E+12,소멸,금고용 도난방지기,['J630'],M01,['J630'],,,['이원영'],,,,,2002-07-18,,,2002-06-25,3.00E+12
3363,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],2005-05-18,3.02E+12,소멸,화재수신기,['J630'],M01,['J630'],,,"['박경찬', '강신원', '정규택', '강정숙', '윤현']",,,,,2005-12-21,,,2005-12-15,3.00E+12
3364,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],1997-06-16,3.02E+12,소멸,스프링클러용 헤드,['M2532'],M01,['M2532'],,,"['권오승', '최일수']",,,,,1998-08-17,,,1998-05-23,3.00E+12
3365,5028501397,['신관호'],,['존슨콘트롤즈인터내셔널코리아 주식회사'],2005-12-06,3.02E+12,소멸,방범경보용 프린트기,['H5450'],M01,['H5450'],,,['최철희'],,,,,2006-12-05,,,2006-11-29,3.00E+12
3366,3148100574,,,,,,,,,,,,,,,,,,,,,,
3367,3958805427,,,,,,,,,,,,,,,,,,,,,,
3368,1628805747,,,,,,,,,,,,,,,,,,,,,,
3369,6138106928,,,,,,,,,,,,,,,,,,,,,,
3370,1058706121,,,,,,,,,,,,,,,,,,,,,,
3371,2243705484,,,,,,,,,,,,,,,,,,,,,,
3372,2118700140,,,,,,,,,,,,,,,,,,,,,,
3373,1148101327,,,,,,,,,,,,,,,,,,,,,,
3374,2908708006,,,,,,,,,,,,,,,,,,,,,,
3375,7108607398,,,,,,,,,,,,,,,,,,,,,,
3376,1058706629,,,,,,,,,,,,,,,,,,,,,,
3377,3188506042,,,,,,,,,,,,,,,,,,,,,,
3378,6068106730,,,,,,,,,,,,,,,,,,,,,,
3379,3148605988,,,,,,,,,,,,,,,,,,,,,,
3380,2208700972,,,,,,,,,,,,,,,,,,,,,,
3381,6428604895,,,,,,,,,,,,,,,,,,,,,,
3382,3148601737,,,,,,,,,,,,,,,,,,,,,,
3383,1058709847,,,,,,,,,,,,,,,,,,,,,,
3384,7828102543,,,,,,,,,,,,,,,,,,,,,,
3385,8418804111,,,,,,,,,,,,,,,,,,,,,,
3386,4038102954,,,,,,,,,,,,,,,,,,,,,,
3387,2102709528,,,,,,,,,,,,,,,,,,,,,,
3388,1738704172,,,,,,,,,,,,,,,,,,,,,,
3389,1228104630,['특허법인정직과특허'],,"['(주)제일산업', '주식회사 혜성', '주식회사 케이에스']",2005-07-08,3.02E+12,소멸,중앙분리대 가드레일 판 고정 브라켓,['L2530'],M01,['L2530'],,,"['김철수', '김시오']",,,,,2006-06-02,,,2006-05-24,3.00E+12
3390,1228104630,,,"['케이에스 주식회사', '김권식', '김범진']",2021-01-18,3.02E+12,등록,건축 구조물 결합용 브라켓,['L4190'],M001,['L4190'],,,"['김범진', '김권식']",,,,,2022-01-20,,,2022-01-17,3.01E+12
3391,1228104630,,,"['케이에스 주식회사', '김권식', '김범진']",2020-12-22,3.02E+12,등록,건축용 슬립 브라켓,"['L4329', 'L4390']",M001,"['L4390', 'L4329']",,,"['김범진', '김권식']",,,,,2021-11-17,,,2021-11-11,3.01E+12
3392,1228104630,['특허법인정직과특허'],,"['주식회사 혜성', '주식회사 케이에스']",2007-04-24,3.02E+12,등록,난간대,['L3530'],M01,['L3530'],,,['김시오'],,,,,2008-02-22,,,2008-02-18,3.00E+12
3393,3388103315,,,,,,,,,,,,,,,,,,,,,,
3394,6448703392,,,,,,,,,,,,,,,,,,,,,,
3395,5158106539,['이선택'],,['(주) 나인원'],2019-02-14,3.02E+12,등록,완구용 블록,['E2119'],M001,['E2119'],,,"['신정훈', '정원교']",,,,,2019-09-24,,,2019-09-18,3.01E+12
3396,5158106539,['특허법인 신태양'],,['(주) 나인원'],2018-03-22,3.02E+12,등록,완구용 블록,['E2119'],M001,['E2119'],,,"['신정훈', '정원교']",,,,,2018-12-20,,,2018-12-14,3.01E+12
3397,5158106539,['특허법인 신태양'],,['(주) 나인원'],2018-12-20,3.02E+12,등록,휴대용 무선통신 단말기,"['H3614', 'H3620', 'H540']",M001,"['H540', 'H3614', 'H3620']",,,['정원교'],,,,,2019-07-23,,,2019-07-17,3.01E+12
3398,5158106539,['특허법인 신태양'],,"['(주) 나인원', '전준영']",2014-04-30,3.02E+12,소멸,채소재배기,['K3122'],M01,['K3122'],,,"['정원교', '신정훈', '전준영']",,,,,2015-11-25,,,2015-03-06,3.01E+12
3399,5158106539,['리앤목특허법인'],,"['(주) 나인원', '(주)지오투유니츠']",2014-03-20,3.02E+12,소멸,가정용 건강도측정기,['J7330'],M01,['J7330'],,,"['신정훈', '김덕근', '정원교']",,,,,2015-02-27,,,2015-02-16,3.01E+12
3400,3728106210,,,,,,,,,,,,,,,,,,,,,,
3401,1298608425,,,,,,,,,,,,,,,,,,,,,,
3402,1888107464,,,,,,,,,,,,,,,,,,,,,,
3403,2018103019,,,,,,,,,,,,,,,,,,,,,,
3404,5038102950,,,,,,,,,,,,,,,,,,,,,,
3405,1198100406,,,,,,,,,,,,,,,,,,,,,,
3406,2218109779,,,,,,,,,,,,,,,,,,,,,,
3407,7680809803,"['오종한', '문용호', '김두식']",,['현대건설기계 주식회사'],2020-05-26,3.02E+12,등록,중장비용 후면 패널,"['K332190', 'K8290']",M001,"['K8290', 'K332190']",,,"['이영돈', '손호익', '정병혁']",,,,,2021-02-01,,,2021-01-25,3.01E+12
3408,1050809322,"['김인한', '김희곤']",,['(주)아이디에스'],2007-09-19,3.02E+12,소멸,와이팅 마우스용 스테이션,['H590'],M01,['H590'],,,"['임광태', '차지영', '원민영', '김성민']",,,,,2008-08-13,,,2008-08-07,3.01E+12
3409,2548801852,,,,,,,,,,,,,,,,,,,,,,
3410,1058703053,,,,,,,,,,,,,,,,,,,,,,
3411,3148101839,,,,,,,,,,,,,,,,,,,,,,
3412,2128107296,,,,,,,,,,,,,,,,,,,,,,
3413,8928701929,,,,,,,,,,,,,,,,,,,,,,
3414,1192106105,,,,,,,,,,,,,,,,,,,,,,
3415,3018109666,,,,,,,,,,,,,,,,,,,,,,
3416,7188807709,,,,,,,,,,,,,,,,,,,,,,
3417,2258108321,['안영길'],,['성원건설 주식회사'],2016-12-26,3.02E+12,등록,벤치,"['D214FD', 'D213B']",M001,"['D214FD', 'D213B']",,,['강인숙'],,,,,2017-04-12,,,2017-04-04,3.01E+12
3418,2048105409,,,,,,,,,,,,,,,,,,,,,,
3419,6138109584,,,,,,,,,,,,,,,,,,,,,,
3420,4988109684,,,,,,,,,,,,,,,,,,,,,,
3421,5148107924,,,,,,,,,,,,,,,,,,,,,,
3422,2158604931,,,,,,,,,,,,,,,,,,,,,,
3423,2628102733,['한강특허법인'],,['(주)에이치와이스타일'],2020-07-01,3.02E+12,등록,포장지,['F410B'],M001,['F410B'],,,"['고지경', '조준상', '장현영']",,,,,2020-11-11,,,2020-11-03,3.01E+12
3424,1078703276,,,,,,,,,,,,,,,,,,,,,,
3425,6168102176,,,,,,,,,,,,,,,,,,,,,,
3426,1218605202,,,,,,,,,,,,,,,,,,,,,,
3427,5248607315,,,,,,,,,,,,,,,,,,,,,,
3428,1218601139,,,,,,,,,,,,,,,,,,,,,,
3429,1388200010,,,,,,,,,,,,,,,,,,,,,,
3430,2148105189,,,,,,,,,,,,,,,,,,,,,,
3431,8898700378,,,,,,,,,,,,,,,,,,,,,,
3432,1078607736,,,,,,,,,,,,,,,,,,,,,,
3433,1198605984,,,,,,,,,,,,,,,,,,,,,,
3434,3608705577,,,,,,,,,,,,,,,,,,,,,,
3435,6138109862,,,,,,,,,,,,,,,,,,,,,,
3436,3148103494,,,,,,,,,,,,,,,,,,,,,,
3437,5148109551,,,,,,,,,,,,,,,,,,,,,,
3438,6138100831,,,,,,,,,,,,,,,,,,,,,,
3439,5298806590,,,,,,,,,,,,,,,,,,,,,,
3440,8408706581,,,,,,,,,,,,,,,,,,,,,,
3441,1168100026,,,,,,,,,,,,,,,,,,,,,,
3442,5018100916,,,,,,,,,,,,,,,,,,,,,,
3443,1358607684,,,,,,,,,,,,,,,,,,,,,,
3444,7018105680,,,,,,,,,,,,,,,,,,,,,,
3445,6348605544,,,,,,,,,,,,,,,,,,,,,,
3446,2208108474,"['문기상', '조기호']",,['에스케이 주식회사'],1984-09-05,3.02E+12,소멸,부동액용기,['F4511'],M01,['F4511'],,,['김항덕'],,,,,1985-11-08,,,1985-09-12,3.00E+12
3447,2208108474,"['문기상', '조기호']",,['에스케이 주식회사'],1986-02-27,3.02E+12,소멸,윤활유통,['F452B'],M01,['F452B'],,,['정신택'],,,,,1987-04-08,,,1987-02-27,3.00E+12
3448,2208108474,['이철'],,['에스케이 주식회사'],1992-07-15,3.02E+12,소멸,주유소용신용카드단말기의수납케이스,['H592'],M01,"['H592', 'H592T']",,,"['서재식', '박원규', '김진철']",,,,,1993-11-12,,,1993-10-06,3.00E+12
