,BusinessNum,cmpNm,기업명,ceoNm,telNo,faxTelNo,zip,adr,dtlAdr,cmpTypNm,cmpSclNm,pbcoGbNm,indCd1,indNm
1858,4178106521,20211228,영진기술***,김**,061-684-3300,061-686-3440,59635,전남 여수시 좌수영로 883,(여천동),외감,중소기업,일반기업,42200,건물설비 설치 공사업
1859,1448105256,20210903,다온기술***,조**,031 696 4870,031 6286891,13486,경기도 성남시 분당구 판교로255번길 35,"B동 203호 (삼평동,실리콘파크)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
1860,3018107474,20220302,금강종합건설***,이**,043 274 2800,043 274 2798,32542,충청남도 공주시 왕릉로 10,3층 (웅진동),일반,중소기업,일반기업,41220,토목시설물 건설업
1861,1068609630,20210903,(주)이***,김**,02  719 1212,02  706 5408,8390,서울특별시 구로구 디지털로32길 30,"10층 1008호 (구로동,코오롱디지털타워빌란트)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1862,1168100284,20210908,한화생명보험***,여**,15886363,02  784 7217,7345,서울특별시 영등포구 63로 50,(여의도동),거래소상장,대기업,일반기업,65110,생명 보험업
1863,5068106576,20211130,(주)도***,서**,054-277-5383,054-283-9594,37838,경상북도 포항시 남구 연일읍 형산강남로 390-3,(오천리),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1864,1351002779,20211228,승민전***,안**,031 255 5800,031 281 9394,17077,경기도 용인시 기흥구 중부대로746번길,"21, 207동 202호 (상하동,지석마을진흥더루벤스)",일반,중소기업,일반기업,42322,내부 통신배선 공사업
1865,5058107518,20210903,대신네트웍스***,손**,054 748 8765,054 748 4321,38099,경북 경주시 소금강로,"46, 3층",일반,중소기업,일반기업,42321,일반 통신 공사업
1866,5028109198,20211229,(주)주영***,한**,053 256 2809,053-256-2806,41907,대구 중구 국채보상로149길,29 (동인동3가),일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업
1867,3138705312,20220302,롯데컬처웍스***,최**,234703527,234703439,5551,서울 송파구 올림픽로 300,"27층 (신천동,월드타워)",외감,대기업,일반기업,59141,영화관 운영업
1868,8388607610,20210908,서한종합건설***,서**,064-759-9246,064-759-9247,63230,제주도 제주시 구남동5길 12,1층 (이도이동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1869,2118809196,20210902,알마커뮤니케이션***,동**,02-540-2634,02-540-2637,8807,서울 관악구 승방6길 31,1층 (남현동),일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
1870,5858701747,20221022,리스**,최**,070-4001-4300,,,"경기도 성남시 분당구 야탑로 28 B동 1520호 (야탑동,우당프라자빌딩)",,일반,중소기업,,47919,기타 통신 판매업
1871,3052908073,20211130,유진**,이**,,,,,,일반,중소기업,일반기업,41000,종합 건설업
1872,3248803860,20221022,포커스***,김**,02-2038-2290,,,"서울 마포구 토정로 106 2층 (상수동,호성빌딩)",,일반,중소기업,,75990,그 외 기타 사업지원 서비스업
1873,6038200532,20221022,서울디지털***,강**,02-2128-2561,,,서울특별시 마포구 독막로 320 (도화동),,일반,기타(비영리법인),,85302,대학교
1874,2328803139,20210820,메가존클라우드***,이**,02-2108-9289,02-2109-2599,6235,서울 강남구 논현로85길 46,"4.5층 (역삼동,메가존빌딩)",외감,중견기업,일반기업,63112,호스팅 및 관련 서비스업
1875,6428709282,20211130,(주)신원***,박**,041 531 7010,041 531 7011,31414,충청남도 아산시 음봉면 월암로436번길 96-3,(쌍암리),일반,중소기업,일반기업,42312,내부 전기배선 공사업
1876,6588602342,20211228,(주)더***,이**,02-971-5697,02-971-5696,12982,경기 하남시 하남대로 947,"B동 1110호 (풍산동,하남테크노밸리 U1 CENTER)",일반,중소기업,일반기업,42491,"미장, 타일 및 방수 공사업"
1877,1058701134,20210820,(주)나***,복**,16612612,02  21356905,3994,서울특별시 마포구 양화로19길,"22-8, 4층 403호 (동교동)",외감,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1878,1058603564,20220302,이지석유***,박순우외***,02  701 1010,02  701 1701,4168,서울특별시 마포구 마포대로 86,"611호 (도화동,창강빌딩)",외감,중견기업,일반기업,46712,액체연료 및 관련제품 도매업
1879,1078707287,20210902,(주)링솔***,신**,033-762-4500,033-762-4502,26471,강원도 원주시 시청로 553,3층 (관설동),일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
1880,1138600760,20210820,(주)엔***,이**,02  855 0095,7086504810,8382,서울특별시 구로구 디지털로 243,"19층 1901호 (구로동,지하이시티)",외감,중소기업,일반기업,27213,"물질 검사, 측정 및 분석기구 제조업"
1881,8438806847,20211228,(주)삼성전***,김**,053-953-1415,053-942-1415,41155,대구 동구 해동로 171,(검사동),일반,중소기업,일반기업,42321,일반 통신 공사업
1882,1218102952,20211018,(주)오비스커뮤니케***,정**,032-751-5706,032-751-5708,22371,인천 중구 흰바위로 45,"616호 (운서동,가나베스트텔)",일반,중소기업,일반기업,42321,일반 통신 공사업
1883,4038706292,20211130,세일종합건설***,김**,031 80779505,031 3529506,18523,경기 화성시 정남면 내향안길,86-16 (계향리),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1884,7568608891,20211201,(주)건하정***,김**, 063 2558800,063-255-8800,55368,전라북도 완주군 이서면 이서남로 19-21,(이성리),일반,중소기업,일반기업,42321,일반 통신 공사업
1885,3148109874,20211018,(주)***,최**,042 369 8700,042 369 8711,34162,대전광역시 유성구 학하복용로 104,101호 (복용동),일반,중소기업,일반기업,60222,유선방송업
1886,6058107336,20210923,대성텔레콤***,김**,051 626 5555,051 638 6083,48439,부산 남구 못골번영로,01월 14일,일반,중소기업,일반기업,42322,내부 통신배선 공사업
1887,1148100722,20210818,(주)코테크***,민**,02  22537355,02  22537370,4607,서울 중구 다산로19길 48,(신당동),일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
1888,3628702720,20210923,(주)인***,이**,070-8807-2425,050-4402-8365,42988,대구광역시 달성군 현풍읍 테크노중앙대로,"333, 402호 대구경북과학기술원산학협력관 (상리)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1889,1198609935,20210903,엉클샘코리아***,김**,220884680,,4794,서울 성동구 아차산로 103,"1101호 (성수동2가,영동테크노타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1890,3148101157,20210923,(주)유현정***,심**,042 626 6901,042-626-6902,34305,대전광역시 대덕구 대덕대로1605번길 18,"1층 (석봉동,우정빌딩)",일반,중소기업,일반기업,42320,통신 공사업
1891,5048608257,20211018,(주)한영정***,손**,053-604-2124,053-604-2126,41020,대구 동구 팔공로68길 18,1층 (봉무동),일반,중소기업,일반기업,42322,내부 통신배선 공사업
1892,8578100517,20221022,엔비**,남기엽외***,031-423-7430,,,경기도 안양시 만안구 덕천로72번길 39 (안양동),,일반,중소기업,,28302,기타 절연선 및 케이블 제조업
1893,8738802565,20211201,(주)무한정***,배경록외***,070 07775595,269520826,7299,서울특별시 영등포구 당산로2길 12,"706호 (문래동3가,에이스테크노타워)",일반,중소기업,일반기업,26429,기타 무선 통신장비 제조업
1894,1178109001,20211228,(주)***,한**,02  26059999,02  26022929,8594,서울특별시 금천구 가산디지털1로,"19, 1210호 (가산동,대륭테크노타운18차)",일반,중소기업,일반기업,47312,통신기기 소매업
1895,2148807968,20211130,(주)어***,박**,070-0438-7070,031 4503620,14059,경기도 안양시 동안구 흥안대로427번길 16,"208호, 209호 (관양동,평촌디지털엠파이어)",일반,중소기업,일반기업,76390,기타 산업용 기계 및 장비 임대업
1896,1138600836,20211130,(주)에스***,고**,02-6959-0129,02-6959-0130,8390,서울 구로구 디지털로26길 111,"1606,1607,1608호 (구로동,제이앤케이디지털타워)",코스닥등록,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업
1897,4028100565,20211018,(유)성현정***,이**,063 274 5430,063-274-5431,54953,전북 전주시 완산구 서신천변4길,6,일반,중소기업,일반기업,42320,통신 공사업
1898,2268108667,20211228,(주)대한종***,최**,033 652 1311,033 6532346,25562,강원 강릉시 경강로,2387 (송정동),일반,중소기업,일반기업,41220,토목시설물 건설업
1899,2648101945,20210903,투빗(**,김**,02-461-5053,,6729,서울특별시 서초구 강남대로 275,"5층 (서초동,강남메인타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1900,5128107583,20211130,(주)모든정***,배**,054 638 2266,054 638 2265,36130,경상북도 영주시 목민로 8-8,(휴천동),일반,중소기업,일반기업,42321,일반 통신 공사업
1901,7298706441,20210903,(주)아이앤아이***,김**,7051597730,,5717,서울 송파구 중대로 135,"(가락동,아이티벤처타워 서관11층 송파아이씨티청년창업지원센터)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1902,7048800645,20211130,(주)아이디알***,최**,053-580-1803,053-585-7219,42714,대구 달서구 달서대로91길 35,"나동 204호 (호림동,모다지식산업센터)",일반,중소기업,일반기업,42202,건물용 기계·장비 설치 공사업
1903,2208100894,20210818,에스케이엠앤서비스***,박**,02  63239023,02  63239099,4555,서울특별시 중구 수표로 34,"16층 (저동2가,씨티센터타워)",외감,대기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
1904,7588107027,20211130,(주)한***,김**,,,,,,일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1905,2068600886,20211130,(주)티볼리***,박**,070-8852-4111,0505-241-2400,7299,서울특별시 영등포구 경인로 775,"2동 902호 (문래동3가,에이스하이테크시티)",일반,중소기업,일반기업,42321,일반 통신 공사업
1906,2388604932,20221022,망고텔**,임**,02-6332-4787,,,"서울특별시 금천구 벚꽃로 234 10층 1003호 (가산동,에이스하이엔드타워6차)",,일반,중소기업,,47312,통신기기 소매업
1907,2041407989,20211229,제**,오**,02-434-7065,,11935,경기 구리시 안골로8번길,46-17 (교문동),일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업
1908,1038603678,20211228,동양유비스***,윤**,234378587,02-3437-8563,4929,서울특별시 광진구 천호대로109길,"8, 302호 (중곡동)",일반,중소기업,일반기업,26410,유선 통신장비 제조업
1909,6018102143,20211130,(주)***,이**,051-442-4415,051-442-4415,48729,부산 동구 중앙대로308번길 3-6,"4층 (초량동,향군회관)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업
1910,2068603705,20211229,(주)제니스***,명**,02  62244000,02  62244001,8511,서울특별시 금천구 벚꽃로 278,"704호 (가산동,에스제이테크노빌)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
1911,1058609118,20210820,(주)한국비씨피솔***,최**,02-702-1548,02-702-1549,4795,서울 성동구 성수이로 147,"609호 (성수동2가,아이에스비즈타워)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
1912,2248105204,20211228,(자)성화종***,한**,062 959 1268,062 959 1260,58120,전남 화순군 화순읍 도서관길,14,일반,중소기업,일반기업,41220,토목시설물 건설업
1913,1098109289,20221022,제**,고**,02-3663-8208,,,"서울 마포구 백범로 178, A동 1808호 (공덕동,신영지웰오피스텔)",,일반,중소기업,,46733,플라스틱 물질 및 합성고무 도매업
1914,8498802492,20210903,(주)***,이**,,,6770,서울특별시 서초구 매헌로16길 32,"202호 (양재동,희경빌딩)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1915,1168107032,20210908,(주)에이***,김**,02-6900-4630,02-6900-4610,8503,서울 금천구 가산디지털1로 165,"801, 802호 (가산동,가산비지니스센터)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업
1916,3808108770,20221022,팀더**,김**,,,,"서울 마포구 백범로31길 21 본관 2층 지215-에이호 (공덕동,서울창업허브)",,일반,중소기업,,58222,응용 소프트웨어 개발 및 공급업
1917,1078704249,20210820,(주)앤***,강**,02-6383-0948,070 87977111,3909,서울 마포구 매봉산로 37,"12층 (상암동,디엠씨산학협력연구센터)",일반,중소기업,일반기업,59114,방송 프로그램 제작업
1918,4748700735,20210903,(주)해빗***,이동익외***,7082323564,5044723579,7325,서울 영등포구 의사당대로 83,"6층 106호 (여의도동,오투타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1919,8338603731,20221022,홀**,김**,070-7727-3908,,,서울특별시 마포구 성지길 22 지층 (합정동),,일반,중소기업,,47190,그 외 기타 종합 소매업
1920,6918704540,20221022,와이**,조**,010-3103-5119,,,"광주광역시 동구 금남로 193-22 5층 503호 (금남로4가,광주에이아이창업캠프)",,일반,중소기업,,71310,광고 대행업
1921,1051806832,20211018,대*,이**,,,4007,서울 마포구 희우정로,110 (망원동),일반,중소기업,일반기업,46320,가공식품 도매업
1922,2148709365,20211229,(주)씨그마***,신**,02  726 0500,02  773 2272,36062,경상북도 영주시 의상로 551,(조와동),일반,중소기업,일반기업,35119,기타 발전업
1923,1078708958,20210818,(주)위즈커뮤니케***,황**,070-8220-0946,070-8220-0948,7299,서울 영등포구 경인로,"775, 3동 3층 302호 (문래동3가,에이스하이테크시티)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
1924,2248105652,20211229,(주)성원산***,김**,053-381-7545,054-824-7546,36621,경상북도 안동시 풍산읍 본마을길 36-38,(노리),일반,중소기업,일반기업,41220,토목시설물 건설업
1925,2038106570,20221022,프렌**,이**,02-2219-3222,,,"서울특별시 마포구 성미산로 42, 3층 301호 (성산동)",,일반,중소기업,,56142,이동 음식점업
1926,1058706893,20221022,포스트***,정**,02-531-9648,,,"서울특별시 강남구 삼성로 507 15층 (삼성동,제이에스타워)",,일반,중소기업,,71310,광고 대행업
1927,2128108985,20211130,(주)시스케이블***,성**,02  482 2745,02  482 2746,5836,서울특별시 송파구 법원로11길,"11, 비동 1507호, 1508호 (문정동)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업
1928,2218103837,20221022,윌**,박**,032-573-2612,,,"인천 연수구 컨벤시아대로 90 502동 1006호 (송도동,인천송도힐스테이트)",,일반,중소기업,,46451,"생활용 포장 및 위생 용품, 봉투 및 유사 제품 도매업"
1929,1168100585,20210908,신한회***,이상문외***,02  782 9940,02  786 1890,7236,서울 영등포구 의사당대로 8,"8층 (여의도동,삼환까뮤빌딩)",일반,중소기업,일반기업,71201,공인회계사업
1930,2398603548,20210903,(주)티피헬***,윤**,02-447-0525,02-447-0526,12223,경기 남양주시 경춘로1256번길 6,"809-1호 (평내동,다모아프라자)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1931,2208107776,20210923,(주)파이진***,김**,02 5011078,25011071,6212,서울 강남구 테헤란로 328,"10층 (역삼동,동우빌딩)",외감,중소기업,일반기업,63100,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1932,6948701384,20221022,유더블***,김**,031-541-8004,,,"경기도 남양주시 다산중앙로19번길 25-23 에프538호,에프539호 (다산동,다산블루웨일2차 지식산업센터)",,일반,중소기업,,26410,유선 통신장비 제조업
1933,3328109743,20211130,(주)건영종***,이**, 031 2172202,031 2173336,16582,경기 수원시 권선구 세권로 222,3층 (권선동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1934,8708102134,20210923,(주)유아이네***,조**,25860461,02-6008-6311,4526,서울 중구 세종대로 72,"4층 (태평로2가,대영빌딩)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1935,6038107453,20211228,(주)엠제***,김**,051 271 3193,051 271 3195,49430,부산 사하구 하신번영로201번길 36,2층 (하단동),일반,중소기업,일반기업,42310,전기 공사업
1936,3488704865,20221022,와이에***,김**,042-824-0209,,,충청북도 진천군 덕산읍 용몽2길 5 (용몽리),,일반,중소기업,,42321,일반 통신 공사업
1937,2098102617,20211228,상승종합통신***,조**,02-953-0056,02-953-0118,7532,서울 강서구 양천로 551-24,"903호 (가양동,한화비즈메트로2차)",일반,중소기업,일반기업,42321,일반 통신 공사업
1938,2908708006,20211228,(주)더원***,이**,02-6949-2002,0504-142-1159,3999,서울특별시 마포구 월드컵북로7길 34,2층 (서교동),일반,중소기업,일반기업,59114,방송 프로그램 제작업
1939,5618707012,20210820,(주)의식주***,조**,,,7566,서울 강서구 양천로60길 40,(등촌동),일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1940,1358602812,20211130,(주)나우인터***,신**,031 2031021,031-203-1022,16226,경기도 수원시 영통구 대학4로,"17, 704-1호 (이의동,에이스광교타워1)",일반,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업
1941,4148101444,20211229,(주)지오종***,김**,032  8328454,032 7248105,21673,인천광역시 남동구 앵고개로948번길 54,"503호 (논현동,굿모닝타워)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1942,1148600821,20211229,씨앤토트플러스***,최**,02-6900-7025,02-6900-7099,6675,서울 서초구 방배천로 91,"5층 (방배동,구산타워)",외감,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
1943,1078707040,20211229,(주)비젼***,송**,070-7842-1588,070-8220-8510,7291,서울 영등포구 영등포로22길 3-8,"2층 (당산동2가,세연빌딩)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업
1944,5708707857,20211229,창대건설***,김**,054-932-9906,054 931 9905,40036,경북 성주군 월항면 세종대왕자태실로 113,(장산리),일반,중소기업,일반기업,41226,조경 건설업
1945,2338103045,20221022,슈퍼**,홍**,02-415-0461,,,"서울 마포구 새창로 11 (도화동,공덕빌딩)",,일반,중소기업,,47430,신발 소매업
1946,2048608658,20211018,(주)누리정보통***,민**,033-441-7880,033-441-7881,24145,강원도 화천군 하남면 공단길 80-40,(원천리),일반,중소기업,일반기업,42311,일반전기 공사업
1947,4368800397,20211201,(주)태***,박**,051 417 5788,051 4175688,49108,부산 영도구 절영로 523,"4층 (동삼동,케이티동삼빌딩)",일반,중소기업,일반기업,26429,기타 무선 통신장비 제조업
1948,6428703066,20211130,부민공영***,신**,031-382-4300,031-382-7005,14057,경기 안양시 동안구 벌말로 126,"3005호 (관양동,평촌오비즈타워)",일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업
1949,6058108993,20210923,(주)두레정***,전**,051 442 3500,051 466 3501,48815,부산광역시 동구 초량로,"15, 64호, 74호 (초량동,초량상가)",일반,중소기업,일반기업,42322,내부 통신배선 공사업
1950,1050200076,20211130,나*,이**,02  333 7298,,3965,서울특별시 마포구 월드컵로32길,9 (성산동),일반,중소기업,일반기업,,
1951,1058709494,20210903,(주)빅스***,임**,02-2655-9779,262802573,7228,서울특별시 영등포구 영신로 220,"610호 (영등포동8가,케이엔케이디지털타워)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1952,4098103142,20210923,(주)화***,양**,062-265-8000,062-654-7332,61656,광주 남구 대남대로 224,(백운동),일반,중소기업,일반기업,42321,일반 통신 공사업
1953,2288803776,20210903,(주)텔코코리아아***,김**,043 743 8033,042 8670767,34013,대전 유성구 테크노4로 17,C동 414호 (관평동),일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1954,2648102753,20221022,눔코**,김**,070-8252-2130,,,"서울특별시 영등포구 국제금융로2길 37 704호 (여의도동,에스-트레뉴)",,외감,중소기업,,58222,응용 소프트웨어 개발 및 공급업
1955,8598701095,20221022,나**,허**,032-675-4845,,,"인천광역시 서구 호두산로94번길 23 에이동,비동 (경서동)",,일반,중소기업,,26410,유선 통신장비 제조업
1956,1448101969,20211130,(주)**,서**,051-781-9220,051-781-9228,52517,경상남도 사천시 사천읍 동문2길 88,1층 (선인리),일반,중소기업,일반기업,42321,일반 통신 공사업
1957,4398706023,20210820,(주)**,이**,02   4800053,02 5480284,13201,경기도 성남시 중원구 갈마치로288번길 14,"비225호, 비226호 (상대원동,에스케이브이1타워)",일반,중소기업,일반기업,47219,기타 식료품 소매업
1958,2118602461,20221022,휴*,김영아외***,02-313-4028,,,"서울 마포구 마포대로 109 101동 1002호,1003호1004호, (공덕동,롯데캐슬프래지던트)",,외감,중소기업,,85700,교육지원 서비스업
1959,1058705939,20210820,(주)더피***,조**,02-332-6251,02-332-6253,6128,서울특별시 강남구 봉은사로18길 58,"(역삼동,건영빌딩)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업
1960,2278100246,20211130,(주)***,이**,070-8843-6800,033-638-3221,24616,강원 인제군 북면 원통로 260,1층 (원통리),일반,중소기업,일반기업,42321,일반 통신 공사업
1961,5048102362,20211018,(주)명성씨***,김순단외 ***,053 425 3272,053 425 7496,41904,대구 중구 태평로 275-9,(동인동3가),일반,중소기업,일반기업,42322,내부 통신배선 공사업
1962,3028105536,20221022,대현엔지***,김**,02-6369-1546,,,"서울 송파구 송파대로 201 제비동 제15층 제비-1522호, 1523호, 1524호 (문정동,송파테라타워2)",,외감,중소기업,,42131,철골 및 관련 구조물 공사업
1963,6138103756,20220308,경남기계설비공사***,이**,055-973-6900,,52251,경상남도 산청군 단성면 목화로 1000,(성내리),일반,중소기업,일반기업,42202,건물용 기계·장비 설치 공사업
1964,1058709038,20221022,수림**,이**,02-455-1918,,,서울 마포구 백범로 99 5층 (대흥동),,일반,중소기업,,42311,일반전기 공사업
1965,1058702778,20221022,케이큐엔터테***,김**,02-3144-1938,,,"서울특별시 마포구 월드컵북로6길 3 4층 (연남동,이노베이스빌딩)",,외감,중소기업,,59114,방송 프로그램 제작업
1966,2208805935,20210923,(주)매크로씨***,이**,02  501 6565,02  579 5945,7788,서울특별시 강서구 마곡서로 152,"오비동 711호, 712호, 713호 (마곡동,두산더랜드타워)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1967,1088103528,20210903,(주)휴***,김**,02-6269-4800,02-6269-4804,8512,서울특별시 금천구 디지털로9길 32,"A동 1701호 (가산동,갑을그레이트밸리)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1968,4168101042,20211228,(주)**,김**,061 852 1111,061 853 0770,59455,전남 보성군 보성읍 인사길 30,(보성리),일반,중소기업,일반기업,42132,콘크리트 및 철근 공사업
1969,2408604574,20221022,이츠**,장**,02-3143-2725,,,"서울특별시 강서구 화곡로 416 1715호-1720호 (등촌동,가양역 더스카이밸리5차)",,일반,중소기업,,73209,"패션, 섬유류 및 기타 전문 디자인업"
1970,1098601860,20211130,(주)한***,윤**,02  36655568,264424430,7532,서울특별시 강서구 양천로,"551-17, 1308호 1309호 (가양동,한화비즈메트로1차)",일반,중소기업,일반기업,46521,가전제품 및 부품 도매업
1971,8068606308,20211228,(주)혁***,김**,544650486,053-742-4761,38312,경상북도 청도군 풍각면 석통차산길 57,(차산리),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업
1972,1358108222,20211228,(주)에이원종***,박**,031 563 0913,031 563 0917,11901,경기 구리시 갈매순환로 212,"5층 501호 (갈매동,에이원프라자)",일반,중소기업,일반기업,41120,비주거용 건물 건설업
1973,2098102375,20210903,새라아이씨티***,송**,070-4907-2355,,7332,서울 영등포구 의사당대로1길 11,"1116호 (여의도동,대우메종리브르오피스텔)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업"
1974,6098108788,20211228,(주)마스***,김**,055 294 1080,055 294 1080,51191,경상남도 창원시 의창구 동정길 7,"501호 (동정동,남아그린타워아파트)",일반,중소기업,일반기업,42320,통신 공사업
1975,5868806149,20220308,(주)제***,정**,7051586566,,4373,서울 용산구 이촌로 5,"610호 (한강로3가,한강그랜드오피스텔)",일반,중소기업,일반기업,47911,전자상거래 소매 중개업
1976,1058707666,20211229,(주)에프원***,금**,0505-805-3650,050-5805-1486,7202,서울특별시 영등포구 양평로30길 14,"404호 (양평동6가,세종앤까뮤스퀘어)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1977,1108107503,20211228,더블유에이테크놀러지***,신*,02-521-0196,02-521-0197,6649,서울 서초구 사임당로1길 13,(서초동),일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업
1978,2218106067,20211228,(주)**,주**,070-4224-7503,,24437,강원도 춘천시 춘주로92번길 14-1,1층 (온의동),일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1979,2208108054,20210818,(주)에이***,조**,02  707 7270,02  707 7804,13560,경기도 성남시 분당구 불정로 7,(정자동),외감,대기업,일반기업,63990,그 외 기타 정보 서비스업
1980,8258101426,20210903,(주)엘앤제***,임**,220887035,220887036,8389,서울 구로구 디지털로 272,"611호 (구로동,한신아이티타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1981,2668603681,20210903,더아이티***,전**,02-2124-0990,02-6233-8117,4778,서울 성동구 왕십리로10길 6,"514호 (성수동1가,서울숲비즈포레)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업
1982,1078703725,20210820,(주)하***,이**,02  64017412,02  64011473,7245,서울특별시 영등포구 국회대로 638,(영등포동7가),외감,중소기업,일반기업,59110,"영화, 비디오물 및 방송프로그램 제작업"
1983,8688104941,20211130,(주)**,전**,051 5147577,051 5145544,48059,부산광역시 해운대구 센텀북대로 60,"1303호 (재송동,센텀아이에스타워)",일반,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업
1984,1018606703,20221022,에포크미디어***,정**,02-732-8608,,,"서울 마포구 마포대로 109 N동 34층 3403호 (공덕동,롯데캐슬프레지던트)",,일반,중소기업,,59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
1985,3378104639,20221022,그라스**,최**,070-4618-3393,,,경북 문경시 호서로 30-1 201호 (점촌동),,일반,중소기업,,47912,전자상거래 소매업
1986,2858802059,20211201,(주)에스엠***,김**,02  869 1222,02  869 1223,8302,서울특별시 구로구 구로중앙로18길,"71, 201호 (구로동,다인빌딩)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업
1987,6588802272,20210903,(주)***,조**,010-9046-1951,--,4147,서울 마포구 백범로31길,"21, 221호 (공덕동,서울창업허브)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
1988,6158107392,20211229,동화종합건설***,민**,055 353 0040,055 355 8904,,경남 밀양시 시청로,"13, 3층 (내이동,삼정빌딩)",일반,중소기업,일반기업,41120,비주거용 건물 건설업
1989,1058609181,20211130,레이크랜드***,원**,02-6405-1040,,5398,서울특별시 강동구 올림픽로48길 32,5층 (성내동),일반,중소기업,일반기업,41220,토목시설물 건설업
1990,2268108784,20211018,(주)스마***,임**,033-335-9797,033-335-9798,25346,강원도 평창군 대관령면 대관령로,104 (횡계리),일반,중소기업,일반기업,42311,일반전기 공사업
1991,6428702576,20210923,(주)데이타렉***,김**,042-486-4640,042-367-7075,,대전 대덕구 대전로,"1247, 상가 지하1층 (대화동,금강아파트)",일반,중소기업,일반기업,42321,일반 통신 공사업
1992,3148107443,20211229,(주)세종종***,채**,053 983 1212,053 983 1236,40022,경상북도 성주군 성주읍 성주순환로1길 8-28,1층 (백전리),일반,중소기업,일반기업,41121,사무·상업용 및 공공기관용 건물 건설업
1993,7188807709,20210820,(주)이엘***,김**,02 5165502,7075007101,3925,서울특별시 마포구 월드컵북로 402,"24층 (상암동,케이지아이티센터)",일반,중소기업,일반기업,90192,공연 및 제작 관련 대리업
1994,2068604031,20211018,(주)해인이***,오**,02  452 1635,02  452 1636,4990,서울 광진구 능동로24길 13,102호 (능동),일반,중소기업,일반기업,42322,내부 통신배선 공사업
1995,3298102740,20211228,(주)지인***,정**,051 8170503,051 8170504,47303,부산 부산진구 전포대로216번길 7,"201호 (전포동,경남빌딩)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업
