PublicationAgency,MergedText
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 1485007933.0 2.01e+19 NFEC-2011-01-135823 2009.0 2009.0 N34 환경부 1 차세대 핵심환경기술개발 ZA13580 50115.0 환경관리·정보 및 시스템기술 30700.0 위해성 관리를 통한 환경보건기술 O05 소음/진동관리 nan nan nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 고성능 다기능 콘크리트 개발 및 활용기술 1615000891.0 2.01e+19 NFEC-2011-01-134331 2010.0 2009.0 N17 국토해양부 31 건설기술혁신사업 ZA13580 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 P04 건설시공/재료 nan nan nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 1415079941.0 2.01e+19 NFEC-2009-10-074531 2007.0 2007.0 38 산업자원부 2.01E+13 신재생에너지기술개발 ZA13580 50216.0 바이오에너지 기술 31600.0 바이오에너지기술 O5 에너지·자원 nan 신·재생에너지 nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 저에너지 건물 구현을 위한 융복합기술 실증사업 1415114738.0 2.01e+19 NFEC-2011-11-150594 2011.0 2010.0 N38 지식경제부 200807451400301A 에너지자원기술개발지원 ZA13580 50211.0 에너지소재 기술 31300.0 에너지 소재기술 M05 전력IT nan nan nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 수영용수 수준의 하수 고도처리를 위한 I3 system 실용화 1480002535.0 2.01e+19 NFEC-2011-01-133924 2006.0 2006.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50113.0 수질오염처리 및 재이용기술 30200.0 수질관리 및 수자원 확보기술 N2 환경 nan 환경오염제어·관리기술 nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 1415104261.0 2.01e+19 NFEC-2011-01-135822 2009.0 2009.0 N38 지식경제부 U40005 에너지자원기술개발지원 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 M99 기타 에너지/자원 nan nan nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 1485016136.0 2.02e+19 NFEC-2019-10-258493 2019.0 2019.0 P23 환경부 B014 글로벌탑환경기술개발사업 ZA13580 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EH0202 정수장 효율향상/고도처리기술 nan nan nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 1480002837.0 2.01e+19 NFEC-2011-01-133971 2003.0 2003.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan
(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모1351900049 EQU Bio magnetite를 이용한 고도하수처리 1480001273.0 2.01e+19 NFEC-2009-03-069879 2006.0 2005.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 에너지 환경 대응형 복합 외피·창호/공조시스템 기술개발 1415095685.0 2.01e+19 NFEC-2011-01-134058 2009.0 2008.0 N38 지식경제부 200807451400301A 에너지자원기술개발 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 O3 에너지·자원 nan 에너지 효율기술 nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 1485007933.0 2.01e+19 NFEC-2011-01-135823 2009.0 2009.0 N34 환경부 1 차세대 핵심환경기술개발 ZA13580 50115.0 환경관리·정보 및 시스템기술 30700.0 위해성 관리를 통한 환경보건기술 O05 소음/진동관리 nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 고성능 다기능 콘크리트 개발 및 활용기술 1615000891.0 2.01e+19 NFEC-2011-01-134331 2010.0 2009.0 N17 국토해양부 31 건설기술혁신사업 ZA13580 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 P04 건설시공/재료 nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 1415079941.0 2.01e+19 NFEC-2009-10-074531 2007.0 2007.0 38 산업자원부 2.01E+13 신재생에너지기술개발 ZA13580 50216.0 바이오에너지 기술 31600.0 바이오에너지기술 O5 에너지·자원 nan 신·재생에너지 nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 저에너지 건물 구현을 위한 융복합기술 실증사업 1415114738.0 2.01e+19 NFEC-2011-11-150594 2011.0 2010.0 N38 지식경제부 200807451400301A 에너지자원기술개발지원 ZA13580 50211.0 에너지소재 기술 31300.0 에너지 소재기술 M05 전력IT nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 수영용수 수준의 하수 고도처리를 위한 I3 system 실용화 1480002535.0 2.01e+19 NFEC-2011-01-133924 2006.0 2006.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50113.0 수질오염처리 및 재이용기술 30200.0 수질관리 및 수자원 확보기술 N2 환경 nan 환경오염제어·관리기술 nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 1415104261.0 2.01e+19 NFEC-2011-01-135822 2009.0 2009.0 N38 지식경제부 U40005 에너지자원기술개발지원 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 M99 기타 에너지/자원 nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 1485016136.0 2.02e+19 NFEC-2019-10-258493 2019.0 2019.0 P23 환경부 B014 글로벌탑환경기술개발사업 ZA13580 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EH0202 정수장 효율향상/고도처리기술 nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 1480002837.0 2.01e+19 NFEC-2011-01-133971 2003.0 2003.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan
(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환1351900049 EQU Bio magnetite를 이용한 고도하수처리 1480001273.0 2.01e+19 NFEC-2009-03-069879 2006.0 2005.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 에너지 환경 대응형 복합 외피·창호/공조시스템 기술개발 1415095685.0 2.01e+19 NFEC-2011-01-134058 2009.0 2008.0 N38 지식경제부 200807451400301A 에너지자원기술개발 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 O3 에너지·자원 nan 에너지 효율기술 nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 1485007933.0 2.01e+19 NFEC-2011-01-135823 2009.0 2009.0 N34 환경부 1 차세대 핵심환경기술개발 ZA13580 50115.0 환경관리·정보 및 시스템기술 30700.0 위해성 관리를 통한 환경보건기술 O05 소음/진동관리 nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 고성능 다기능 콘크리트 개발 및 활용기술 1615000891.0 2.01e+19 NFEC-2011-01-134331 2010.0 2009.0 N17 국토해양부 31 건설기술혁신사업 ZA13580 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 P04 건설시공/재료 nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 1415079941.0 2.01e+19 NFEC-2009-10-074531 2007.0 2007.0 38 산업자원부 2.01E+13 신재생에너지기술개발 ZA13580 50216.0 바이오에너지 기술 31600.0 바이오에너지기술 O5 에너지·자원 nan 신·재생에너지 nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 저에너지 건물 구현을 위한 융복합기술 실증사업 1415114738.0 2.01e+19 NFEC-2011-11-150594 2011.0 2010.0 N38 지식경제부 200807451400301A 에너지자원기술개발지원 ZA13580 50211.0 에너지소재 기술 31300.0 에너지 소재기술 M05 전력IT nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 수영용수 수준의 하수 고도처리를 위한 I3 system 실용화 1480002535.0 2.01e+19 NFEC-2011-01-133924 2006.0 2006.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50113.0 수질오염처리 및 재이용기술 30200.0 수질관리 및 수자원 확보기술 N2 환경 nan 환경오염제어·관리기술 nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 1415104261.0 2.01e+19 NFEC-2011-01-135822 2009.0 2009.0 N38 지식경제부 U40005 에너지자원기술개발지원 ZA13580 50218.0 기타 에너지기술 41000.0 기존건물 수명연장 기술 M99 기타 에너지/자원 nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 1485016136.0 2.02e+19 NFEC-2019-10-258493 2019.0 2019.0 P23 환경부 B014 글로벌탑환경기술개발사업 ZA13580 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EH0202 정수장 효율향상/고도처리기술 nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 1480002837.0 2.01e+19 NFEC-2011-01-133971 2003.0 2003.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan
(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모1351900049 EQU Bio magnetite를 이용한 고도하수처리 1480001273.0 2.01e+19 NFEC-2009-03-069879 2006.0 2005.0 34 환경부 2.60E+15 차세대핵심환경기술개발 ZA13580 50000.0 ET분야 30000.0 <비전Ⅲ. 환경/에너지 프론티어 진흥> N 환경 nan nan nan nan
부산정보산업진흥원,IoT 기반 스마트도시가스 모니터링시스템 실증 대한민국 1711047837.0 IoT 기반 스마트도시가스 모니터링시스템 실증 김준수2208203180 EQU 3D 입체영상제작 연구개발 1711008985.0 2.01e+19 NFEC-2014-02-185463 2013.0 2013.0 P12 미래창조과학부 1.21E+22 첨단융복합콘텐츠기술개발(미래부) ZC79746 60211.0 사이버 커뮤니케이션 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 ED10 디스플레이 nan nan nan nan
부산정보산업진흥원,IoT 기반 스마트도시가스 모니터링시스템 실증 대한민국 1711047837.0 IoT 기반 스마트도시가스 모니터링시스템 실증 김준수2208203180 EQU 3D입체영상제작 연구개발 1375025251.0 2.01e+19 NFEC-2011-02-139203 2010.0 2010.0 N39 문화체육관광부 201007212360607A 첨단융복합콘텐츠기술개발['10통합] ZC79746 60113.0 디지털 컨텐츠 저작도구 11900.0 디지털 컨텐츠 저작도구 HE14 콘텐츠 nan nan nan nan
부산정보산업진흥원,센텀 소프트웨어 융합클러스터 구축 및 운영 대한민국 1711061870.0 센텀 소프트웨어 융합클러스터 구축 및 운영 주성필2208203180 EQU 3D 입체영상제작 연구개발 1711008985.0 2.01e+19 NFEC-2014-02-185463 2013.0 2013.0 P12 미래창조과학부 1.21E+22 첨단융복합콘텐츠기술개발(미래부) ZC79746 60211.0 사이버 커뮤니케이션 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 ED10 디스플레이 nan nan nan nan
부산정보산업진흥원,센텀 소프트웨어 융합클러스터 구축 및 운영 대한민국 1711061870.0 센텀 소프트웨어 융합클러스터 구축 및 운영 주성필2208203180 EQU 3D입체영상제작 연구개발 1375025251.0 2.01e+19 NFEC-2011-02-139203 2010.0 2010.0 N39 문화체육관광부 201007212360607A 첨단융복합콘텐츠기술개발['10통합] ZC79746 60113.0 디지털 컨텐츠 저작도구 11900.0 디지털 컨텐츠 저작도구 HE14 콘텐츠 nan nan nan nan
부산정보산업진흥원,센텀 소프트웨어 융합클러스터 구축 및 운영 대한민국 1711025583.0 센텀 소프트웨어 융합클러스터 구축 및 운영 최원석2208203180 EQU 3D 입체영상제작 연구개발 1711008985.0 2.01e+19 NFEC-2014-02-185463 2013.0 2013.0 P12 미래창조과학부 1.21E+22 첨단융복합콘텐츠기술개발(미래부) ZC79746 60211.0 사이버 커뮤니케이션 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 ED10 디스플레이 nan nan nan nan
부산정보산업진흥원,센텀 소프트웨어 융합클러스터 구축 및 운영 대한민국 1711025583.0 센텀 소프트웨어 융합클러스터 구축 및 운영 최원석2208203180 EQU 3D입체영상제작 연구개발 1375025251.0 2.01e+19 NFEC-2011-02-139203 2010.0 2010.0 N39 문화체육관광부 201007212360607A 첨단융복합콘텐츠기술개발['10통합] ZC79746 60113.0 디지털 컨텐츠 저작도구 11900.0 디지털 컨텐츠 저작도구 HE14 콘텐츠 nan nan nan nan
부산정보산업진흥원,센텀 소프트웨어 융합클러스터 구축 및 운영 대한민국 1711039599.0 센텀 소프트웨어 융합클러스터 구축 및 운영 최원석2208203180 EQU 3D 입체영상제작 연구개발 1711008985.0 2.01e+19 NFEC-2014-02-185463 2013.0 2013.0 P12 미래창조과학부 1.21E+22 첨단융복합콘텐츠기술개발(미래부) ZC79746 60211.0 사이버 커뮤니케이션 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 ED10 디스플레이 nan nan nan nan
부산정보산업진흥원,센텀 소프트웨어 융합클러스터 구축 및 운영 대한민국 1711039599.0 센텀 소프트웨어 융합클러스터 구축 및 운영 최원석2208203180 EQU 3D입체영상제작 연구개발 1375025251.0 2.01e+19 NFEC-2011-02-139203 2010.0 2010.0 N39 문화체육관광부 201007212360607A 첨단융복합콘텐츠기술개발['10통합] ZC79746 60113.0 디지털 컨텐츠 저작도구 11900.0 디지털 컨텐츠 저작도구 HE14 콘텐츠 nan nan nan nan
부산정보산업진흥원,3D 입체영상 제작 연구개발 대한민국 1375025251.0 3D입체영상제작 연구개발 오세웅2208203180 EQU 3D 입체영상제작 연구개발 1711008985.0 2.01e+19 NFEC-2014-02-185463 2013.0 2013.0 P12 미래창조과학부 1.21E+22 첨단융복합콘텐츠기술개발(미래부) ZC79746 60211.0 사이버 커뮤니케이션 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 ED10 디스플레이 nan nan nan nan
부산정보산업진흥원,3D 입체영상 제작 연구개발 대한민국 1375025251.0 3D입체영상제작 연구개발 오세웅2208203180 EQU 3D입체영상제작 연구개발 1375025251.0 2.01e+19 NFEC-2011-02-139203 2010.0 2010.0 N39 문화체육관광부 201007212360607A 첨단융복합콘텐츠기술개발['10통합] ZC79746 60113.0 디지털 컨텐츠 저작도구 11900.0 디지털 컨텐츠 저작도구 HE14 콘텐츠 nan nan nan nan
부산정보산업진흥원,3D 입체영상 제작 연구개발 대한민국 1375025561.0 3D 입체영상제작 연구개발 오세웅2208203180 EQU 3D 입체영상제작 연구개발 1711008985.0 2.01e+19 NFEC-2014-02-185463 2013.0 2013.0 P12 미래창조과학부 1.21E+22 첨단융복합콘텐츠기술개발(미래부) ZC79746 60211.0 사이버 커뮤니케이션 기술 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 ED10 디스플레이 nan nan nan nan
부산정보산업진흥원,3D 입체영상 제작 연구개발 대한민국 1375025561.0 3D 입체영상제작 연구개발 오세웅2208203180 EQU 3D입체영상제작 연구개발 1375025251.0 2.01e+19 NFEC-2011-02-139203 2010.0 2010.0 N39 문화체육관광부 201007212360607A 첨단융복합콘텐츠기술개발['10통합] ZC79746 60113.0 디지털 컨텐츠 저작도구 11900.0 디지털 컨텐츠 저작도구 HE14 콘텐츠 nan nan nan nan
부강테크,"청정 방류수 확보를 위한 영양물질 및 난분해성 미량물질 등 초고도 처리 핵심기술 개발 대한민국 1485011421.0 청정 방류수 확보를 위한 영양물질 및 난분해성 미량물질 등 초고도 처리 핵심기술 개발 유대환4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"분리막을 적용한 매립지 침출수 처리공정개발 대한민국 1480002781.0 분리막을 적용한 매립지 침출수 처리공정개발 김장규4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"고농도용 고정 와류 분리막 장치 개발 대한민국 1415120285.0 고농도용 고정 와류 분리막 장치 개발 박기택4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"광합성 산소를 이용한 미생물 분리배양장치 및 하수처리 기술 개발 대한민국 1485015394.0 광합성 산소를 이용한 미생물 분리배양장치 및 하수처리 기술 개발 윤용준4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"다층생물막여과공정을 이용한 하수고도처리 및 재이용 기술 대한민국 1480002561.0 다층생물막여과공정을 이용한 하수고도처리 및 재이용기술 유대환4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"탄소나노소재를 이용한 고분자 복합막 개발 대한민국 9991005989.0 탄소나노소재를 이용한 고분자 복합막 개발 김장규4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"셰일가스전 발생폐수 재이용 및 생산수 처리 시스템 엔지니어링 기술개발 대한민국 1415146421.0 셰일가스전 발생폐수 재이용 및 생산수 처리 시스템 엔지니어링 기술개발 박기택4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
부강테크,"미생물 그래뉼을 이용한 소화슬러지 탈리액의 고농도 질소 전처리 기술 실증화 대한민국 1485013124.0 미생물 그래뉼을 이용한 소화슬러지 탈리액의 고농도 질소 전처리 기술 실증화 윤용준4188100182 EQU 탄소나노소재를 이용한 고분자 복합막 개발 9991005989.0 2.02e+19 NFEC-2016-02-207806 2016.0 2015.0 P98 다부처 2.11E+22 나노융합2020 ABX9374 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10510.0 첨단소재 기술(나노구조제어 무기·탄소 소재) EC0306 복합재료 제조공정기술 NC0905 나노고분자화학 EC0404 생물분리정제 공정기술"
