,BusinessNum,ResearchPublicNo,PublicationAgency,ResultTitleKR,Contents,PublicationCountry,ProjectNumber,ProjectTitle,ManagerName
2344,1388200010,TRKO201100005837,정보통신정책연구원,통신시장 융결합서비스 활성화를 위한 사후규제방안 연구,표지 ...1서 언 ...3목차 ...5표목차 ...8그림목차 ...10요약문 ...12제1장 서 론 ...31제2장 융결합서비스 시장동향 ...33 제1절 유무선 융합 및 방송통신 결합서비스 ...33  1. 유무선 융합 ...33  2. 방송통신 결합서비스 ...37 제2절 모바일 금융 ...46  1. 서비스의 정의 ...46  2. 비즈니스 모델 및...,대한민국,1415109831,통신시장 융결합서비스 활성화를 위한 사후규제방안 연구,임준
2345,1388200010,TRKO201300015335,정보통신정책연구원,컨버전스 미디어지형 동향 분석(II) : 동영상 플랫폼의 국가 간 비교연구,표지... 1서언... 4목차... 6표 목차... 9그림 목차... 12요약문... 16제1장 컨버전스 미디어지형과 동영상 플랫폼... 38 제1절 디지털 컨버전스의 현 주소... 38 제2절 컨버전스 환경에서의 동영상 플랫폼... 41  1. 동영상 콘텐츠 산업의 동향... 41  2. 동영상 시청행태의 변화 양상... 49 제3절 연구의 목적과 프레임...,대한민국,1105004184,컨버전스 미디어지형 동향 분석(II),황주성
2346,1388200010,TRKO201600004016,정보통신정책연구원,인터넷 경제 시대의 정책방향 정립에 관한 연구,표지... 1제출문... 7목차... 9표목차... 12그림목차... 14요약문... 17SUMMARY... 29CONTENTS... 33제 1 장 서 론... 35 제 1 절 인터넷 경제의 개념 및 특징... 35 제 2 절 연구의 목적 및 구성... 37제 2 장 인터넷 경제 시대의 산업 패러다임 변화... 38 제 1 절 의료 산업 변화... 38  ...,대한민국,1711026698,인터넷 경제 시대의 정책방향 정립에 관한 연구,박유리
2347,1388200010,TRKO201900004529,정보통신정책연구원,방송 분야 국제 규범 변화 및 통상 협상 대응방안 연구,비공개항목입니다.,대한민국,1711073920,(61) 방송 분야 국제 규범 변화 및 통상 협상 대응방안 연구,주성희
2348,1388200010,TRKO201800039193,정보통신정책연구원,데이터중심 이용 환경변화에 대응한 보편적역무 제도개편 방안 연구,비공개항목입니다.,대한민국,1711056700,(29)데이터중심 이용 환경변화에 대응한 보편적역무 제도개편 방안 연구,정훈
2349,1388200010,TRKO201500018498,정보통신정책연구원,저탄소 녹색성장을 지향한 친환경 우편서비스 구현 방안 연구,표지... 1서언... 2목차... 4표목차... 7그림목차... 9요약문... 10제1장 서론... 18제2장 저탄소 녹색성장과 우편서비스... 23 제1절 저탄소 녹색성장에 관한 기본적 이해... 23  1. 저탄소 녹색성장의 개념... 23  2. 저탄소 녹색성장의 패러다임... 26  3. 저탄소 녹색성장의 구성요소... 28  4. 저탄소 녹색성장...,대한민국,1105001338,저탄소 녹색 성장을 지향한 친환경 우편서비스 구현 방안 연구,최중범
2350,1388200010,TRKO201100000709,정보통신정책연구원,2009년도 주요국의 방송통신 규제 동향 분석,표지  ... 1서 언   ... 3목차  ... 5표목차  ... 8그림목차  ... 12국가별 전반적 규제동향 요약   ... 15제1 장 서 론   ... 35제1 절 연구의 배경 및 목적   ... 35제2 절 연구의 방법   ... 36제3 절 기대성과   ... 37제2 장 국가별 전반적 규제동향   ... 38제1 절 미 국   ... 381....,대한민국,1415099585,주요국의 방송통신 규제 동향 분석,이종화
2351,1388200010,TRKO201900004490,정보통신정책연구원,新남방 정책 추진을 위한 아세안 연계성 강화 방안 연구,비공개항목입니다.,대한민국,1711073805,(59) 新남방 정책 추진을 위한 아세안 연계성 강화 방안 연구,남상열
2352,1388200010,TRKO201900004499,정보통신정책연구원,지속가능개발목표(SDGs) 달성을 위한 아태지역 ICT 국제협력 방안 연구,비공개항목입니다.,대한민국,1711073708,(58) 지속가능개발목표(SDGs) 달성을 위한 아태지역 ICT 국제협력 방안 연구,남상열
2353,1388200010,TRKO201800039338,정보통신정책연구원,지능정보사회의 주파수 공급 및 이용제도 개선방안 연구,비공개항목입니다.,대한민국,1711056731,(65)지능정보사회의 주파수 공급 및 이용제도 개선방안 연구,김지환
2354,1388200010,TRKO201800039334,정보통신정책연구원,유료방송 시장 집중현상 개선방안 연구,표지... 1제출문... 7목차... 9표목차... 11그림목차... 13요약문... 15SUMMARY... 17CONTENTS... 19제 1 장 유료방송 시장점유율 합산규제 개요... 21 제 1 절 합산규제 도입 배경... 21 제 2 절 합산규제의 현황... 29 제 3 절 국내외 유사 사례... 33제 2 장 유료방송 시장 분석... 40 제 1 ...,대한민국,1711056726,(61)유료방송 시장 집중현상 개선방안 연구,이재영
2355,1388200010,TRKO201100000764,정보통신정책연구원,통신정책에 대한 인문사회과학적 연구(II),표지...1서 언...3목 차...5표 목 차...7그 림 목 차...8요 약 문...9제1장 서 론...13 제1절 연구의 배경...13 제2절 연구의 목표...14 제3절 연구의 추진과 구성...15제2장 통신정책에 대한 철학적.이론적 논의...17 제1절 통신정책의 철학적 배경 재정립을 위한 연구...17  1. 연구목적과 구성...17  2. 주요 ...,대한민국,1415099541,통신정책에 대한 인문사회과학적 연구(II),손상영
2356,1388200010,TRKO201100006906,정보통신정책연구원,산업별 IT융합 통계 구축방안,표지 ...1서언 ...3목차 ...5표목차 ...8그림목차 ...12요약문 ...15제1장 서 론 ...37제2장 주요 산업별 IT 활용 현황 분석 ...40 제1절 우리나라 산업별 IT활용 현황 분석 ...41  1. 산업연관분석 개요 ...41  2. 산업분류 ...43  3. 우리나라 산업별 IT 활용 현황 분석 ...45 제2절 OECD 주요 국가...,대한민국,1415109579,산업별 IT융합 통계 구축 방안,김정언
2357,1388200010,TRKO201500006821,정보통신정책연구원,지역방송발전지원법 도입을 위한 연구,표지 ... 1제 출 문 ... 7목 차 ... 9표 목 차 ... 11그 림 목 차 ... 13요 약 문 ... 15SUMMARY ... 19CONTENTS ... 21제1장 서 론 ... 23 제 1 절 연구의 배경 및 목적 ... 23 제 2 절 연구의 범위 ... 24제 2 장 지역방송과 미디어환경의 변화 ... 26 제 1 절 지역방송의 현황 .....,대한민국,1711007645,지역방송발전지원법 도입을 위한 연구,김태오
2358,1388200010,TRKO201100005928,정보통신정책연구원,방송회계제도 도입 및 통신회계 실효성 제고방안 연구,표지 ...1서 언 ...3목차 ...5표목차 ...7그림목차 ...9요약문 ...11제1장 서 론 ...15 제1절 연구의 필요성 및 목적 ...15 제2절 보고서의 구성 ...16제2장 통신회계 규정 위반 과징금 제도 ...17 제1절 과징금 유사입법 사례 ...17  1. 과태료와 과징금 ...17  2. 과징금 산정기준 관련 유사입법 사례 ...25...,대한민국,1415109621,방송회계제도 도입 및 통신회계 실효성 제고방안 연구,변정욱
2359,1388200010,TRKO201600003972,정보통신정책연구원,데이터 기반 이동통신 요금제 정착을 위한 요금체계 개선방안 및 이용자 편익 증대방안 연구,표지... 1제 출 문... 3목차... 4표목차... 6그림목차... 9요 약 문... 11SUMMARY... 15CONTENTS... 17제 1 장 서 론... 19 제 1 절 연구의 배경 및 목적... 19 제 2 절 주요 연구내용... 20제2장 통신환경의 변화... 21 제 1 절 데이터 중심 서비스 및 이용행태 변화... 21  1. 데이터 중심...,대한민국,1711026363,데이터 기반 이동통신 요금제 정착을 위한 요금체계 개선방안 및 이용자 편익 증대방안 연구,김용재
2360,1388200010,TRKO201900001391,정보통신정책연구원,기술중립성 확보를 위한 방송제도 개선방안 연구,표지... 1제출문... 7목차... 9표목차... 12그림목차... 14요약문... 17SUMMARY... 21CONTENTS... 25제1장 서 론... 27 제1절 연구 배경... 27 제2절 연구의 필요성 및 목적... 29 제3절 연구의 주요내용 및 연구 방법... 31  1. 연구의 주요 내용... 31  2. 연구 방법... 32제2장 방송통신...,대한민국,1711033930,기술중립성 확보를 위한 방송제도 개선방안 연구,이종원
2361,1388200010,TRKO201100006905,정보통신정책연구원,산업 전체 영역의 IT활용 확대가 일자리 창출에 미치는 영향 분석,표지 ...1서언 ...2목차 ...3표목차 ...5그림목차 ...8요약문 ...10제1장 서 론 ...29제2장 IT 확산과 산업 전체 고용 동향 및 이론적 분석 ...32 제1절 국내외 경제 및 고용 동향 ...32  1. 국내외 경제동향 ...32  2. 고용 동향 ...34 제2절 IT 확산과 고용에 관한 이론적 분석 ...43  1. 기업 수준에서...,대한민국,1415109398,산업 전체 영역의 IT활용 확대가 일자리 창출에 미치는 영향 분석,고상원
2362,1388200010,TRKO201500006792,정보통신정책연구원,ICT 생태계 발전에 따른 전기통신사업법 개편 방안 연구,표지 ... 1제 출 문 ... 7목 차 ... 9표 목 차 ... 12그 림 목 차 ... 14요 약 문 ... 15SUMMARY ... 19CONTENTS ... 21제1장 서 론 ... 23 제1절 연구의 배경 및 목적 ... 23 제2절 주요 연구내용 ... 26제2장 주요 통신정책 현황 ... 27 제1절 통신사업 분류체계 ... 27  1. 전기...,대한민국,1711007615,ICT 생태계 발전에 따른 전기통신사업법 개편방안 연구,이종화
2363,1388200010,TRKO201600003980,정보통신정책연구원,ICT 기업 성장 요인 및 특성 분석,표지... 1제출문... 7목차... 9표목차... 12그림목차... 14요 약 문... 17SUMMARY... 29CONTENTS... 31제 1 장 서 론... 33제 2 장 ICT 산업 현황 분석... 36 제 1 절 ICT 산업 현황... 36  1. ICT 산업의 경제성장 기여도... 36  2. ICT 산업의 경기 동향... 39  3. ICT ...,대한민국,1711026779,ICT 기업 성장 요인 및 특성 분석,정현준
2364,1388200010,TRKO201300015559,정보통신정책연구원,사람중심 소통사회를 위한 신정보화 전략 연구(I) 총괄보고서,표지... 1경제·인문사회연구회 협동연구총서 “사람중심 소통사회를 위한 신정보화 전략 연구(I)”... 3서언... 5목차... 9표목차... 12그림목차... 13제 1 장 서 론... 15 제 1 절 연구배경... 15 제 2 절 연구 필요성 및 목적... 18 제 3 절 추진체계 및 전략... 20제 2 장 사람중심 정보화 전략을 위한 선행연구 및 개...,대한민국,1105006177,사람중심 소통사회를 위한 신정보화 전략 연구(I),이원태
2365,1388200010,TRKO201300015306,정보통신정책연구원,거시경제가 방송통신(서비스)부문에 미치는 영향 분석,표지... 1서언... 2목차... 4표목차... 6그림목차... 8요약문... 10제1 장 서 론... 16제2 장 거시경제와 방송통신산업... 19 제1 절 거시경제 및 방송통신산업 현황... 19  1. 국내경제현황... 19  2. 국제경제현황 및 경제전망... 22  3. 방송통신산업 동향... 27 제2 절 방송통신과 거시경제... 32 제3 절...,대한민국,1105003152,거시경제가 방송통신부문에 미치는 영향분석,박성욱
2366,1388200010,TRKO201500006819,정보통신정책연구원,융합환경 시대 지상파라디오방송 법체계 분석 및 발전방안 연구,표지 ... 1제 출 문 ... 7목 차 ... 9표 목 차 ... 13그 림 목 차 ... 15제1부 지상파라디오방송 디지털 전환 및 규제제도 개선에 관한 정책방안 연구 ... 17 요약문 ... 19 SUMMARY ... 25 CONTENTS ... 27 제 1 장 서 론 ... 29  제 1 절 연구의 필요성 및 목적 ... 29  제 2 절 주요 연...,대한민국,1711007643,융합환경 시대 지상파 라디오방송 법체계 분석 및 발전방안 연구,황준호
2367,1388200010,TRKO201500018418,정보통신정책연구원,다매체 환경에서의 방송콘텐츠 이용행태 분석,표지... 1서언... 2목차... 4표목차... 7그림목차... 9요약문... 12제1장 서 론... 24 제1절 연구의 배경 및 목적... 24 제2절 연구방법 및 구성... 26  1. 연구방법... 26  2. 연구의 구성... 26제2장 방송콘텐츠 이용환경 변화 및 산업현황... 28 제1절 방송콘텐츠 이용환경 변화... 28  1. 방송통신 융합...,대한민국,1105001321,다매체 환경에서의 방송콘텐츠 이용행태 분석,박유리
2368,1388200010,TRKO201500018497,정보통신정책연구원,방송서비스시장 예측모형개발 연구,표지... 1서언... 2목차... 4표목차... 6그림목차... 8요약문... 12제1장 서론... 24제2장 시장예측 관련 이론과 선행 연구... 26 제1절 시장예측 관련 이론... 26  1. 정량적 예측 이론... 26  2. 정성적 예측 이론... 45 제2절 방송서비스시장 예측에 관한 주요 선행 연구... 48  1. 선행 연구... 48  2...,대한민국,1105001333,방송서비스시장 예측모형개발 연구,정용찬
2369,1388200010,TRKO201500001485,정보통신정책연구원,방송통계DB구축·운영,표지 ... 1서 언 ... 5목 차 ... 7표 목 차 ... 11그 림 목 차 ... 14요약문 ... 19제1 장 방송 및 뉴미디어 통계정보 시스템 운영 및 개선 ... 47 제1 절 서 론 ... 47  1. 사업의 필요성 및 목적 ... 47  2. 사업목표 및 추진방향 ... 48 제2 절 통계정보시스템 유지보수 사업 수행 내역 ... 49  1...,대한민국,1105004166,방송통계DB구축운영,김민철
2370,1388200010,TRKO201800039203,정보통신정책연구원,진입규제 완화에 대비한 전파법 체계 개선방안 연구,비공개항목입니다.,대한민국,1711056729,(39)진입규제 완화에 대비한 전파법 체계 개선방안 연구,김득원
2371,1388200010,TRKO201000015508,정보통신정책연구원,IT전문인력 수요실태조사,표지 ...1제출문 ...2요약문 ...4SUMMARY ...16목차 ...18Contents ...22표목차 ...24그림목차 ...30제1장 서론 ...37제2장 IT산업 및 인력의 현황과 환경 변화 ...39 제1절 IT산업의 현황 및 전망 ...39  1. 세계 IT산업의 현황 및 전망 ...39  2. 국내 IT산업의 현황 및 전망 ...53 제2...,대한민국,1445006771,IT전문인력 수요실태조사,고상원
2372,1388200010,TRKO201900004487,정보통신정책연구원,ICT 통계 기획 및 조사,비공개항목입니다.,대한민국,1711072206,ICT 통계 기획 및 조사,최계영
2373,1388200010,TRKO201900004521,정보통신정책연구원,가통신서비스 유형분류 및 규제체계 개선방안 연구,비공개항목입니다.,대한민국,1711073725,(36) 부가통신서비스 유형분류 및 규제체계 개선방안 연구,정광재
2374,1388200010,TRKO201500018474,정보통신정책연구원,디지털 시대의 문화수용 방식에 관한 연구,표지... 1서언... 2목차... 4표목차... 7그림목차... 9요약문... 10제 1 장 서 론... 24 제 1 절 연구의 배경 및 목적... 24 제 2 절 연구의 내용과 방법... 27제 2 장 디지털 시대 문화연구의 패러다임... 29 제 1 절 문화의 정의와 문화수용 이론... 29  1. 문화의 정의... 29  2. 문화생산물의 특성......,대한민국,1090001316,디지털 시대의 문화수용 방식에 관한 연구,
2375,1388200010,TRKO201800039330,정보통신정책연구원,매체 및 통상환경 변화에 따른 방송법제 대응방안 연구,표지... 1제출문... 7목차... 9표목차... 11그림목차... 13요약문... 15SUMMARY... 17CONTENTS... 19제 1 장 서 론... 21 제 1 절 연구의 배경 및 필요성... 21  1. 매체 및 통상 환경의 변화... 21  2. 연구의 필요성... 23  3. 연구의 목적 및 범위... 24 제 2 절 연구 방법 및 연구 ...,대한민국,1711056721,(56)매체 및 통상환경 변화에 따른 방송법제 대응방안 연구,이종원
2376,1388200010,TRKO201900004503,정보통신정책연구원,ICT를 활용한 제조업 혁신과 리쇼어링 유인 제고 방안 연구,비공개항목입니다.,대한민국,1711073703,(13) ICT를 활용한 제조업 혁신과 리쇼어링 유인 제고 방안 연구,이경선
2377,1388200010,TRKO201100000682,정보통신정책연구원,홈네트워킹 시장 분석 및 발전 전망,표지 ...1서언 ...3제목차례 ...5표차례 ...7그림차례 ...9요약 ...11제1장 서론 ...15 1. 연구목적 ...15 2. 연구방법 ...19 3. 연구의 구성 ...25 4. 연구의 기대효과 ...25제2장 홈네트워킹 개념 및 특성 ...27 1. 홈네트워킹 개념 ...27 2. 홈네트워킹 시스템 ...31 3. 국내외 홈네트워킹 정책 동...,대한민국,1440000184,IT산업/시장환경 조사.연구분석,홍동표
2378,1388200010,TRKO201300030052,정보통신정책연구원,IT실용화를 통한 국가정보화 선진화 방안 연구(III): 정보화 선진화를 위한 디지털위험 관리 방안 연구,표지... 1경제인문사회연구회 협동연구총서 “IT실용화를 통한 국가정보화 선진화 방안 연구(III)”... 3서언... 5목차... 9표 목차... 11그림 목차... 12요약문... 13제1장 서론... 19 제1절 연구 필요성과 목적... 19 제2절 연구 추진체계... 20제2장 디지털재난 법제 현황과 정비방안... 22 제1절 디지털위험과 디지털재난...,대한민국,1105004168,IT 실용화를 통한 국가정보화 선진화 방안 연구(Ⅲ),정국환
2379,1388200010,TRKO201100000086,정보통신정책연구원,주요 주파수 할당방안 연구,표지   ... 1서언   ... 2목차   ... 3표목차   ... 5그림목차   ... 7요약문   ... 9제1장 서론   ... 12제2장 주파수 할당 개요 및 환경변화   ... 14제1절 주파수 할당의 개념   ... 14제2절 이동통신 주파수 할당의 연혁   ... 15제3절 주파수 할당의 역할 변화   ... 18제3장 이동통신 시장 현황 ...,대한민국,1415099535,주요 주파수 할당방안 연구,최계영
2380,1388200010,TRKO201300015320,정보통신정책연구원,IP네트워크 요금체계 연구,표지... 1서언... 2목차... 4표 목차... 6그림 목차... 8요약문... 10제1장 서 론... 19제2장 IP 네트워크 요금체계... 24 제1절 IP 네트워크 트래픽 현황... 24 제2절 소매요금 책정방식 및 이슈... 27  1. 소매요금 책정방식... 27  2. 소매요금 이슈... 31 제3절 도매요금체계 및 이슈... 38  1. 도...,대한민국,1105003147,IP 네트워크 요금체계 연구,김득원
2381,1388200010,TRKO201100005787,정보통신정책연구원,인터넷의 철학적 문제와 탈근대적 통신정책 기조에 대한 연구,표지...1서언...5목차...7요약문...11제 1 장 서 론...21제 2 장 인터넷 관련 기존의 철학적 논의...25 제1 절 디지털 존재론...26  1. 디지털 존재론이란?...26  2. 디지털 존재론의 형이상학적 문제...28  3. 사고실험...31 제2 절 관념 존재론: 하이퍼플라톤주의...32 제3 절 들뢰즈-베르그송의 가상 존재론...4...,대한민국,1415109643,인터넷의 철학적 문제와 탈근대적 통신정책 기조에 대한 연구,손상영
2382,1388200010,TRKO201700011377,정보통신정책연구원,ICT 신산업 활성화와 효율적 규제개혁 추진을 위한 정책방안 연구,표지... 1제출문... 7목차... 9표목차... 12그림목차... 14요약문... 17SUMMARY... 40CONTENTS... 57제1장 서 론... 59 제1절 연구 배경... 59 제2절 연구의 구성... 61제2장 ICT 기술진화와 산업 패러다임 변화... 62 제1절 제조업 패러다임의 변화... 62  1. 수익구조의 변화 : 제품의 서비스화...,대한민국,1711042432,ICT 신산업 활성화와 효율적 규제개혁 추진을 위한 정책방안 연구,김정언
2383,1388200010,TRKO201700011591,정보통신정책연구원,All/IP융합형 서비스 활성화 등 시장환경 변화에 따른 통신서비스개선 및 이용자 편익확대 방안 연구,표지 ... 1제출문 ... 9목차 ... 11표목차 ... 13그림목차 ... 15요약문 ... 17SUMMARY ... 21CONTENTS ... 25제1장 서 론 ... 27제2장 통신비 개념 재정립 및 중장기 요금체계 개편방향 연구 ... 31 제1절 통신비 개념 재정립 ... 31  1. 이동통신서비스 이용 실태 및 가치 ... 31  2. 국내외...,대한민국,1711042458,"All-IP, 융합형 서비스 활성화 등 시장환경 변화에 따른 통신서비스개선 및 이용자 편익확대 방안 연구",김용재
2384,1388200010,TRKO201700011590,정보통신정책연구원,국내외 유료방송 규제개편 사례 및 정책동향 분석,표지 ... 1제출문 ... 7목차 ... 9표목차 ... 11그림목차 ... 13요약문 ... 15SUMMARY ... 19CONTENTS ... 23제1장 서 론 ... 25 제1절 연구 배경 ... 25 제2절 연구의 필요성 및 목적 ... 27 제3절 연구의 주요내용 및 연구 방법 ... 28  1. 연구의 주요 내용 ... 28  2. 연구 방법 ...,대한민국,1711042468,국내외 유료방송 규제개편 사례 및 정책동향 분석,이종원
2385,1388200010,TRKO201300015315,정보통신정책연구원,우체국보험 해약요인에 관한 연구,표지... 1서 언... 2목 차... 4표 목 차... 7그 림 목 차... 10요 약 문... 11제1장 서 론... 21제2장 보험환경 분석... 24 제1절 보험제도 및 보험해약 원인 변화... 24  1. 보험료산출체계 변화... 24  2. 보험회사별 불완전판매비율 공시... 25 제2절 민영 생명보험과 우체국보험 경영효율성... 27  1. 실...,대한민국,1105003159,우체국보험 해약 요인에 관한 연구,이석범
2386,1388200010,TRKO201500006800,정보통신정책연구원,무선 데이터망 고도화 확산 및 신규 대형 사업자의 MVNO 시장진입에 따른 MVNO 시장상황 평가 및 도매제 제도 개선방안 연구,표지 ... 1제출문 ... 7목차 ... 9표목차 ... 11그림목차 ... 13요약문 ... 17SUMMARY ... 21CONTENTS ... 25제 1 장 서 론 ... 27 제 1 절 연구의 필요성 및 목적 ... 27제 2 장 국내외 이동통신 시장 현황 ... 29 제 1 절 국내 이동통신 시장현황 ... 29  1. 이동통신시장의 개황 ... ...,대한민국,1711007624,무선 데이터망 고도화 확산 및 신규 대형 사업자의 MVNO 시장진입에 따른 MVNO 시장상황 평가 및 도매제제도 개선방안 연구,전주용
2387,1388200010,TRKO201500018456,정보통신정책연구원,다채널 유료방송시장의 경쟁에 관한 연구,표지... 1서 언... 2목차... 6표목차... 9그림목차... 11요약문... 12제 1 장 서 론... 18 제 1 절 케이블TV는 디지털 컨버전스의 핵심 산업... 18 제 2 절 융합과 케이블TV 산업의 규제완화... 19 제 3 절 다채널 방송산업의 경쟁에 관한 분석... 19 제 4 절 케이블TV 시스템 수준의 데이터에 기초한 실증분석... ...,대한민국,1090001321,다채널 유료방송 시장의 경쟁에 관한 연구,
2388,1388200010,TRKO201500006224,정보통신정책연구원,ICT R&D 성과 변화의 결정요인 분석과 성과 제고방안 연구: 지식재산권(IP)을 중심으로,표지... 1서 언... 5목 차... 7표 목 차... 10그 림 목 차... 12요 약 문... 15제1 장 서 론... 27 제1 절 연구의 배경 및 목적... 27 제2 절 주요 연구 내용... 29제2 장 ICT R&D 환경 변화 분석... 31 제1 절 ICT 산업 동향 분석... 31  1. ICT 산업의 거시 현황... 31  2. ICT 제...,대한민국,1105008676,ICT R&D 성과 변화의 결정요인 분석과 성과 제고 방안 연구: 지식재산권(IP)을 중심으로,김규남
2389,1388200010,TRKO201300015318,정보통신정책연구원,통신시장 구조변화에 따른 가치사슬 및 가치네트워크에 관한 동태적 분석,표지... 1서언... 2목차... 4표 목차... 6그림 목차... 8요약문... 11제1장 서 론... 22 제1절 연구의 목적 및 개요... 22 제2절 배 경... 23 제3절 연구의 필요성... 26제2장 가치사슬 및 가치네트워크의 개념... 27 제1절 가치사슬의 기본개념... 27  1. Porter(1985)... 28  2. Kaplinsk...,대한민국,1105003148,통신시장 구조변화에 따른 가치사슬 및 가치네트워크에 관한 동태적 분석,주재욱
2390,1388200010,TRKO201100005926,정보통신정책연구원,방송통신 발전지수 개발(III),표지 ...1서 언 ...3목차 ...5표목차 ...8그림목차 ...10요약문 ...11제1장 서 론 ...17 제1절 연구의 개요 ...17  1. 연구의 필요성과 목적 ...17  2. 연구의 추진과 구성 ...18 제2절 지수의 개발방향 ...20제2장 방송통신 발전의 의미 ...22 제1절 방송통신의 개념적 의미 ...22  1. 방송통신의 개념 ....,대한민국,1415109572,방송통신 발전지수 개발(III),황주성
2391,1388200010,TRKO201500006825,정보통신정책연구원,미디어다양성 증진법 제정을 위한 기초 연구,표지 ... 1제 출 문 ... 7목 차 ... 9표 목 차 ... 11그 림 목 차 ... 12요 약 문 ... 13SUMMARY ... 19CONTENTS ... 23제1장 서 론 ... 25 제 1 절 연구의 필요성 및 목적 ... 25 제 2 절 연구의 구성 및 방법 ... 26제 2 장 문헌 검토 ... 27 제 1 절 미디어 다양성 ... 27 ...,대한민국,1711007649,미디어다양성 증진법 제정을 위한 기초 연구,성욱제
2392,1388200010,TRKO201100005948,정보통신정책연구원,전기통신사업법 개정에 대비한 허가 및 양수합병제도 개선방안 연구,표지 ...1서언 ...3목차 ...5표목차 ...7그림목차 ...9요약문 ...11제1장 서 론 ...19제2장 통신시장 환경변화와 구조규제 개선 필요성 ...21 제1절 글로벌 통신환경의 변화 ...21  1. 이동/데이터 중심의 성장 ...21  2. 결합서비스 중심의 경쟁 및 시장집중도 강화 경향 ...24  3. 스마트폰의 확산과 통신생태계의 재편...,대한민국,1415109798,전기통신사업법 개정에 대비한 기간통신사업자 허가 및 M&A 규제제도 개선방안 연구,나성현
2393,1388200010,TRKO201500018536,정보통신정책연구원,지식정보화의 전면화를 위한 공공정보화 혁신방안 연구,표지... 1서언... 5목 차... 9표목차... 13그림목차... 18제 1 장 연구배경과 목적... 21 제 1 절 연구배경과 필요성... 21  1. 정보화의 진전과 연구의 의의... 21  2. 관련 환형 및 문제점... 22  3. 지식정보화의 전면화 방향... 23 제 2 절 연구목적 및 내용... 25  1. 연구의 목적... 25  2. 연...,대한민국,1090000153,지식정보화의 전면화를 위한 공공정보화 혁신방안 연구,
2394,1388200010,TRKO201900004505,정보통신정책연구원,지능정보사회에서의 전기통신 개념 및 공공성 달성 방안 연구,비공개항목입니다.,대한민국,1711073734,(38) 지능정보사회에서의 전기통신 개념 및 공공성 달성 방안 연구,이민석
2395,1388200010,TRKO201300015563,정보통신정책연구원,예측계량모형을 이용한 ICT 산업 전망,표지... 1서언... 5목차... 7표 목차... 9그림목차... 10요약문... 11제1 장 서 론... 17제2 장 거시경제와 ICT 산업 현황... 20 제1 절 거시경제 현황... 20  1. 경제성장 전망... 20  2. 지출부문별 전망... 22 제2 절 ICT 산업 현황... 25  1. ICT 산업 개괄... 25  2. ICT 산업별 생...,대한민국,1105006180,예측계량모형을 이용한 ICT산업 전망,주재욱
2396,1388200010,TRKO201100005832,정보통신정책연구원,초고속인터넷의 보편적 역무 정합성 연구 및 보편적 역무 제도 개선방안 연구,표지 ...1서언 ...3목차 ...5표목차 ...8그림목차 ...11요약문 ...12제1장 서 론 ...16제2장 보편적서비스에 대한 이해 ...18 제1절 보편적 서비스의 정의 및 성격 ...18  1. 보편적서비스의 개념과 필요성 ...18  2. 보편적서비스 제공과 경제적 영향 ...21 제2절 우리나라 보편적서비스 제도 변천 및 운용 현황 ...2...,대한민국,1415109763,초고속인터넷의 보편적 역무 정합성 연구 및 보편적 역무 제도 개선 방안 연구,전주용
2397,1388200010,TRKO201500018433,정보통신정책연구원,정보재에 대한 후생경제학적 분석,표지... 1서언... 2목차... 4표목차... 6그림목차... 7요약문... 8제 1 장 서 론... 28제 2 장 정보재 저작권에 대한 후생분석과 최적 정책... 32 제 1 절 연구배경 및 최근 연구동향... 32 제 2 절 기본모형... 33  1. 생산자의 최적화... 33  2. 저작권 보호의 최적 수준... 35  3. 기본모형의 변형들......,대한민국,1090002350,정보재에 대한 후생경제학적 분석,
2398,1388200010,TRKO201500006773,정보통신정책연구원,창조경제 실현을 위한 ICT 분야 해외 일자리 창출 방안에 관한 연구,표지 ... 1제 출 문 ... 7목차 ... 9표목차 ... 11그림목차 ... 13요 약 문 ... 17SUMMARY ... 25CONTENTS ... 29제 1 장 서 론 ... 31 제 1 절 연구의 필요성 및 목적 ... 31  1. 연구의 필요성 및 목적 ... 31  2. 연구방법 ... 32제 2 장 국내외 ICT 부문 고용 동향 분석 ......,대한민국,1711007590,창조경제 실현을 위한 ICT 분야 해외 일자리 창출 방안에 관한 연구,이경선
2399,1388200010,TRKO202100008964,정보통신정책연구원,5G시대 B2B 서비스 제공 대비 제도 개선 및 플랫폼 정책 연구,비공개항목입니다.,대한민국,1711116904,5G시대 B2B 서비스 제공 대비 제도 개선 및 플랫폼 정책 연구,라성현
2400,1388200010,TRKO202000029419,정보통신정책연구원,초고속 인터넷 보편적 역무 지정을 위한 세부시행 방안 연구,비공개항목입니다.,대한민국,1711094276,초고속 인터넷 보편적 역무 지정을 위한 세부시행 방안 연구,염수현
2401,1388200010,TRKO201500018453,정보통신정책연구원,통신방송 융합환경하의 수평적 규제체계 정립방안에 관한 연구,표지... 1서 언... 2목차... 4표목차... 7그림목차... 10요약문... 12제 1 장 서 론... 20 제 1 절 연구의 배경 및 목적... 20 제 2 절 기존 연구와의 차별성... 23 제 3 절 본 연구의 방법론... 26 제 4 절 본 연구의 구성... 27제 2 장 수평규제란 무엇인가?... 28 제 1 절 수직적 규제체계의 의미와 한...,대한민국,1095005672,통신방송 융합환경하의 수평적 규제체계 정립방안에 관한 연구,
