BusinessNum,agentName,appReferenceNumber,applicantName,applicationDate,applicationNumber,applicationStatus,articleName,designMainClassification,designNumber,dsShpClssCd,internationalRegisterDate,internationalRegisterNumber,inventorName,openDate,openNumber,priorityDate,priorityNumber,publicationDate,publicationNumber,regReferenceNumber,registrationDate,registrationNumber
7680809803,"['오종한', '문용호', '김두식']",,['현대건설기계 주식회사'],2020-05-26,3020000000000.0,등록,중장비용 후면 패널,"['K332190', 'K8290']",M001,"['K8290', 'K332190']",,,"['이영돈', '손호익', '정병혁']",,,,,2021-02-01,,,2021-01-25,3010000000000.0
1050809322,"['김인한', '김희곤']",,['(주)아이디에스'],2007-09-19,3020000000000.0,소멸,와이팅 마우스용 스테이션,['H590'],M01,['H590'],,,"['임광태', '차지영', '원민영', '김성민']",,,,,2008-08-13,,,2008-08-07,3010000000000.0
2628102733,['한강특허법인'],,['(주)에이치와이스타일'],2020-07-01,3020000000000.0,등록,포장지,['F410B'],M001,['F410B'],,,"['고지경', '조준상', '장현영']",,,,,2020-11-11,,,2020-11-03,3010000000000.0
2208108474,"['문기상', '조기호']",,['에스케이 주식회사'],1984-09-05,3020000000000.0,소멸,부동액용기,['F4511'],M01,['F4511'],,,['김항덕'],,,,,1985-11-08,,,1985-09-12,3000000000000.0
2200404339,['이만재'],,['주식회사 에이원'],2015-06-23,3020000000000.0,등록,직물지,['M1110E'],M001,['M1110E'],,,['이의환'],,,,,2016-02-18,,,2016-02-12,3010000000000.0
2152102396,['남상선'],,['에스케이텔레콤 주식회사'],2009-06-10,3020000000000.0,소멸,쇼핑백,['B44C'],M01,['B44C'],,,"['이현수', '김춘수']",,,,,2010-06-09,,,2010-05-28,3010000000000.0
2938606472,['특허법인명인'],,['한국파렛트풀(주)'],2020-12-28,3020000000000.0,등록,운송용 파렛트,['G1510'],M001,['G1510'],,,"['박상훈', '이상범']",,,,,2021-02-01,,,2021-01-26,3010000000000.0
6138101992,['김영식'],,['주식회사 우진아이디'],2017-10-27,3020000000000.0,등록,식품용기 포장기,['K060'],M001,['K060'],,,['황준석'],,,,,2018-07-10,,,2018-07-04,3010000000000.0
4588805628,['김재섭'],,['주식회사 케이골프'],2020-01-22,3020000000000.0,등록,스크린 골프장용 키오스크,"['H50', 'H4330']",M001,"['H50', 'H4330']",,,"['정헌권', '최석웅']",,,,,2020-12-04,,,2020-11-30,3010000000000.0
2118706008,,,['주식회사 윤디자인그룹'],2007-04-06,3020000000000.0,거절,영문자 글자체,['N120'],M01,['N120'],,,['편석훈'],2007-05-15,3020000000000.0,,,,,,,
1058101224,['이대선'],,['(주)의조산업'],2013-10-23,3020000000000.0,등록,발판용 브래킷,['L1119'],M01,['L1119'],,,['정병권'],,,,,2014-09-12,,,2014-08-27,3010000000000.0
1268600088,['김대희'],,['주식회사 제이텍'],2014-09-16,3020000000000.0,등록,옷장,['D25171'],M001,['D25171'],,,['박종찬'],,,,,2015-06-10,,,2015-05-29,3010000000000.0
2158609477,['특허법인 다해'],,['(주)한국풀네트웍'],2022-02-23,3020000000000.0,등록,접이식 운반용 상자,,M001,,,,"['권영득', '이민아', '박상훈']",,,,,2022-03-18,,,2022-03-11,3010000000000.0
1248700220,['김효정'],,"['주식회사 기림', '설영진']",2009-11-25,3020000000000.0,거절,차량진입 방지용 볼라드,['L2530'],M01,['L2530'],,,['안복순'],2010-01-07,3020000000000.0,,,,,,,
5632800051,['고승호'],,['디 케이 주식회사'],2000-01-11,3020000000000.0,소멸,마스크용 케이스,['J619'],M01,['J619'],,,['정정대'],,,,,2001-02-01,,,2000-12-11,3000000000000.0
8378100328,['박미숙'],,['(주)엠블럭'],2019-06-19,3020000000000.0,등록,조립식 진열대,['F5220'],M001,['F5220'],,,['이승환'],,,,,2020-02-19,,,2020-02-13,3010000000000.0
2208608809,"['안광석', '박영일', '김함곤']",,['주식회사 에이티앤에스그룹'],2013-12-13,3020000000000.0,등록,공기청정기,['D434'],M01,['D434'],,,['이우헌'],,,,,2014-04-01,,,2014-03-25,3010000000000.0
6208100832,"['이인실', '이철', '염승윤']",,['거성정보통신 주식회사'],1999-03-10,3020000000000.0,소멸,단자함용케이블접속공구,['K1261'],M01,['K1261'],,,['김만식'],1999-07-01,3020000000000.0,,,2000-01-15,,,1999-11-25,3000000000000.0
1244009204,['특허법인도담'],,['광명산업(주)'],2020-01-08,3020000000000.0,등록,차량용 등받이,['D2192'],M001,['D2192'],,,"['박상민', '유기형', '오희택', '이용일', '김봉구']",,,,,2020-12-08,,,2020-12-02,3010000000000.0
2208205880,['김종대'],,['정보통신산업진흥원'],2014-11-28,3020000000000.0,등록,화상디자인이 표시된 컴퓨터 모니터,['H4333S'],M001,['H4333S'],,,['심정민'],,,,,2015-10-28,,,2015-10-20,3010000000000.0
1248601728,['방병철'],,['광명산업(주)'],2002-10-16,3020000000000.0,소멸,자동차 시트용 리테이너,['D2190'],M01,['D2190'],,,['양경록'],,,,,2003-08-30,,,2003-08-19,3000000000000.0
1128606562,['특허법인 다해'],,['주식회사 모닛'],2017-05-25,3020000000000.0,등록,아기띠,['B203'],M001,['B203'],,,"['박도형', '백재호', '임성철', '김주호', '이정훈', '이혜빈', '문자영', '윤여환']",,,,,2017-12-08,,,2017-12-04,3010000000000.0
3348602491,['홍동우'],,"['에이치디씨현대이피 주식회사', '에이치디씨현대산업개발 주식회사']",2020-11-17,3020000000000.0,등록,인테리어 패널,"['L6130', 'L610']",M001,"['L6130', 'L610']",,,"['정주현', '김주한', '여승의', '이상헌', '신성근']",,,,,2021-10-15,,,2021-10-12,3010000000000.0
1090900354,['특허법인코리아나'],,['주식회사 우진'],2010-08-20,3020000000000.0,소멸,유량계,['J1320'],M01,['J1320'],,,"['신 현 명', '장 순 남']",,,,,2012-01-31,,,2012-01-13,3010000000000.0
2102408281,['황종환'],,['주식회사 제일기획'],1996-03-25,3020000000000.0,소멸,기념패,['C2160'],M01,"['C2160D', 'C2160']",,,['은병수'],,,,,1997-03-26,,,1997-01-31,3000000000000.0
1060504386,['양재관'],,['(주)유창이앤씨'],1990-04-25,3020000000000.0,소멸,천정부착간받이용연결구,['L4490'],M01,"['L4490', 'L4490T']",,,['조용선'],,,,,1991-06-13,,,1991-05-06,3000000000000.0
1212502628,,,['제일산업 주식회사'],1988-03-19,3020000000000.0,소멸,자동차용실내등커어버,['D37190'],M01,"['D37190C', 'D37190']",,,['이완수'],,,,,1989-05-31,,,1989-04-20,3000000000000.0
1198606960,['이성원'],,['주식회사 토오텍'],2021-01-18,3020000000000.0,등록,개폐 밸브,['M250'],M001,['M250'],,,"['이현석', '박흥동']",,,,,2021-11-16,,,2021-11-09,3010000000000.0
2208607861,['고광훈'],,['주식회사 엔쓰리디앤티'],2015-08-28,3020000000000.0,등록,전시용 부스,['L3200'],M001,['L3200'],,,['김동일'],,,,,2015-12-14,,,2015-12-07,3010000000000.0
1048107180,"['정태진', '문세환']",,['(주)대우건설'],2015-06-17,3020000000000.0,등록,매립형콘센트,['H13422B'],M001,['H13422B'],,,['김병욱'],,,,,2016-02-12,,,2016-02-02,3010000000000.0
1051707092,['이지현'],,['주식회사 유니온'],1997-05-16,3020000000000.0,거절,텔레비젼 게임기,['E230D'],M01,['E230D'],,,['이광호'],1997-06-24,3020000000000.0,,,,,,,
1171404661,['이대식'],,['주식회사대영'],1984-03-06,3020000000000.0,소멸,단상유도전동기용콘덴서,['H1410'],M01,['H1410'],,,['안종한'],,,,,1985-02-13,,,1984-12-10,3000000000000.0
1104400507,['배동훈'],,['주식회사 명성'],1980-12-10,3020000000000.0,소멸,라이타,['B643B'],M01,['B643B'],,,['손진창'],,,,,1981-11-12,,,1981-09-28,3000000000000.0
1148506752,['최학현'],,['(주)인테크 디자인'],2012-04-19,3020000000000.0,등록,안내설명용 조형물,"['F510C', 'L360']",M01,"['F510C', 'L360']",,,"['최광일', '노준호']",,,,,2012-06-26,,,2012-06-19,3010000000000.0
1058105828,['이재화'],,['주식회사 좋은사람들'],2016-02-05,3020000000000.0,소멸,브레지어,['B161'],M001,['B161'],,,"['박진희', '차현욱']",,,,,2016-03-30,,,2016-03-23,3010000000000.0
4118100655,"['윤병국', '이영규']",,['주식회사 모아'],2020-08-25,3020000000000.0,등록,직물지,['M1110H'],M001,['M1110H'],,,['용윤철'],,,,,2020-10-22,,,2020-10-16,3010000000000.0
5048107742,['박만서'],,['주식회사 신성이엔지'],2000-01-08,3020000000000.0,소멸,공기 조화기용 후레임 결속구,['D4390'],M01,['D4390'],,,['이완근'],,,,,2001-02-15,,,2000-12-16,3000000000000.0
1223202345,,,['대영산업 주식회사'],1967-10-11,3020000000000.0,소멸,띠의형상및모양의결합,['F4925'],M01,['F4925'],,,"['오윤식', '이석주']",,,,,1967-11-23,,,1967-11-23,3000000000000.0
1051408338,,,['주식회사 크린토피아'],2018-12-11,3020000000000.0,등록,직물지,"['M1110G', 'N22']",M001,"['M1110G', 'N22']",,,['이범택'],,,,,2019-04-19,,,2019-04-15,3010000000000.0
4178105008,['박희섭'],,['세일종합건설 주식회사'],2002-05-06,3020000000000.0,소멸,인공어초,['L2641'],M01,['L2641'],,,['최중식'],,,,,2003-07-31,,,2003-07-18,3000000000000.0
1114807651,['홍승훈'],,['주식회사 씨엠랩'],2019-08-01,3020000000000.0,등록,피부미용 마스크,['J755'],M001,['J755'],,,['하태호'],,,,,2020-07-24,,,2020-07-20,3010000000000.0
1078100351,['유창열'],,['주식회사 엔에스텍'],2016-09-05,3020000000000.0,등록,철도 차량의 냉난방 설비용 제어기,['H261BA'],M001,['H261BA'],,,['박현수'],,,,,2016-11-24,,,2016-11-18,3010000000000.0
1148104711,['연규철'],,['주식회사유진엔지니어링'],1993-08-31,3020000000000.0,소멸,투포원타입연사기용스토퍼,['K5190'],M01,"['K5190T', 'K5190']",,,['최진술'],,,,,1994-12-17,,,1994-11-14,3000000000000.0
1358106248,['조현석'],,['주식회사 서진건설'],2021-02-03,3020000000000.0,등록,소파블럭,['L201'],M001,['L201'],,,['이인우'],,,,,2021-11-15,,,2021-11-09,3010000000000.0
2148802839,['조성광'],,['주식회사 블루래빗'],2013-11-25,3020000000000.0,등록,아동용 사운드북,"['F11', 'H33193', 'H592']",M01,"['H592', 'H33193', 'F11']",,,['이순영'],,,,,2014-07-24,,,2014-07-14,3010000000000.0
5148105976,['유미특허법인'],,['(주)대상건설'],2015-06-12,3020000000000.0,소멸,건축용 벽체구조물 고정플레이트,"['L4329', 'L4390']",M001,"['L4390', 'L4329']",,,['이창석'],,,,,2016-02-19,,,2016-02-15,3010000000000.0
3018105698,['장한특허법인'],,"['그린이엔지 주식회사', '삼우이엔씨 주식회사', '원이엔씨 주식회사', '세원산업개발 주식회사']",2006-05-19,3020000000000.0,소멸,식생호안블럭,['L201E'],M01,['L201E'],,,"['조완래', '황성철', '권성욱', '김병철']",,,,,2007-03-27,,,2007-03-21,3000000000000.0
6058503816,"['송만호', '유미특허법인']",,['한국정보공학 주식회사'],1999-12-01,3020000000000.0,취하,문서자동발급기,['H50'],M01,['H50'],,,['유용석'],2000-02-01,3020000000000.0,,,2000-02-01,,,,
4168103102,['특허법인메이저'],,['진성전기(주)'],2015-06-24,3020000000000.0,소멸,배전반,['H250'],M001,['H250'],,,['이창민'],,,,,2015-08-20,,,2015-08-13,3010000000000.0
2298004534,"['송만호', '유미특허법인']",,['한국정보공학 주식회사'],1999-12-01,3020000000000.0,소멸,문서자동발급기,['H50'],M01,['H50'],,,['유용석'],2000-02-01,3020000000000.0,,,2001-07-03,,,2001-05-16,3000000000000.0
3138600825,['특허법인비엘티'],,['비케이아이디(주)'],2021-04-13,3020000000000.0,등록,인덕션 레인지,['C6442CA'],M001,['C6442CA'],,,['송봉규'],,,,,2021-12-07,,,2021-12-02,3010000000000.0
5208703721,,,['주식회사 트리플'],2012-06-07,3020000000000.0,거절,수납장,['D25172'],M01,['D25172'],,,['정주호'],2012-07-06,3020000000000.0,,,,,,,
1198104282,"['윤병국', '이영규']",,['에어티앤에스 주식회사'],2019-07-05,3020000000000.0,등록,차량용 공기청정기,"['D4350', 'D434']",M001,"['D434', 'D4350']",,,['장윤현'],,,,,2020-02-25,,,2020-02-19,3010000000000.0
1058102525,"['권석흠', '이영필', '이상용']",,['주식회사 로지시스'],1999-05-03,3020000000000.0,소멸,리본카트리지,['H590A'],M01,['H590A'],,,['장정복'],,,,,2000-02-15,,,1999-12-28,3000000000000.0
3678100132,['유미특허법인'],,['주식회사 로보러스'],2018-08-31,3020000000000.0,등록,서비스용 로봇,['K002'],M001,['K002'],,,"['김대훈', '이상기']",,,,,2019-07-24,,,2019-07-18,3010000000000.0
1298106247,['이재인'],,['코스모스티이에스 (주)'],2004-12-16,3020000000000.0,소멸,스티커 부착 방지용 시트 단부 마감커버,"['F5190', 'L2169']",M01,"['F5190', 'L2169', 'F5190T']",,,['조영자'],,,,,2005-08-04,,,2005-07-26,3000000000000.0
1100601312,"['최영규', '장순부']",,"['주식회사 태성콘크리트', '주식회사 태성']",2013-01-24,3020000000000.0,등록,호안용 블록,"['L201H', 'L201B']",M01,"['L201H', 'L201B']",,,['이제열'],,,,,2013-08-19,,,2013-08-09,3010000000000.0
1248704527,['특허법인주원'],,['주식회사 유라'],2019-05-16,3020000000000.0,등록,전기자동차용 충전커넥터,"['H13430', 'H1340']",M001,"['H13430', 'H1340']",,,"['곽석진', '권오륜']",,,,,2019-09-23,,,2019-09-17,3010000000000.0
1208700733,['심충섭'],,['주식회사 우아한형제들'],2020-07-31,3020000000000.0,등록,스티커 디스펜서,['F28141'],M001,['F28141'],,,['김주영'],,,,,2020-08-21,,,2020-08-14,3010000000000.0
1233200460,['윤경현'],,['썬테크주식회사'],2014-09-24,3020000000000.0,소멸,블라인드용 커버 프레임,['C159'],M001,['C159'],,,['최광환'],,,,,2015-04-20,,,2015-04-14,3010000000000.0
4598801347,['서상호'],,['센시(주)'],2016-06-20,3020000000000.0,소멸,배전반용 조명기구,"['D360', 'H2590']",M001,"['H2590', 'D360']",,,['최상복'],,,,,2017-03-22,,,2017-03-15,3010000000000.0
1045007696,['황의만'],,['샤넬'],1990-11-23,3020000000000.0,소멸,손목시계,['J230BC'],M01,['J230BC'],,,['쟉끄헬루'],,,1990-08-07,DM017353,1991-12-20,,,1991-10-26,3000000000000.0
1142101119,,,['(주)진성'],2001-08-17,3020000000000.0,소멸,로타리,['K31190'],M01,['K31190'],,,['노오섭'],,,,,2002-09-10,,,2002-08-23,3000000000000.0
3148109841,"['민만호', '김기정', '류관희', '정훈']",,['(주)성광유니텍'],2010-01-29,3020000000000.0,등록,버스정류장,['L313'],M01,['L313'],,,['윤준호'],,,,,2010-05-06,,,2010-04-28,3010000000000.0
4155908990,['한광수'],,['(주)에프엔디'],2009-10-09,3020000000000.0,포기,포장용 파우치,['F440B'],M01,['F440B'],,,['최성주'],2009-10-21,3020000000000.0,,,,,,,
2208804863,['특허법인 천지'],,['(주)섹시쥬'],2018-03-16,3020000000000.0,등록,포장용 상자,['F4530B'],M001,['F4530B'],,,"['김정범', '이근영', '장준혁']",,,,,2018-12-12,,,2018-12-06,3010000000000.0
1218104752,['특허법인메이저'],,['주식회사 넥스트컴퍼니'],2016-09-08,3020000000000.0,등록,안경,['B360BA'],M001,['B360BA'],,,['문동현'],,,,,2017-01-17,,,2017-01-11,3010000000000.0
1141308192,['김창선'],,['주식회사 아이 엠 씨'],1994-09-10,3020000000000.0,소멸,쌍안경,['J312'],M01,"['J312', 'J312A']",,,['권정일'],,,,,1996-06-12,,,1996-04-29,3000000000000.0
1448500266,['특허법인미주'],,['주식회사 엔씨소프트'],2016-11-10,3020000000000.0,소멸,이동단말용 고리,"['H590', 'H33190', 'H33192']",M001,"['H33190', 'H590', 'H33192']",,,['김원석'],,,,,2017-06-09,,,2017-06-01,3010000000000.0
3558607382,['특허법인세하'],,['대신네트웍스 주식회사'],2011-08-19,3020000000000.0,등록,비상호출기,['H3614'],M01,['H3614'],,,['이건양'],,,,,2012-08-24,,,2012-08-17,3010000000000.0
3148605447,"['전승준', '특허법인 동천']",,['주식회사 제이엔디'],2018-08-13,3020000000000.0,등록,반도체 제조 장치용 가스 분사 노즐,['K003'],M001,['K003'],,,['김광민'],,,,,2019-03-11,,,2019-03-05,3010000000000.0
3353300216,['김영화'],,['세종텔레콤 주식회사'],2000-06-26,3020000000000.0,소멸,공중전화기,['H3311'],M01,['H3311'],,,['정찬국'],,,,,2001-11-10,,,2001-10-12,3000000000000.0
1148609615,['김웅'],,['주식회사 펜타브리드'],2014-07-15,3020000000000.0,등록,인형,['E1310'],M001,['E1310'],,,['박태희'],,,,,2015-03-19,,,2015-03-11,3010000000000.0
1348701081,['오세계'],,['주식회사 마르시끄'],2013-10-08,3020000000000.0,소멸,속눈썹 고데기,['B713'],M01,['B713'],,,['은채정'],,,,,2014-09-18,,,2014-09-12,3010000000000.0
1244201375,['이석화'],,"['주식회사 이레', '양아름']",2014-04-24,3020000000000.0,소멸,대전차 훈련용 모의탄,['J66'],M01,['J66'],,,"['양아름', '이창원']",,,,,2015-08-13,,,2015-08-06,3010000000000.0
4168105466,['박경재'],,['주식회사호경'],1994-07-19,3020000000000.0,소멸,앵커볼트용슬리브,['M3190'],M01,"['M3190T', 'M3190']",,,"['김옥현', '현경식']",,,,,1996-10-29,,,1996-09-03,3000000000000.0
4378109680,['특허법인 케이투비'],,['주식회사 나로건설'],2021-01-27,3020000000000.0,등록,스프레이 도장용 비산방지 케이스,['K039'],M001,['K039'],,,['사희섭'],,,,,2021-04-08,,,2021-04-02,3010000000000.0
1058609808,['이인식'],,['주식회사 디브이씨'],2009-09-03,3020000000000.0,등록,나뭇잎배형 완구조형물,"['F11', 'E2530']",M01,"['F11', 'E2530']",,,['성정아'],,,,,2010-11-05,,,2010-10-28,3010000000000.0
1190807712,,,['주식회사 세진'],2005-06-29,3020000000000.0,소멸,자동차용 프론트 범퍼 가드,['G22911C'],M01,['G22911C'],,,['승해진'],,,,,2006-06-16,,,2006-06-12,3000000000000.0
1051501752,['특허법인 신태양'],,['주식회사 드림테크'],2019-08-26,3020000000000.0,등록,재래시장 아케이드용 증발냉각기,['K650'],M001,['K650'],,,['송원호'],,,,,2020-07-14,,,2020-07-08,3010000000000.0
5142606552,['손해운'],,['원진산업 주식회사'],1976-02-04,3020000000000.0,소멸,레테르,['F420'],M01,['F420'],,,['이원달'],,,,,1978-04-28,,,1978-01-18,3000000000000.0
1078106781,['장재용'],,"['주식회사 유진솔루션', '최지연']",2013-02-20,3020000000000.0,등록,음식물쓰레기 처리기용 이음관,"['D5192', 'K059']",M01,"['D5192', 'K059']",,,['최지연'],,,,,2014-01-17,,,2014-01-10,3010000000000.0
4218600156,"['김용인', '박영복']",,"['주식회사 라온테크', '박기주']",2010-12-31,3020000000000.0,등록,발전기용 고주파 컨트롤러,['H261AA'],M01,['H261AA'],,,['박기주'],,,,,2012-09-13,,,2012-09-06,3010000000000.0
1238600281,"['박길환', '김갑수']",,['주식회사 시컴스'],2015-04-14,3020000000000.0,소멸,플러그{PLUG},"['H13422AA', 'H13421']",M001,"['H13422AA', 'H13421']",,,['김현철'],,,,,2016-03-21,,,2016-03-15,3010000000000.0
6058600065,['전경환'],,['세종텔레콤 주식회사'],1999-12-27,3020000000000.0,소멸,주화 처리기,['J591'],M01,['J591'],,,['진홍규'],,,,,2000-12-15,,,2000-10-17,3000000000000.0
1198600407,['특허법인성암'],,['주식회사 아이아이컴바인드'],2020-08-13,3020000000000.0,등록,화장품 용기,['F4620'],M001,['F4620'],,,['고도은'],,,,,2021-11-15,,,2021-11-09,3010000000000.0
6218100115,['고승호'],,['디 케이 주식회사'],1999-05-31,3020000000000.0,소멸,방진마스크,['J611'],M01,['J611'],,,['정정대'],,,,,1999-12-15,,,1999-10-26,3000000000000.0
5892400040,['홍성철'],,"['주식회사 우진', '우진 일렉트로나이트(주)']",2011-12-29,3020000000000.0,등록,란스용 홀더 컨넥터,['H1590'],M01,['H1590'],,,"['박광순', '권용철', '박진철']",,,,,2013-01-17,,,2013-01-10,3010000000000.0
6038109517,['특허법인부경'],,['(주) 디알시스템'],2013-12-24,3020000000000.0,등록,플랜터,['K31560B'],M01,['K31560B'],,,['오창훈'],,,,,2014-03-11,,,2014-03-04,3010000000000.0
1196900079,"['박영서', '천문규']",,['에스엘 주식회사'],1987-02-23,3020000000000.0,소멸,자동차용헤드라이트,['D37110'],M01,"['D37110', 'D37110B']",,,['이충곤'],,,,,1988-03-31,,,1988-02-05,3000000000000.0
1274404276,"['우덕근', '김성규']",,['주식회사 에스엠테크'],2000-10-04,3020000000000.0,소멸,유에스비 플러그,['H13421'],M01,['H13421'],,,['유해일'],,,,,2002-04-11,,,2002-03-28,3000000000000.0
6088104892,['특허법인남촌'],,['(주)에너코'],2014-12-11,3020000000000.0,소멸,대기전력 자동차단 콘센트,['H13422B'],M001,['H13422B'],,,['김만석'],,,,,2015-09-14,,,2015-09-07,3010000000000.0
1098102371,"['이헌수', '유경열', '정영미', '천성훈']",,['에스지에이 주식회사'],2008-02-01,3020000000000.0,소멸,디지털정보표시기,"['H4330', 'H50']",M01,"['H50', 'H4330']",,,"['김성진', '최영준']",,,,,2008-07-16,,,2008-07-10,3000000000000.0
1088100196,['백문구'],,['주식회사 케이미트'],1981-03-04,3020000000000.0,소멸,식품포장갑,['F4530B'],M01,['F4530B'],,,['장태식'],,,,,1982-02-16,302000000000.0,,1981-12-31,3000000000000.0
6088100035,['이영규'],,['주식회사 우진'],1991-08-20,3020000000000.0,소멸,용융금속중의가스분석용진공시료채취기,['K672'],M01,"['K672', 'K672T']",,,['이만업'],,,1991-02-18,,1992-10-02,,,1992-08-21,3000000000000.0
6158102784,['손태원'],,['주식회사 다온이엔씨'],2018-06-28,3020000000000.0,등록,물놀이 기구용 노즐,['E2530'],M001,['E2530'],,,['유재이'],,,,,2019-03-06,,,2019-02-27,3010000000000.0
3128105298,,,['(주)다인내추럴'],2016-05-31,3020000000000.0,등록,전사지,['F3411'],M001,['F3411'],,,['황인철'],,,,,2017-01-06,,,2016-12-30,3010000000000.0
6078107571,['김성환'],,['(주)정상커뮤니케이션즈'],2021-12-03,3020000000000.0,등록,CCTV용 이동카메라,,M001,,,,['박영수'],,,,,2022-01-28,,,2022-01-25,3010000000000.0
1060105638,['조주영'],,['주식회사 성우'],2009-10-14,3020000000000.0,등록,컨베이어용 구동기 커버,['G1190'],M01,['G1190'],,,['이상길'],,,,,2010-12-22,,,2010-12-16,3010000000000.0
1050707660,,,['이재연'],1957-06-28,3020000000000.0,소멸,학습장표지의형상및모양의결합,['027'],M01,['027'],,,['이재연'],,,,,,,,1957-07-19,3000000000000.0
1058706733,['이재춘'],,['주식회사 토브넷'],2016-06-29,3020000000000.0,등록,감시용 카메라,"['H4310', 'D310A']",M001,"['D310A', 'H4310']",,,['김찬영'],,,,,2017-02-01,,,2017-01-23,3010000000000.0
1308600191,['특허법인 제나'],,['(주)빅트론닉스'],2018-01-18,3020000000000.0,등록,수소수 생성기,['K640'],M001,['K640'],,,"['김영훈', '김근호', '배대현']",,,,,2018-03-20,,,2018-03-13,3010000000000.0
1090305108,['김종수'],,['주식회사 씨에스'],2006-05-19,3020000000000.0,소멸,디엠비(DMB)방송용 중계기,['H3722'],M01,['H3722'],,,"['김 남 권', '이 학 용', '이 용 우']",,,,,2007-06-22,,,2007-06-15,3000000000000.0
1098607672,['김영식'],,['(주)유산용마가먼트'],2020-08-21,3020000000000.0,등록,마스크,"['C403', 'J611']",M001,"['C403', 'J611']",,,['전병석'],,,,,2020-09-22,,,2020-09-16,3010000000000.0
6128709531,['김효정'],,"['주식회사 기림', '설영진']",2010-07-28,3020000000000.0,등록,무단횡단 규제용 중앙분리대,['L2530'],M01,['L2530'],,,"['설영진', '안복순']",,,,,2011-05-25,,,2011-05-13,3010000000000.0
1210801942,['특허법인 누리'],,['주식회사 비에스텍'],2020-08-28,3020000000000.0,등록,버스정류장,['L313'],M001,['L313'],,,['손유진'],,,,,2021-06-07,,,2021-06-01,3010000000000.0
1222509268,['김영관'],,['(주)태경산업'],2015-10-06,3020000000000.0,소멸,과일 포장용 난좌,"['F49110', 'F49111']",M001,"['F49111', 'F49110']",,,['이해동'],,,,,2015-12-09,,,2015-12-03,3010000000000.0
5618707012,['김용지'],,['주식회사 의식주컴퍼니'],2019-09-23,3020000000000.0,등록,와이셔츠,['B1112'],M001,['B1112'],,,['조성우'],,,,,2020-11-18,,,2020-11-10,3010000000000.0
1210202799,['김정현'],,['두성산업 주식회사'],2021-05-11,3020000000000.0,등록,펜스 지주용 캡,['L3590A'],M001,['L3590A'],,,['황성현'],,,,,2022-03-22,,,2022-03-17,3010000000000.0
5048600163,['한양특허법인'],,['아이티엘(주)'],2012-11-29,3020000000000.0,등록,가로등 분전반,['H250'],M01,['H250'],,,['조용우'],,,,,2013-12-05,,,2013-11-28,3010000000000.0
6088605238,['특허법인다인'],,"['엠텍글로벌 주식회사', '신준협']",2016-12-28,3020000000000.0,등록,심전도 측정 전극센서 모듈,"['J7330', 'H1560']",M001,"['H1560', 'J7330']",,,"['권수범', '배수철', '신준협']",,,,,2017-09-19,,,2017-09-13,3010000000000.0
1198604407,['특허법인 명장'],,['주식회사 뉴인텍'],2021-03-23,3020000000000.0,등록,커패시터,['H1410'],M001,['H1410'],,,"['박진아', '이택현', '김현진', '전용원', '박대진']",,,,,2022-01-14,,,2022-01-10,3010000000000.0
1302903708,['배정일'],,"['주식회사 에스아이티', '강명구']",2019-02-21,3020000000000.0,등록,전기차 배터리 트레이,"['H1891', 'G150']",M001,"['H1891', 'G150']",,,"['김진식', '강명구']",,,,,2019-09-17,,,2019-09-05,3010000000000.0
1098108637,['송석관'],,['주식회사 이지네트웍스'],2019-05-17,3020000000000.0,등록,공기청정기,['D434'],M001,['D434'],,,['김종만'],,,,,2019-12-04,,,2019-11-27,3010000000000.0
3198102005,['송민정'],,['주식회사 티엠나인'],2020-09-09,3020000000000.0,거절,포장용 용기,['F450C'],M001,['F450C'],,,['박정주'],2021-11-02,3020000000000.0,,,,,,,
4548607870,,,['보광산업개발주식회사'],2001-05-30,3020000000000.0,소멸,자동차 연료 절감터빈,['K8294'],M01,['K8294'],,,['홍영표'],,,,,2002-04-12,,,2002-03-21,3000000000000.0
5024000949,['특허법인아이엠'],,['아이디(주)'],2014-05-27,3020000000000.0,소멸,안과용 고글,['J770'],M01,['J770'],,,['김귀성'],,,,,2015-03-20,,,2015-03-16,3010000000000.0
4428805138,['신일균'],,['주식회사 신화시스템'],2015-05-07,3020000000000.0,등록,인체감지용 센서,"['H1550', 'H1560']",M001,"['H1550', 'H1560']",,,['채관석'],,,,,2016-11-08,,,2016-10-31,3010000000000.0
5138106525,['특허법인정직과특허'],,['씨엔씨테크 주식회사'],2007-03-13,3020000000000.0,소멸,차량용 오디오 네비게이션 단말기,"['H44022', 'H4434']",M01,"['H44022', 'H4434', 'H4401A']",,,['김상군'],,,,,2008-01-02,,,2007-12-21,3000000000000.0
1118109945,['특허법인대한'],,['주식회사 디투엔지니어링'],2017-10-24,3020000000000.0,등록,강체 전차선용 브라켓,"['H1129', 'G169']",M001,"['H1129', 'G169']",,,"['최준식', '김낙경']",,,,,2018-08-27,,,2018-07-23,3010000000000.0
8438104043,"['김남식', '한윤호', '이인행', '양기혁']",,['(주)아이원'],2013-06-27,3020000000000.0,등록,차량용 루프랙,['G22954'],M01,['G22954'],,,"['신희택', '권용우', '김용덕', '연장흠', '최태욱', '황종일', '지대현']",,,,,2014-07-08,,,2014-06-30,3010000000000.0
1178104777,['고승호'],,['주식회사 엠엔지 이엔티'],2014-08-13,3020000000000.0,소멸,태블릿 PC,['H51A'],M001,['H51A'],,,['안성주'],,,,,2015-06-25,,,2015-06-16,3010000000000.0
