BusinessNum,Job,EmployeeStatus,ReviewDate,TotScore,PromotionScore,WelfareScore,BalanceScore,CultureScore,ExecutiveScore,ReviewTitle,Advantage,Disadvantage,ForExecutive,GrowthYN,RecommendYN
2098704556,IT/인터넷,전직원,21-Jun,20.0,20.0,20.0,20.0,20.0,20.0,"""오늘과 내일이 다른 회사. 방향을 없이 떠다니는 잎사귀같은회사.""",점심 대표가 사줌(그렇다고 맛잇진않음 김밥한줄같은거)..... 그것뿐 자유로운연차/칼퇴는 가능,"매우 열린회사인 것처럼 포장해놓았지만, 전혀 지켜지고 있지 않음 중간보고 20분전에 중간보고관련 추가업무 줘놓고 시간 걸릴것같다그러니 일못하는걸로 평가함 ....그냥 안좋은건 다안좋다고 보면됨",논리적일꺼면 끝까지 논리적이었으면... 논리있는 '척'하지 말길,,
2208100623,,전직원,18-Jun,80.0,80.0,80.0,80.0,80.0,80.0,"""보람차게 일할 수 있고, 다양한 개발 환경과 서버 클라이언트에서 경력을 쌓고 싶은 사람에게 추천""","연차 자유롭게 사용 가능, 자기개발 지원 수평적인 분위기 교육시스템이 있어 신입에게 좋은 직장",데이터 통계를 정해진 시간내에 해야하는 부담이 있음 대용량 데이터 처리에 오류발생 시 문제가 심각해짐,다양한 복지를 제공해주면 좋을 듯 함,성장,이 기업을 추천 합니다!
1208809746,디자인,현직원,19-Jan,100.0,100.0,80.0,60.0,60.0,80.0,"""다양한 경험을 할 수 있는 곳으로 해외 출장으로 전세계를 경험할 수 있습니다.
그 경험을 바탕으로 자기계발이 가능한 곳""",윗사람 눈치 안보고 퇴근하기/ 해외 출장시 휴가 붙여쓰기/ 저녁회식 없음 / 결제 빠름,문서작업이 많음 / 업무 완성도에 대한 기대가 높음 /,다양한 복지를 늘려줬으면 좋겠습니다.,성장,이 기업을 추천 합니다!
1208601253,현직원,서울,,100.0,80.0,80.0,80.0,80.0,100.0,"""밝고 행복한 사람은 어디든 환영받음.""","일정 수 이상의 시스템 사용고객사 확보로 탄탄한 고정 수익을 가지고 있는데다, 섬유 업종과 관련된 대부분의 주요 국책 R&D를 주관함으로써 업종 전문 기업으로 포지셔닝 되어 있어 안정성과 장기적인 전망을 갖추고 있음 또한 기술 역시 웹기반에 특화시켜 전자정부프레임 기반 및 MS 기반 기술 등 골고루 갖추고 있고, 자체 솔루션을 가지고 시장을 선도해 나가는 강소기업임.","기업 문화가 안정에 기반을 두고 있어, 벤쳐적인 튀는 사업 아이템에 대해서는 보수적인 시각과 순발력이 떨어짐.",안정보다는 성장에 더 무게를 두어 중견기업 또는 강소기업을 목표로 부가가치를 높이는 경영이 필요함. 장기적으로 직원복지시설을 갖춘 독립된 사옥을 갖추고 50년 기업으로 뿌리내리는 방향으로 추진,성장,이 기업을 추천 합니다!
1448108199,IT/인터넷,현직원,18-Aug,100.0,100.0,100.0,100.0,100.0,100.0,"""5년차 기업으로서 자체적으로 연구소를 보유하고 운영하고 있으며 자사제품 연구개발로 다양한 제품을 보유하고 있는 믿음직스러운 회사입니다.""","풍부한 경험으로 노하우를 보유한 친절하고 든든한 선배들이 이끌어주고 후배들 또한 자기 맏은바 열심히 하는 모습과 의지, 열정이 좋은 결과를 만들어 내고 있는 성장동력이 풍부한 회사입니다",자사제품 판매를 통하여 대 내외적으로 꾸준히 성장하고 있지만 숫자가 많은 매출을 하고 있지는 못하는 것이 좀 아쉬운점입니다,과장급의 중간리더가 몇명더 있으면 좋겠습니다. 뽑아주세요^^,성장,이 기업을 추천 합니다!
1098107544,IT/인터넷,현직원,21-Sep,60.0,60.0,60.0,20.0,80.0,60.0,"""기본적으론 좋은 곳이라고 생각하나 오래 다닐 수 있을진 확신이 안 서는 회사""",사옥이 깨끗하고 근무환경은 괜찮습니다. 다양한 개발 환경에서 일해보기 좋습니다. 사내카페도 생기고 여러모로 복지면에서 신경써주시고 있는 것 같다고 느꼈습니다. 주변 물가는 높은 편이지만 인근 인프라도 있을 건 다 있고 역 근처라 거리면에서도 나쁘지 않습니다. 사내 분위기도 나쁘지 않고 팀원들도 거의가 좋은 사람들입니다.,그 모든 장점을 상쇄하고도 남게 업무량이 너무합니다. 디폴트가 잔업 야근... 갈수록 감당하기 버거워져 이래서 이직률이 높구나 깨달았네요.,최소한의 워라밸은 지킬 수 있어야 직원들의 장기근로가 가능할 것 같습니다.,비슷,이 기업을 추천하지 않습니다.
1068706829,,전직원,21-Jan,60.0,60.0,60.0,60.0,60.0,60.0,"""전체적으로 다니기좋은회사 사람들관계도 좋고 업무량도 빡세지않음""",연차를 자유롭게 눈치보지않고 쓸수 있고 대체적으로 자유로운 분위기이며 재택근무도 효율적이게 운영하고 있는점이 장점,"연봉이 그렇게 높은편은 아니지만 엄청 낮지도 않음
또한 위치가 교통편이 편한곳에 위치하지 않아 불편한 점이 있음",직원들의 불만을 듣고 수용할수 있는 임원진이 있으면 ㅓㄷ욱더 좋은 회사가 될거같습니다,비슷,이 기업을 추천 합니다!
3138100360,엔지니어링,현직원,21-Dec,40.0,20.0,40.0,40.0,20.0,20.0,"""건설로 시작하여, 통신 유통 레저(서원밸리 골프장 운영) 등의 내실있는 사업을 유지하고 있는 기업.""",경력자 우대. LH공사 등 공공건축공사 실적이 높은 편. 서원밸리 골프장을 비롯한 경쟁력 있는 사업을 병행 중인 그룹사.,"Owner중심의 경영체제로 소신있는 소통이 불가하고, 본사와 현장 간 우호적이기보다 대립적 측면이 강함. 소통과 협력보다는 개인역량 비중이 높음. 업무에 비해 급여 등의 보상이 적어 이직하는 직원이 많음. 선후배 간의 유기적인 협력을 통한 성장보다는 독자적인 성장.","Owner중심의 지시지적과 상명하복의 폐쇄적인 기업문화에서 벗어나 실질적인 본사와 현장 간의 소통과 협력 관계 구축하고, 유능한 인재의 유출을 막고 유입을 독려하는 보상체계 개선 필요.",비슷,이 기업을 추천 합니다!
2158608076,IT/인터넷,전직원,17-Nov,60.0,60.0,60.0,40.0,80.0,80.0,"""사람들이 착한편..
기획자들 있는 본부와 개발팀이 있는 본부가 색깔이 엄청나게 다름""","일이 없음 그냥 감.
사내 고유 문화가 있음 - 상,하반기 워크샵, 맥주파티.","기획이 속한 실의 야근을 매우 장려하는 문화
한사람 할일이 절대 아닌데 ""그냥 사람이 없으니 해라"" 이런 경우가 왕왕 보임
구축하러 들어왔는데 다른 것을 시키니 당황했음","기획자들이 왜 자주 퇴사하게 될까요.
너무 짐이 무거운데 반하여 rule이 보이진 않아요",비슷,이 기업을 추천하지 않습니다.
1148600766,IT/인터넷,전직원,18-Jul,40.0,60.0,40.0,80.0,40.0,20.0,"""다양한 프로젝트를 진행하고 커리어에 도움이 될만한 좋은 프로젝트들이 많았다. 하지만 최소인원 최대효과를 바라는 점이 아쉬웠다.""","식사는 윗분들이 자주 사주셨고, 같은 프로젝트의 상사들이 정말 좋은 분들이었다.",일단 회사경영의 어려움으로 직원정리를 한다며 갑작스럽게 그만두게 되었다.,후에 잘 되고 있는 것 같아서 좋지만 직원들을 더 인간적으로 대해주고 아끼는 마음으로 일했으면 좋겠습니다.,성장,이 기업을 추천하지 않습니다.
1068601077,유통/무역,전직원,19-Nov,20.0,20.0,20.0,40.0,40.0,20.0,"""이회사는 사람을 로봇이라 생각함. 심지어 로봇인거같은 사람도 다님""",월급안밀림. 내일만 하면됨. 사무실 조용해서 일집중은잘됨. 일은 많이 배움,일계속줌.끝없음 일찍출근해야 안찍히고 늦게가야 윗사람들이 좋아함. 근대 좋아만하고 혜택은 없음. 사람감정은 중요치 않음. 앞에서만 힘든거 안다고하고 1도모름. 아니 알려하지도 않음. 단점이 많아서 손가락 아파서 다 못쓰겟음.,"이럴거면 로봇을 장만하여 일을 돌리세요
사람은 감정이 있습니다.",비슷,이 기업을 추천하지 않습니다.
3808706898,,전직원,21-Jun,80.0,60.0,60.0,60.0,80.0,80.0,"""좀 규모 있는 스타트업 기업. 라인게임즈 투자받음""",자유로운 분위기. 어느정도 본인 의견 낼 수 있고 강압적이지 않음.,스타트업 특성상 한사람이 많은 일을 해야하며 업무가 많아 바쁘다.,조금은 효율적으로 업무가 배분됐으면 좋겠다.,성장,이 기업을 추천 합니다!
1198609285,IT/인터넷,전직원,20-Jan,40.0,100.0,40.0,80.0,40.0,40.0,"""소문이 상당히 않좋았던 회사, 재직중인 사람이 자율적으로 일만 잘하면 기회는 많을 회사""",근태가 자유롭고 업무는 자유롭게 하는 것으로 안다. 표면적인 압박이 타사보다 덜하다.,본인이 스스로 열심히 하지 않으면 다니기 힘들어 진다. 회사 구성원 인원이 얼마 안되다 보니 소문에 매우 민감하다.,최소한의 교육 및 가이드는 제공해야 한다.,비슷,이 기업을 추천하지 않습니다.
1058104324,영업/제휴,전직원,19-Dec,60.0,60.0,60.0,60.0,60.0,60.0,"""내 의견을 내세울 수 없는 분위기. 무겁고 군대식 분위기""",기술영업 기본을 배우기에는 좋고 실적에 따른 혜택을 위한 제도를 많이 만들려고 하는 것 같음,이직률이 높은 편. 실적에 대한 압박과 회사내규에 따른 규칙들이 많음,직원들의 의견에 좀 더 귀를 기울이면 좋을 것 같습니다,비슷,이 기업을 추천하지 않습니다.
6218105896,연구개발,전직원,21-Mar,40.0,20.0,20.0,20.0,20.0,20.0,"""이시대에 보기힘든 공산주의(?)적인 회사이고 직원들을 소모품 처럼 생각하는 회사""",주차장이 넓고 주변이 산으로 둘러쌓여서 공기가 매우 맑고 귀여운 고양이들을 보며 힐링가능 업무분장이 잘되있음,근무시간이 길수록 업무평가가 좋은회사임 임원들은 대기업만큼 체계가 잘되있다고 생각하는데 체계는 1도없고 그냥 회장이 하라하면 뭐든 해야하는 회사 더울때 에어컨 트는것도 정해진 시간에 1시간씩 잠시만 가능하고 겨울에 난방기도 똑같이 컨트롤해서 여름에 덥고 겨울에 추움 cctv를 사무실 곳곳에 설치해 실시간 감시당하는 기분임 아직도 윈도우 xp씀,직원들의 이야기에 귀기울여 듣는 척하고 불만 토로하는사람들 눈밖에 내놓고 힘들게하지말고 진짜 불만은 들어주고 개선사항은 고칠 수 있는 회사가 되길 시설이나 시스템 업그레이드에 투자해서 근무환경 개선해야할듯,비슷,이 기업을 추천하지 않습니다.
1218108196,전직원,인천,,20.0,20.0,20.0,20.0,20.0,20.0,"""전 가족이 모여 있는 가족 회사 회사라기보다는 가게 수준의 내부 시스템.(기본 수준의 체계가 전혀 없음) 특정 위치의 몇 사람에 의해 모든 것이 결정되고 내부 기준이나 합리성은 전혀 찾아볼 수 없는 독단적인 근무 환경.""",월급 안 밀림.월급 안 밀림.월급 안 밀림.월금 안 밀림.월급 안 밀림. 월급 안 밀림,"[연봉] 최저 시급을 주는게 당연하다는 마인드를 가지고 있음 입사 후 1년이 지나도 연봉 협상을 하지 않음. 업무 중간에라도 이상한 핑계를 대 연봉이 삭감되는 경험을 할 수 있음  [업무분위기] 가족 회사라서 모든 업무가 그들 뜻대로 진행이 됨. (업무 프로세스 체계가 전혀 없음) 일을 잘하고 못하고는 전혀 문제가 되지 않으며 눈 밖에 나면 가차없이 팽 당함. 어차피 모든 결정이 특정 몇몇에 의해 결정되기 때문에 직원들은 좋은 아이디어를 낼 필요가 없다고 생각을 하며, 의욕과 사기는 바닥에 떨어져 있음.  [근무환경] 신입사원 입사 시 OJT 이런 거 전혀 없음. 그냥 눈치껏 찾아서 해야 하는 분위기 너무 오래된 건물이라 화장실이 공중화장실 수준보다 더 불결함 한쪽 사무실을 거의 창고 수준으로 만들어놔 사무직이면서도 물류직에서 일하는 것 같은 분위기를 느낄 수 있음. 직원들 복지에는 전혀 돈을 안 쓰기 때문에 비품 등 업무에 필요한 비용을 쓸 때 너무 눈치가 보임 마땅한 회의실 하나 없어 회의 진행이 어려움 명분상 휴게실이 존재하긴 하나 사용이 너무 번거로움  [발전가능성] 내부 시스템 상 능력있는 직원이 오래 근무할 수 없는 구조이기에 현 상태 유지하는 것만으로도 다행으로 보임 모든 걸 간섭하는 한 발전은 어려워 보임  [복지] 빨간날이 연차로 소진되기 때문에 연차가 없다고 보면 됨 채용란에 올라와 있는 복지는 모든 입사자에게 적용되는게 아님. 그럴싸한 복지를 내세우지만 결국 몇몇 직원들에게 제한적으로 적용됨. 식대 없음, 명절휴가비는 입사 기준에 따라 차등 지원, 맛사지샵 제휴 종료로 없어짐 통신회사인데 통신비 지원이 없음, 워크샵, 정기회식 전혀 없음 직원 생일 때 케익 하나 줌.",돈을 벌어다 주는 사람은 결국 회사에서 일하는 직원임. 기업리뷰 조작할 시간에 한번이라도 회사를 위해서 일해 주는 직원들에게 감사한 마을을 가지고 다시 한 번 돌아보길 바람. 경영 능력이 모자라는 건 죄가 아님.경험을 쌓고 배워가면 충분히 가능한 일임. 모든 걸 간섭하기보단 없더라도 잘 돌아갈 수 있는 조직을 만드는 것이 진정한 경영자의 능력인걸 알길 바람.,,
2208104887,IT/인터넷,전직원,19-Mar,20.0,20.0,20.0,20.0,20.0,20.0,"""군대문화 꼰대문화 성희롱권장문화 소통없음 적은연봉 차별문화 체계없음 야근주말출근""",뭐가 있을까 하나는 있겠지....명절 떡값 5만원?...,일 하는 사람만 하고 안 하는 사람은 놀러다닌다. 일하는 사람들은 일이 너무 많아서 정신병걸리고 건강 아작나고 다들 울분에 차 있음. 군대문화 안 따르는 애 있을라 치면 상사들이 괴롭힘. 일 하는 스타일은 놀랍도록 주먹구구. 계획도 없고 아무것도 없다. 문제가 생기면 해결보다는 책임자를 속출해서 망신주고 닥달하는 시스템. 윗선들이 나서서 사원들 이간질. 군대문화. 상사 퇴근 전 퇴근 못함. 상사 회식 후 올때까지 기다려야함. 편하게 팽팽 놀면서 다니는 인간들 많은데 그 사람들 일까지 다 하다가 우울증걸림..아..쓰면서도 또 억울하다....,요구사항 안 들어줄거면 가식적으로 듣는 척도 하지 말것....뒤에서 사원들 소문내고 욕하고 다니지 말 것 ...아니다 그냥 망하길..,,
1798102648,,전직원,21-Sep,60.0,80.0,40.0,40.0,60.0,80.0,"""잘맞는사람은 좋아할만한 기업 스스로 해내야함 임원들 마인드 괜찮음""",연차 거의 자유롭게 사용가능 자유로운 분위기 해야할일만 제대로 하면됨,왜 이걸 해야하지 하는 의문이 드는게 많음 해야할일을 제대로 하는게 힘듬,연봉좀 더 챙겨줬으면 좋을듯 그래도 임원진들 마인드는 나쁘지않음,비슷,이 기업을 추천하지 않습니다.
1248100205,전직원,경기,,40.0,20.0,60.0,60.0,60.0,40.0,"""가족회사의 끝판왕 발전없이 일하고 싶다면 가도 좋음""","복장 자유, 직원들끼리의 텃세 없음, 업무의 강도도 낮은편 그거 이외에는 딱히..",단순 보고를 위한 문서작성이 많음. 대기업 따라하는 보고서작성.. 정작 관리는 하나도 안됨. 가족회사 답게 눈치 많이받음. 정말 쓸모없는 회의도 많고 시간 많이 잡아먹습니다. 업무체계도 제대로 안되어 있어서 사수가 없음. 뭘 할지 모르겠는데 화만 냄.,직원들 복지 좀 신경쓰셨으면 합니다. 가족회사인지라.. 할말은 많지만... 쓸모없는 문서체계와 회의도 바뀌어야합니다.,비슷,이 기업을 추천하지 않습니다.
2998102111,미디어/홍보,전직원,21-Oct,20.0,20.0,60.0,20.0,60.0,20.0,"""겉포장은 좋아 보이지만 속을 따져보면 체계가 없고, 눈치를 많이 줌""",몇 사람 제외하고 전체적으로 직원들끼리 화기애애함. 야근수당있긴있음. 간식은 진짜 잘 사주심. 사회성 떨어지는 한 사람으로 모두가 대동단결 하는 분위기가 있음.,"일을 갯수로만 판단함, 대표님이 눈치를 많이봄, 대표님이 바지사장 같을 때가 있음, 소통이 정말 안되어서 일을 확인도 안하고 지시했다가 다시 하는 일이 있음, 근데 이걸 뭐라하는 사람이 없음, 직원들끼리는 불만이 쌓이는데 해소되는건 없음, 사람을 뽑는게 중요한게 아닌것 같은데 사람만 뽑겠다고 하는것 같음. 피디에 모든 잡업무가 많이 몰려있으나 그게 당연시 되어있는 분위기. 곰팡이 핀 벽에 고급벽지로 감춘 느낌","대표님 다운 면모가 필요해보임, 원인을 파악하고 해결하려고 하셨으면..
근본을 해결하기보다 자꾸 덮으려 하는데 그럴 수록 더 곰팡이균이 퍼진다는 건 아셨으면 좋겠음",,이 기업을 추천하지 않습니다.
2148605234,IT/인터넷,전직원,21-Jul,20.0,20.0,20.0,60.0,40.0,20.0,"""사장이 너무 직원들을 소모품 처럼 생각한다. 급여는 적은 편인데 시키는 일이 너무많다""",장점이리고는 딱히 생각이 나지 않는데 교통이 편리하다는 것. 주변에 식당이 많다는 정도이다,사장이 너무 자기 생각대로만 회사를 운영하지 말고 직원들에 고충도 들어가면서 경영했으면 한다. 급여 인상폭이 너무 적다,사장 주머니만 챙기지 말고 합리적인 차원에서 직원들에 보상체계를 잡아 주었으면 한다.,,
1048100376,경영/기획/컨설팅,전직원,21-Oct,20.0,20.0,20.0,100.0,20.0,20.0,"""우물안에 갇혀사는 다수의 인간들이많다
연봉안올려주니 주식이나 부동산 공부하겠단말을
아무렇지않게한다
그것도 열심히하는사람들앞에서..
근로의욕상실""","편하고 워라밸좋음 근데 점점 워크가 없어지는듯
서울역에 있어서 교통좋음
갑이아닌데 갑질할수있음","일을 안하는게 최고의 미덕
성과가 없는데도 성과급달라며 징징... 안주면 일덜하겠다 시전인 사람들 덕분에 발전이없다","물갈이 제발 하셔야할듯... 계속두면 곪아 썩어요
이미 썩었을수도있고",,이 기업을 추천하지 않습니다.
2108106546,IT/인터넷,전직원,19-Aug,40.0,40.0,40.0,40.0,60.0,60.0,"""개발 경험 자체는 쌓을 수 있지만
자기가 원하거나 하고싶었던 것에선 좀 멀어질수는 있음""","연차는 자유롭게 쓸 수 있는 편
중식, 석식 제공
업무시간동안 꽤나 자유로운편","연봉이 적음
연봉협상이 잘 이루어지지 않음
퇴근시간이 지나도 자리에 앉아있는 직원이 대부분이라 정시퇴근이 매우 눈치보임","직원복지를 조금 늘려줬으면 좋겠음
근로계약과 연봉협상을 확실하게 했으면 함",,이 기업을 추천하지 않습니다.
4748600549,디자인,전직원,20-Sep,20.0,60.0,60.0,60.0,20.0,20.0,"""대표와 개발자의 생각으로만 돌아가는 회사, 시스템이 구축되지 않는다면 발전이 힘들 것""","자유로운 복장, 회식문화 없음, 충분한 보수와 연봉, 역에 인근한 회사 위치","기본 시스템 없음, 주변에 추천하지 않을 회사, 창문 없는 사무실 공간",프로젝트를 진행함에 있어서 체계가 필요한 것 같음,비슷,이 기업을 추천하지 않습니다.
6568102916,,현직원,20-Dec,100.0,100.0,80.0,80.0,100.0,80.0,"""투자 자산 포트폴리오 서비스를 개발하면서 개발자가 대우 받으며 성장할 수 있는 곳입니다.""","최고급의 개발장비(450만원)를 지원하며, 강남역 근처에 사무실이 위치하고, 에스프레소 커피 머신과 대표를 포함해서 전부 개발자 출신의 멤버들이 제품에 대해서 이야기 합니다.","아직 초기 단계라, 사무실이 큰편이 아니고, 복지 등이 많지 않습니다.",제품에 좀 더 집중해서 지표를 끌어 올려서 더 크게 확장했으면 합니다.,성장,이 기업을 추천 합니다!
1218608643,,현직원,18-Sep,40.0,60.0,20.0,40.0,60.0,60.0,"""공장이 없는 회사다 보니 성장에 한계가 있는걸로 보인다.""",대표님이 영업능력이 너무 뛰어나다. 하지만 한가지 일에만 집중해야지 너무 분산적으로 일을 하니 업무 효율이 떨어질때도 있다.,일하는 사람이 정해져있다. 그래서 일할때 약간 불평등하다가 생각 할수도 있다.,신입사원과 경력직들을 뽑아 많이 대우를 해준다면 성장할수 있는 기회가 분명 있을것이다.,비슷,이 기업을 추천하지 않습니다.
1078602231,IT/인터넷,전직원,21-Mar,60.0,80.0,60.0,60.0,40.0,40.0,"""자기자신의 마음가짐이 중요한 곳 능력을 키우고 싶다면 능력을 키울 수 있고 편하게 다니고 싶다면 편하게 다닐 수 있다""",교육에 대한 지원을 아끼지 않는다 먹는 것에 대한 지원을 아끼지 않는다 금요일 16시 퇴근,고인물들이 많아 일이 많은 사람에게 일이 몰림 급격하게 늘어난 인원으로 체계적이지 않다 발표나 영상 시청등의 프로그램들을 추진하여 아침에 일찍와서 참여하라고 반강제 강요,전부다 차장 부장 이사면 일은 누가 하나요 ?,성장,이 기업을 추천 합니다!
1308102475,서비스/고객지원,전직원,19-May,60.0,60.0,60.0,60.0,40.0,20.0,"""줄 잘서면 오래 편하게 다닐수 있는 곳이나 줄 잘못서면 피박을 면치 못함 구시대적인 기업 경영 방식이고 기본적으로 사람이 귀한줄 모름. 돈이 어디서 새는지도 모르고 새는 돈만 잡아도 기업복지는 더 좋아질 것으로 예상됨 대기업 복지 따라가려다가 가랑이 찢어진 회사""",줄 잘서면 편하게 놀면서 일할수 있음 술 잘 마시고 사장 비위 잘 맞추면 끝,줄 못서면 박 터지게 일해도 피박씀 밀어주는 사람이 없으면 죽었다 깨어나도 승진못함,사람을 본인의 기준으로 선택하지말고 회사를 위해서 회사에 꼭 필요한 사람을 키워주면 좀더 나은 기업이 되지 않을까 합니다,,
1138104905,,전직원,21-Apr,100.0,80.0,80.0,100.0,80.0,80.0,"""좋은기억밖에 없었던 기업. 봄쯤 입사해서 그런지 봄만되면 기억이 난다.""","연차 쓰는거나 식대등 기본적인것으로 눈치를 주지 않는다.
사장님 부장님 등 직원들이 거의 다 좋았다.
야근이 없고 업무시간에 틈이 생기면 공부하라고도 하셨다.","단점이 크게 없다.
찾는다면 어떤 직원 한명이 기분이 오락가락 하는데 그사람 비위 맞춰야하는거",바라는게 없다. 꽤 오래 지났는데도 좋은 직장이었던 기억밖에 없다.,비슷,이 기업을 추천 합니다!
1058707936,생산/제조,전직원,21-Jan,80.0,80.0,60.0,80.0,80.0,60.0,"""정시 출근, 칼퇴근 가능. 직원을 우선시 하는 회사.""","정시 출근, 칼퇴근이 가능하며, 터치가 거의 없다. 대표님도 매우 좋으신 분으로 회사보다 직원을 우선시 한다. 연차 사용에 대한 부담이 없다.",업무가 다소 많은 시기가 있지만 겨울엔 일이 없어 개인시간을 갖는 경우도 많다.,대표님이 아시는 것도 굉장히 많으시고 직원을 먼저 생각하는 좋으신 분입니다.,비슷,이 기업을 추천 합니다!
2118702127,IT/인터넷,전직원,15-Jul,40.0,40.0,40.0,40.0,60.0,60.0,"""작지만 열정이 있었던 회사. 사업다각화로 인한 주요 인력들이 퇴사""","열정으로 뭉쳐 잘 해쳐 나가고 있었으나, 많은 기존 멤버들이 퇴사를 하여 로드맵이 애매해 짐","다양한 영업적인 부분에 대한 진출이 조금 많은 걸림돌이 있으며, 이에 대한 영업전략 또한 쉬워 보이지 않음",다양한 의견을 수렴하여 다양한 사업기회를 모색해 주었으면.,비슷,이 기업을 추천하지 않습니다.
2098103575,IT/인터넷,현직원,21-Apr,80.0,60.0,60.0,100.0,60.0,80.0,"""아직 단점을 발견하지 못했습니다. 교보생명 운영으로 있으면서 경력 단절 빼고는 완벽한 워라벨 유지 중""",사람도 좋고 일도 편하고 연차 마음대로 가능 돈도 나쁘지않게 받음.,sm 이라 어쩔 수 없는 경력의 단절.. 종각이라 출퇴근 혼잡 이거 두개정도..?,현재 대표님 너무 좋으신 분 같습니다,비슷,이 기업을 추천 합니다!
1208104337,IT/인터넷,현직원,21-Jan,60.0,60.0,60.0,60.0,60.0,60.0,"""규모는 대기업이지만 평범한 중소기업 그 자체..라고 할 수 있음""",최대의 장점은 건물이 선릉역과 지하로 이어져있어 날씨에 상관없이 비나 눈을 맞지않고 출근할 수 있음,"계열사 및 타기업 인수 등 전체적인 매출규모만 보면 큰 기업처럼 보일 수 있으나, 연봉이나 복지등은 평범한 중소기업과 크게 다르지 않습니다. 이름좀 날리는 중견이상 기업을 생각하고 오시면 크게 후회할 수 있으나 그냥 중소기업 수준으로 보고 오시면 그럭저럭 만족할만 합니다.",경영진에 특별히 기대할게 없습니다............,비슷,이 기업을 추천하지 않습니다.
1208100350,IT/인터넷,전직원,14-Nov,60.0,80.0,20.0,80.0,80.0,40.0,"""인터넷 멀티미디어 사업에 대한 많은 것들을 얻을 수 있으나 동종업계 대비 연봉이 낮은편 입니다.""",자율적인 분위기와 경력 대비 많은 경험을 쌓을 수 있는 회사 입니다.,"경영진이 도전 정신이 미흡하며, 동종업계 대비 연봉이 낮은편 입니다.",사업 다각화 및 도전 정신이 필요 합니다.,,이 기업을 추천하지 않습니다.
1148602866,IT/인터넷,현직원,22-Feb,80.0,40.0,20.0,20.0,20.0,20.0,"""사람들은 좋고, 복지도 만들어가려고 노력하지만 부족함이 있음""",사람을 챙기려고 노력하는 것이 보임. 복지도 하나씩 늘려가려 노력함,복지가 외부에 나가있는 사람들에겐 해당이 되지 않음. 그래서 복지를 못누림. 그리고 야근을 당연시함. 야근수당도 안챙겨주면서 새벽에 끝나고 다음달 정상 출근해야함.,파견나가있는 직원들도 생각해주셨음 좋겠습니다. 현재 복지는 본사사람들만 해당되는 것들이 많습니다.,,이 기업을 추천하지 않습니다.
1268104240,경영/기획/컨설팅,현직원,18-Aug,40.0,40.0,20.0,80.0,60.0,40.0,"""워라벨은 좋은곳으로 여자들 편하게 다니기 좋다. 여자에게 일도 안시키고""",워라벨은 좋고 오래다니면 짬이 붙어서 건들지도 않고 다니기는 편함,월급이 제자리..초봉이 계속간다..그게 전부인 사고만안치면되니깐 발전이 없음.,"칭찬받을 계획만 보고 받지 말고, 추진결과 좀 보고받길...제발.. 계획만 잘하면 승진각.",,
2208107451,,전직원,21-Mar,100.0,100.0,100.0,100.0,100.0,100.0,"""전문성을 높일 수 있는 회사
전반적으로 화목한 분위기""","전문성을 높일 수 있으며
대체적으로 편안한 근무환경이다","근무 시 필요한 전문지식이 형편없던 나로서는
첫 적응이 힘들었다","신규 사업 추진에 적극적인 투자를 바라며 더욱 발전할 수 있는
기업이 되었으면 함",성장,이 기업을 추천 합니다!
1198100545,전직원,서울,,60.0,60.0,40.0,60.0,40.0,40.0,"""평범한 중소기업이다. 정보통신공사가 주 매출 수입원이며, 일을 배울수 있다""","일을 다양하게 배우며, 다양한 경험을 쌓을수 있다. 개인 업무의 스펙트럼이 넓다",업무의 스펙트럼이 넓다는건 누구에게나 장점이 될순 없다. 업무량 대비 급여가 다소 만족스럽지 못하다,인재를 키우며 먼 미래를 내다보는 경영을 했으면 한다.,비슷,이 기업을 추천하지 않습니다.
