BusinessNum,patentTitle,abstract,country,nationCode,pubReg,ipcInfo,applicationDate,applicationNumber,issueDate,patentNumber,deepLink
1190807712,콤팩트 용기의 버튼,“콤팩트 용기의 버튼”의 형상과 모양의 결합을 통하여 전체적으로 새로운 심미감을 갖는 것을 디자인창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2021-09-07,30-2021-0042543,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020210042543
1051501752,무인 복합기 제어 관리 시스템 및 방법,"본 발명은 무인 복합기 제어 관리에 관한 것으로, 보다 구체적으로는 공중이 사용가능하게 설치되고 터치스크린 형태의 사용자 인터페이스를 구비하는 터치 기반 단말기를 포함하는 복합기와 이를 원격으로 관리하는 서버를 구비하여, PC와 같은 별도의 제어기기 없이도 사용자가 간편하게 복사, 인쇄, 스캔 또는 팩스 송수신과 같은 작업을 수행할 수 있도록 하여 관리적, 공간적 한계를 개선시키며 특히, 무인 복합기에서의 팩스 송수신이 서버를 통해 이루어질 수 있게 하여 팩스 송수신을 위해 복합기마다 별도의 고유 번호를 부여받지 않고도 팩스 송수신이 가능하고, 팩스 송수신시 인증번호만으로 장소나 시간에 제한되지 않으면서 대리 수신도 가능케 하고 또한, 서버에 저장되는 팩스의 보관기간이나 서버에서 복합기로의 팩스 전송 횟수도 사용자가 제어할 수 있게 하는 무인 복합기 제어 관리 시스템 및 그 방법에 관한 것이다. ",ko,한국(KO),등록,"['H04N-001/32', 'H04N-001/04']",2016-05-11,10-2016-0050640,2014-10-30,10-2014-0149238,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020140149238
5142606552,쿠션 카페트 및 이의 제조방법,본 발명은 구조 및 제조 방법을 개선하여 오랜 기간 사용하여도 지속적인 쿠션 효과를 유지하고 미끄럼 방지 기능이 우수하며 슬립이 생기지 않아 제품의 질이 향상된 쿠션 카페트 및 이의 제조방법을 개시한다.,ko,한국(KO),등록,"['D03D-027/00', 'B32B-005/02', 'B32B-005/26', 'D04H-001/46', 'D06M-017/00', 'D04H-001/54', 'A47G-027/02', 'B32B-005/06']",,,2016-05-12,10-2016-0058323,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020160058323
5892400040,가방용 버클,'가방용 버클'의 형상과 모양의 결합을 디자인창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2021-02-23,30-2021-0009111,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020210009111
1196900079,치과용 보철물을 제조하는 방법 및 치과용 보철물 ,"본 발명은 디지털 디자인을 기반으로 하는 전통적인 장인 기술 또는 순수 수작업 기술이 다른 최신 기술과 결합되거나 병합되는 치과 보철물 제조 방법을 설명하고, 상기 방법은 환자의 입의 디지털 이미지를 획득하는 단계, 각각의 환자에 대해 개인화된 방식으로 치과용 피스(1) 및 잇몸(4)을 디지털 방식으로 디자인하는 단계, 양 부분을 별도로 제조하는 단계, 암수꼴 이음에 의해 상기 치과용 피스 및 상기 잇몸을 장착하는 단계, 및 상기 보철물을 최종적으로 처리하는 단계를 포함한다. 게다가, 본 발명은 또한 치과용 보철물을 포함하고, 상기 치과용 보철물은 적어도 하나의 치과용 피스(1) 및 잇몸을 포함하고 상기 치과용 피스 및 잇몸 모두 암수꼴 이음 수단에 의해 접합된다.",ko,한국(KO),공개,"['B33Y-050/00', 'A61C-013/08', 'B29L-031/00', 'B33Y-080/00', 'A61C-009/00', 'A61C-013/00', 'B29C-045/56', 'A61C-013/10', 'B33Y-010/00', 'A61C-013/087']",2022-10-25,10-2022-0143660,2022-08-11,10-2022-7027905,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020227027905
1274404276,"숏크리트 보강용 섬유 그물망, 숏크리트 보강용 섬유 그물망 제조 방법 및 숏크리트 보강용 섬유 그물망을 이용한 터널 시공 방법","숏크리트 보강용 섬유 그물망, 숏크리트 보강용 섬유 그물망 제조 방법 및 숏크리트 보강용 섬유 그물망을 이용한 터널 시공 방법이 개시된다. 본 발명의 일 측면에 따르면, 숏크리트에 매립되어 구조물을 보강하는 섬유 그물망으로서, 고분자 섬유로 이루어진 경사(經絲)와 상기 경사에 대해 횡방향으로 배치되는 고분자 섬유로 이루어진 위사(緯絲)를 포함하는 격자 그물망 본체와; 상기 격자 그물망 본체의 표면을 피복하여 상기 경사와 상기 위사를 결착하는 코팅막을 포함하는, 숏크리트 보강용 섬유 그물망이 제공된다.",ko,한국(KO),공개,"['E21D-011/00', 'E21D-011/10', 'E21D-020/00', 'E21D-011/38', 'E21D-011/40']",2019-05-30,10-2019-0059188,2018-04-19,10-2018-0045732,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020180045732
1060105638,스폿 용접기용 동테이프 가이드 부품,'스폿 용접기용 동테이프 가이드 부품'의 형상과 모양의 결합을 디자인창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2021-06-10,30-2021-0027595,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020210027595
1050707660,커튼형 가방 우산,"본 발명은 우산에 관한 것으로, 더욱 상세하게는, 우산을 사용하면서도 양손을 자유롭게 사용할 수 있도록 우산대를 가방에 연결하고, 우산의 보호범위를 넓히기 위해 전신을 감쌀 수 있는 길이의 측면비닐을 사용하며, 개폐가 용이하도록 레일을 사용하는 우산에 관한 것이다. 가방, 연결 프레임, 상부 프레임으로 구성 된 우산 틀에 덮개 비닐과 측면비닐을 연결해 비바람을 막음으로서 양손을 한 번에 활용할 수 있도록 하며, 전신을 비바람으로부터 보호하는 효과가 있다.",ko,한국(KO),공개,"['A45B-011/00', 'A45C-013/40', 'A45C-015/00', 'A45C-003/04', 'A45C-013/10']",2022-07-13,10-2022-0099439,2021-01-06,10-2021-0001675,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020210001675
1090305108,비호지킨 림프종을 치료하기 위한 미톡산트론 리포좀의 용도,"림프종을 치료하기 위한 약물의 제조를 위한 미톡산트론 리포좀 약물 제제의 용도가 개시되어 있다. 림프종은 바람직하게는 비호지킨 림프종, 더 바람직하게는 공격성 비호지킨 림프종, 더욱 바람직하게는 미만성 거대 B 세포 림프종 또는 말초 T 세포 림프종, 보다 더 바람직하게는 재발성 또는 불응성 미만성 거대 B 세포 림프종 또는 말초 T 세포 림프종이다. 미톡산트론 리포좀은 다른 항종양제와 조합하지 않고, 단일 항종양 치료제로서 사용된다.",ko,한국(KO),공개,"['A61K-031/136', 'A61K-009/127', 'A61P-035/00']",2021-03-22,10-2021-0031695,2021-01-14,10-2021-7001296,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020217001296
1210801942,버스정류장,본 디자인은 '버스정류장'의 형상과 모양의 결합을 디자인의 창작내용의 요점으로 함. ,ko,한국(KO),등록디자인,,,,2020-08-28,30-2020-0040502,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020200040502
1222509268,포장용 칸막이,"본 고안은 포장용 칸막이에 관한 것으로서, 일정길이를 갖는 장방형의 판지(110); 상기 판지(110)의 폭방향에 대해 외측으로 반을 접을 수 있도록 길이방향의 중심에 형성되는 하나의 긴 중심절곡선(120); 상기 중심절곡선(120)에 교차되게 형성되는 다수의 절곡선으로서, 일정간격으로 형성되며, 상기 판지(110)의 길이방향에 대해 내외측으로 접기를 가능하게 하는 연속배열절곡선(130); 상기 판지(110)의 내측에 칼집을 내어 다수의 절단선으로 형성되는 부분으로서, 상기 하나의 중심절곡선(120) 상에 일정간격으로 순차 형성되는 절단부(140);를 포함하는 구성을 특징으로 한다.본 고안에 따르면, 접기 방식으로 다수의 사각박스형 칸막이를 간단하게 형성하여 제품 포장에 사용할 수 있고, 사각박스형 칸막이의 사이사이에 탄성에 의한 완충부가 더 구비하므로 충격에 의한 완충기능을 높일 수 있어 제품을 더욱 안전하게 보호할 수 있는 유용함을 제공할 수 있다.",ko,한국(KO),등록실용신안,"['B65D-005/42', 'B65D-005/49']",,,2015-09-09,20-2015-0006035,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUMO&cn=KOR2020150006035
6024202469,고주파 반도체형 펄스증폭기 케이스,"본 발명은 고주파 반도체형 펄스증폭기 케이스에 관한 것으로서, 보다 상세하게는 고주파용 반도체형 펄스증폭기 제작 시 단위 증폭소자의 개별 특성확인을 위하여 커넥터의 체결이 가능한 모듈 형태로 제작하여 지그를 이용하여 측정하고, 지그를 이용해 제작된 개별 증폭 모듈을 조립하여 증폭기 바닥면에 위치하게 하고, 그 위에 테프론 핀을 사용하여 연결된 DC 제어회로가 위치하도록 하는 고주파 반도체형 펄스증폭기 케이스에 관한 것이다.본 발명에 따르면 고주파용 반도체형 펄스증폭기의 기구물을 제작함에 있어서, 증폭기의 증폭부를 커넥터가 체결 가능한 단위모듈로 제작하여 고주파에서 특성을 측정하고 조정하는데 용이해지는 효과가 있다.",ko,한국(KO),등록,"['H03F-001/00', 'H03F-003/217']",2015-06-17,10-2015-0066716,2013-12-09,10-2013-0152080,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020130152080
1210202799,자동 조합 계량 포장 장치,"본 발명은 자동 조합 계량 포장 장치에 관한 것으로서, 특히, 포장 설비에 점착되기 쉬운 소형 경량의 고무 제품을 신속하고 정확하게 조합 계량하여 중량 단위로 비닐백에 자동 포장하기 위한 장치에 관한 것으로서, 제품(10)을 수용 가능한 용기형 대차(110)를 승강 레일(120)을 따라 승강시키며, 상기 승강 레일(120)의 상부에서 상기 용기형 대차(110)의 역상이 가능한 승강기(100)와; 상기 승강기(100)로부터 상기 용기형 대차(110)의 역상에 따라 제품(10)을 공급 받는 투입조(210)와, 상기 투입조(210)로부터 공급되는 제품(10)을 분기시켜 가진을 통해 배출시키는 다수의 분리 배출구(220)와, 로드셀이 마련되어 상기 분리 배출구(220)에서 낙하하는 제품(10)을 일시적으로 저장하되 바닥면(231)이 개폐 가능하며 가로와 세로로 행렬을 이루어 배치되는 다수의 조합 계량조(230)와, 최하위 행의 상기 조합 계량조(230)로부터 낙하하는 제품(10)을 모아 하부로 배출시키는 이송 배출장치(240)와, 상기 조합 계량조(230)에 담긴 제품(10)의 중량을 조합하여 상기 바닥면(231)을 선택적으로 개폐시키는 제어장치(250)를 포함하는 자동 조합 계량기(200)와; 연속적으로 공급되는 비닐(20)을 가로질러 밀봉함으로써 비닐백(30)을 형성하는 제1밀봉부재(310)와, 상기 비닐백(30)을 절단하는 재단부재(320)와, 상기 비닐백(30)의 상부를 부압으로 흡착하여 개방시키는 개봉부재(330)와, 상기 자동 조합 계량기(200)의 상기 이송 배출장치(240)로부터 배출되는 제품(10)을 상기 비닐백(30)에 투입하는 투입부재(340)와, 제품(10)이 들어있는 비닐백(30)의 입구를 밀봉하는 제2밀봉부재(350)를 포함하여, 회전하면서 연속적으로 제품(10)을 비닐백(30) 내에 포장하는 포장기(300)로 구성되어, 무인 공정을 통해 제품의 생산 단가를 낮추는 한편 포장 시간을 단축시켜 제품에 대한 생산성을 극대화시킬 수 있도록 하는 것이다.",ko,한국(KO),등록,"['B65B-043/04', 'B65B-037/18', 'B65B-001/04', 'B65B-001/32', 'B65B-043/36', 'B65B-001/02', 'B65B-057/02']",,,2016-10-05,10-2016-0128135,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020160128135
2090807697,학습한 인공지능 모델을 기초로 기계적 혈전 절제술이 필요한 환자인지 여부를 판단하는 뇌졸중 진단 장치 ,"본 발명의 일 양상인 인공지능 기반 뇌졸중 진단 장치는, 적어도 하나의 환자의 뇌와 관련된 비-조영 (Non-contrast) CT 영상을 획득하는 영상획득부; 상기 비-조영 CT 영상을 전-처리 (Pre-processing)하고, 상기 전-처리된 영상을 기초로, 상기 적어도 하나의 환자가 비 출혈 (No hemorrhage) 상태인지 또는 출혈 (Hemorrhage) 상태인지 여부를 판단하는 전처리부; 상기 전-처리된 영상을 정규화하고, 미리 세팅된 표준 마스크 템플릿을 이용해서 관심 영역 (ROI)을 분할 및 추출하는 영상처리부; 상기 분할 및 추출된 관심 영역을 이용하여, 상기 적어도 하나의 환자의 뇌 대혈관 (Cerebral Large Vessel)의 이상 여부를 판단하는 판단부; 를 포함하되, 추정된 ASPECTS가 미리 지정된 수치 이상인 경우, 상기 Thrombectomy 판단부는, 상기 Ischemia 분류부에서 획득한 정보 및 상기 Large Vessel Occlusion 판단부에서 획득한 정보를 통해 판단된 기준이 미리 지정된 기준 이상인 경우에만 상기 적어도 하나의 환자가 기계적 혈전 절제술 (Mechanical Thrombectomy)을 적용할 수 있는 환자인 것으로 판별할 수 있다.",ko,한국(KO),등록,"['A61B-006/03', 'G06T-007/00', 'A61B-006/00', 'G16H-050/20', 'G16H-030/40']",,,2020-10-06,10-2020-0128970,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020200128970
8454803700,음이온 발생 장치를 구비하는 휴대용 디지털 멀티미디어 방송 수신 단말기,"본 발명은 음이온 발생 장치를 구비하는 디지털 멀티미디어 방송 수신용 단말기에 관한 것이다. 본 발명의 디지털 멀티미디어 방송(DMB) 수신용 단말기는 외부 전자 장치와 함께 사용하고, 저전압을 이용하여 음이온을 발생하는 음이온 발생 장치를 포함한다. 외부 전자 장치와 DMB 단말기는 USB 커넥터를 통해 상호 전기적으로 연결되고, USB 커넥터를 통해 DMB 단말기의 전원을 공급한다. 따라서 본 발명에 따른 DMB 단말기는 음이온 발생 장치를 구비함으로써, 음이온 발생 장치의 휴대가 용이하고, 외부 전자 장치와 함께 사용하여 디지털 멀티미디어 방송을 청취할 수 있을 뿐만 아니라, 음이온을 발생시켜서 쾌적한 사용 환경을 제공할 수 있다.",ko,한국(KO),등록,"['H04N-005/44', 'B03C-003/32', 'G06F-001/00']",2007-09-13,10-2007-0092475,2006-03-10,10-2006-0022672,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020060022672
6201109238,파이프 자동세척장치,"본 발명은 파이프 자동세척장치에 대한 것으로서, 더욱 상세하게는 복수의 파이프의 내부 및 외부를 동시에 세척할 수 있는 파이프 자동세척장치에 대한 것이다.본 발명에 따른 파이프 자동세척장치는 필터탱크와, 세척조와, 공급펌프와, 레벨게이트와, 리프트와, 팔레트, 세관펌프와, 승강수단 및 블로워수단을 포함한다. 상기 필터탱크는 세척액이 수용된다. 상기 세척조는 상기 필터탱크로 상기 세척액이 흘러갈 수 있도록 상기 필터탱크와 연통되는 연통구를 구비하며, 복수의 파이프를 세척하기 위하여 수용할 수 있도록 상부가 개방된다. 상기 공급펌프는 상기 필터탱크의 세척액을 상기 세척조로 공급한다. 상기 레벨게이트는 상기 세척조에 수용된 상기 세척액의 수위를 일정한 높이로 유지시킬 수 있게 상기 연통구의 상부를 개방시키고 하부를 막을 수 있으며, 상승하면 상기 연통구의 하부를 개방시킬 수 있도록 상기 연통구에 상하로 슬라이딩할 수 있게 장착된다. 상기 리프트는 상기 세척조의 내부에서 상하로 슬라이딩할 수 있게 장착된다. 상기 팔레트는 복수의 파이프를 적치시킬 수 있으며, 상기 리프트에 수용될 수 있다. 상기 세관펌프는 상기 세척조에 수용된 상기 파이프를 세정할 수 있도록 상기 세척조에 수용된 세척액을 순환시킨다. 상기 승강수단은 상기 리프트를 상기 세척조에서 승하강시킨다. 상기 블로워수단은 상기 승강수단으로 상기 세척조에서 상승된 상기 파이프를 건조시킬 수 있도록 에어를 분사시킨다.",ko,한국(KO),등록,"['B08B-009/023', 'B08B-009/02', 'B08B-005/02', 'B08B-003/04', 'B08B-007/04', 'B08B-003/02', 'B08B-009/032']",,,2018-10-24,10-2018-0127593,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020180127593
6792109183,카드보드게임방법,"본 발명은 카드보드게임방법에 관한 것으로서, 성직자의 이미지가 표현된 성직자 카드(100)와, 악마의 이미지가 표현된 악마 카드(200)와, 전도의 이미지가 표현된 전도 카드(700)와, 재판의 이미지가 표현된 재판 카드(300)와, 일측은 이교도의 그림, 그 반대측에는 정교도의 그림이 표현된 정교도/이교도 카드(400)와, 일측에는 정교도, 상대측에는 이교도의 이미지가 표현되고 설득의 이미지가 도시된 설득 카드(600)와, 일측에는 양심고백의 이미지가 표현되고 상대측에는 소문의 이미지가 표현된 양심고백/소문(500)카드를 포함하여 구비되고, 상기 카드의 매수를 정하는 카드 준비 단계와, 상기 정교도/이교도 카드(400)를 각 플레이어에게 1장씩 지급하는 1차 지급단계와, 상기 전도 카드(700)를 플레이어 수만큼 구비하고, 양심고백/소문(500) 카드를 플레이어 수의 2배만큼 구비하여 서로 섞은 후, 각 플레이어에게 3장씩 지급하는 2차 지급단계와, 상기 악마 카드(200) 1장, 성직자 카드(100) 2장, 설득 카드(600)를 플레이어 수의 절반만큼 구비하여 서로 섞은 후, 플레이어에게 1장씩 지급하는 3차 지급단계와, 상기 1차 지급단계, 2차 지급단계, 3차 지급단게 이후, 나머지 카드를 섞어서 중앙 덱(deck)을 만들어서 플레이어의 중앙에 놓는 중앙 덱 준비단계와, 상기 중앙 덱에서 플레이어는 카드 1장을 받고, 최대 3명의 플레이어에게 자신의 카드를 한 장씩 교환한 후, 카드 한 장을 버리는 카드 교환단계와, 상기 카드 교환단계 이후에 각자의 신분을 고백하는 고백단계가 이루어지고, 상기 카드 교환단계와 고백단계가 반복해서 이루어지면서 상기 룰이 적용되는것을 특징으로 한다.",ko,한국(KO),공개,"['A63F-003/00', 'A63F-001/00']",2012-09-05,10-2012-0097912,2011-02-26,10-2011-0017471,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020110017471
5150709612,네트워크 스위치 및 그 네트워크 스위치의 보안공지방법,"네트워크 스위치 및 그 네트워크 스위치의 보안공지방법이 개시된다. 본 발명의 실시예에 따른 네트워크 스위치는, 유해 트래픽을 발생한 사용자 단말의 정보를 저장하는 유해 트래픽 사용자 데이터베이스를 구비하며, 유해 트래픽을 발생시키는 사용자 단말을 탐지하고 유해 트래픽을 발생한 사용자 단말의 정보를 유해 트래픽 사용자 데이터베이스에 등록하는 유해 트래픽 탐지 모듈; 유해 트래픽을 발생한 사용자 단말로부터 수신된 DNS 질의 패킷 내에 포함된 도메인 네임이 설정된 도메인 네임에 해당되는지 여부에 따라 DNS 질의 패킷을 DNS 서버에 전송하거나 DNS 서버를 대신하여 DNS 응답 패킷을 유해 트래픽을 발생한 사용자 단말로 전송하는 DNS 처리모듈; 및 유해 트래픽을 발생한 사용자 단말로부터 웹 접속 요청이 있는 경우 유해 트래픽 발생목록이 포함된 보안위반공지 웹 페이지를 해당 사용자 단말로 전송하는 웹 처리 모듈을 포함한다.",ko,한국(KO),등록,"['H04L-012/22', 'H04L-012/56']",2011-11-18,10-2011-0124833,2010-05-12,10-2010-0044240,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020100044240
1050300087,가축 분뇨 처리 방법,"본 발명은 가축분뇨 생물순환에 의한 재순환 시스템(recycle system)과 양육 및 작물재배에 적용할 수 있는 가축 분뇨 처리 방법에 관한 것으로서, 보다 상세하게는 (a) 가축 분뇨 저류조로부터 이송된 분뇨를 순환식가용화조에서 순환폭기로 가용화하는 공정; (b) 상기 순환폭기조에서 가용화된 처리물을 침전조로 이송하여 액상인 상등액과 고형분(오니)을 고액 분리하는 공정; 및 (c) 상기 침전조로부터 얻은 상등액을 클로렐라 배양조로 이송하여 클로렐라를 배양하여 클로렐라 사료를 제조하고 상등액을 정화하는 공정;을 포함하는 가축 분뇨 처리 방법에 관한 것이다.",ko,한국(KO),등록,"['C05F-007/00', 'C05F-011/08', 'C02F-011/00']",2009-02-19,10-2009-0017932,2007-08-16,10-2007-0082461,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020070082461
8071600032,이온성 액체를 매개로 한 에피나코나졸의 신규 제조방법,"본 발명은 이온성 액체를 매개로 한 에피나코나졸의 신규 제조방법에 관한 것으로서, 1-[[(2R,3S)-2-(2,4-디플루오르페닐)-3-메틸옥시란일]메틸]-1H-1,2,4-트리아졸, 및 4-메틸렌피페리딘 또는 이의 유기화학적으로 허용 가능한 염을 반응시키되, 상기 4-메틸렌피페리딘 또는 이의 유기화학적으로 허용 가능한 염을 염기 상에서 음이온화시키고, 이온성 액체 화합물 존재 하에서, 상기 1-[[(2R,3S)-2-(2,4-디플루오르페닐)-3-메틸옥시란일]메틸]-1H-1,2,4-트리아졸과 커플링 반응시키는 것을 특징으로 한다. 본 발명은 에피나코나졸 제조시 유기용매 대신에 이온성 액체를 사용함으로써, 기존의 방법보다 유연물질을 감소시켰으며, 반응시간을 단축하여 고순도 및 고수율로 최종 화합물인 에피나코나졸을 용이하게 수득할 수 있으며, 대량생산에 매우 적합하게 이용될 수 있다.",ko,한국(KO),등록,"['A61P-031/10', 'C07D-401/06', 'A61K-031/4439']",,,2019-09-26,10-2019-0118645,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020190118645
5901609169,압인 기용 2 도 잉크로울러, 1. 잉크 로울러(1)의 일부분에 잉크 로울러(1)와는 다른 색의 부채꼴 모양의 고체화 된 2도 잉크(2)를 일체로 형성하여서 된 압인기용 2도 잉크 로울러.,ko,한국(KO),공개실용신안,['B41K-003/60'],1993-10-15,20-1993-0021308,1992-03-31,20-1992-0005118,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUUM&cn=KOR2019920005118
1050300526,한 벌의 의류 포장재 세트,"본원  '한 벌의 의류 포장재 세트'의 형상, 모양의 결합을 디자인 창작내용의 요점으로 함. ",ko,한국(KO),등록디자인,,,,2021-08-18,30-2021-0039039,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020210039039
2148101693,레벨센서의 출력을 입력받아 습식정화챔버 액체의 레벨을일정수준으로 유지할 수 있는 배출가스 습식 정화장치,"본 고안은 레벨센서와 콘트롤 밸브를 구비하여 엘리미네이터를 구비한 정화처리챔버의 액체의 레벨을 일정한 수준으로 유지하여 배기가스에 포함된 미립자와 수분을 효과적으로 제거할 수 있는 습식정화장치에 관한 것이다.본 고안에 따른 배출가스 습식 정화장치는, 바닥면에 배출구멍이 형성되어 있으며 상기 입구로 유입된 배출가스가 출구를 향하여 수평방향으로 흐르도록 입구와 출구가 배치된 습식정화챔버와, 상기 습식정화챔버의 내부를 입구측 공간과 출구측 공간으로 분리하도록 습식정화챔버 내부에 배치되고, 배출가스의 통로를 형성하기 위하여 배치된 복수의 절곡된 블레이드를 포함하는 엘리미네이터와, 액체저장조와, 일단이 상기 배출 구멍에 연결되어 있으며, 타단이 상기 액체저장조에 연결된 배출관과, 상기 배출관에 연결된 콘트롤 밸브와, 상기 습식정화챔버에 설치된 레벨센서와, 상기 레벨센서의 출력을 입력받아 상기 습식정화챔버 액체의 레벨을 일정수준으로 유지하도록 상기 콘트롤밸브를 제어하기 위한 제어기와, 상기 액체저장조로부터 액체를 공급받아 상기 습식정화챔버의 입구측 공간으로 분무하도록 설치된 위한 분사노즐을 포함하는 것을 특징으로 한다.",ko,한국(KO),등록실용신안,['B01D-047/06'],2009-04-09,20-2009-0003314,2007-10-05,20-2007-0016222,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUMO&cn=KOR2020070016222
6211805277,암 및 암 전이를 치료하기 위한 병용 요법,"지방산 수용체를 통한 암 표적화, 본 발명은 제2 요법과 조합하여 암을 치료하기 위한 CD36 활성 또는 발현의 차단제 또는 저해제의 용도를 제공한다.",ko,한국(KO),공개,"['A61K-039/00', 'A61K-039/395', 'C07K-016/28', 'A61P-035/00']",2022-10-05,10-2022-0133996,2022-08-30,10-2022-7030035,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020227030035
1101507919,총유기탄소 측정장치,"본 발명은 상, 하, 폐수 중 적어도 하나의 물로부터 생성된 이산화탄소의 방해물질을 한 번 이상 제거하여 물의 총유기탄소를 측정할 수 있는 총유기탄소 측정장치가 개시된다. 본 발명의 일 실시예에 따른 총유기탄소 측정장치는, 총유기탄소가 측정될 상, 하, 폐수 중 적어도 하나의 물이 저장되는 물 저장조(10); 물 저장조(10)로부터 반응관(21)으로 유입되는 물을 반응관(21)에서 가열하여 수증기 및 이산화탄소가 포함된 가스를 생성하는 반응기(20); 반응관(21)으로부터 유입되는 가스에서 수증기와 이산화탄소를 분리하는 컨덴서(30); 서로 다른 복수의 촉매가 배치되는 필터부(42)를 이용하여 컨덴서(30)로부터 유입되는 이산화탄소 중 총유기탄소 측정에 오차를 발생시키는 방해물질을 한 번 이상 제거하는 전처리기(40); 및 전처리기(40)에 설치되어 컨덴서(30)로부터 유입될 때의 이산화탄소 유량인 제1 이산화탄소 유량, 필터부(42)에 의해 방해물질이 한 번 이상 제거된 이산화탄소 유량인 제2 이산화탄소 유량 및 외부로 배출될 이산화탄소 유량인 제3 이산화탄소 유량을 각각 감지하는 센서부(51)를 통해 물의 총유기탄소를 검출하는 TOC 검출기(50);를 포함한다.",ko,한국(KO),등록,"['B01D-053/86', 'B01J-023/72', 'G01F-001/00', 'B01D-046/00', 'B01J-023/14', 'G01N-033/18']",,,2020-06-22,10-2020-0075933,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020200075933
1051903004,방음판 설치용 클램프,&#34;방음판 설치용 클램프&#34;의 형상과 모양의 결합을 디자인창작내용의 요점으로 함.,ko,한국(KO),등록디자인,,,,2008-10-17,30-2008-0044626,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPAT&cn=KOR3020080044626
3832400094,"니코틴아미드 리보시드를 산생하는 유산균, 및 니코틴아미드 모노뉴클레오티드 및 니코틴아미드 리보시드를 산생하는 유산균","본 발명의 목적은, 니코틴아미드 리보시드의 산생 효율이 높은 미생물, 및 니코틴아미드 모노뉴클레오티드 및 니코틴아미드 리보시드의 양쪽의 생산 효율이 높은 미생물을 제공하는 것이다. 프룩토바실러스속에 속하는 유산균을 배양하는 것으로, 니코틴아미드 모노뉴클레오티드 및 니코틴아미드 리보시드를 제조할 수 있다.",ko,한국(KO),공개,"['A61P-043/00', 'C12R-001/01', 'A61Q-019/00', 'A61K-031/706', 'C12N-001/20', 'A61K-008/60', 'C12P-019/30']",2022-06-14,10-2022-0080075,2022-03-07,10-2022-7007600,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KUPA&cn=KOR1020227007600
1322808548,박막 형성 방법,"본 발명의 일 실시예에 의하면, 챔버 내에 피처리체를 반입하고 상기 피처리체의 온도를 400도 이하로 하여, Si 소스 가스와 산화가스를 상기 챔버 내에 공급하여 상기 피처리체의 표면에 산화 실리콘막을 형성하는 박막 형성 방법은, 상기 산화가스는 상기 챔버 내에 공급되기 이전에 400도를 초과하는 온도로 가열된다.",ko,한국(KO),등록,"['H01L-021/67', 'H01L-021/02', 'H01L-021/324']",,,2018-09-11,10-2018-0108446,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=08497314&target=KPTN&cn=KOR1020180108446
